Time(s),Input,Output_Displacement
17.5,-0.042,5.784
17.6,-0.432,5.747
17.7,-0.752,5.589
17.8,-0.951,5.336
17.9,-0.996,5.029
18,-0.880,4.716
18.1,-0.621,4.450
18.2,-0.262,4.273
18.3,0.140,4.213
18.4,0.518,4.281
18.5,0.813,4.465
18.6,0.977,4.735
18.7,0.982,5.049
18.8,0.829,5.354
18.9,0.541,5.603
19,0.166,5.753
19.1,-0.236,5.782
19.2,-0.600,5.684
19.3,-0.867,5.476
19.4,-0.993,5.191
19.5,-0.959,4.874
19.6,-0.770,4.578
19.7,-0.456,4.351
19.8,-0.068,4.228
19.9,0.330,4.230
20,0.676,4.357
20.1,0.911,4.588
20.2,1.000,4.885
20.3,0.926,5.201
20.4,0.703,5.485
20.5,0.366,5.690
20.6,-0.030,5.783
20.7,-0.422,5.750
20.8,-0.745,5.595
20.9,-0.947,5.344
21,-0.997,5.038
21.1,-0.885,4.725
21.2,-0.630,4.457
21.3,-0.273,4.276
21.4,0.128,4.213
21.5,0.509,4.277
21.6,0.807,4.458
21.7,0.974,4.727
21.8,0.984,5.040
21.9,0.835,5.346
22,0.551,5.597
22.1,0.177,5.751
22.2,-0.225,5.783
22.3,-0.591,5.689
22.4,-0.861,5.483
22.5,-0.992,5.199
22.6000000000001,-0.962,4.883
22.7000000000001,-0.777,4.586
22.8000000000001,-0.466,4.356
22.9000000000001,-0.080,4.230
23.0000000000001,0.320,4.228
23.1000000000001,0.667,4.352
23.2000000000001,0.907,4.580
23.3000000000001,1.000,4.877
23.4000000000001,0.931,5.193
23.5000000000001,0.711,5.478
23.6000000000001,0.377,5.686
23.7000000000001,-0.019,5.782
23.8000000000001,-0.411,5.753
23.9000000000001,-0.737,5.601
24.0000000000001,-0.944,5.352
24.1000000000001,-0.998,5.046
24.2000000000001,-0.890,4.733
24.3000000000001,-0.639,4.463
24.4000000000001,-0.284,4.280
24.5000000000001,0.117,4.213
24.6000000000001,0.499,4.274
24.7000000000001,0.800,4.452
24.8000000000001,0.972,4.719
24.9000000000001,0.986,5.031
25.0000000000001,0.841,5.338
25.1000000000001,0.560,5.591
25.2000000000001,0.188,5.748
25.3000000000001,-0.214,5.784
25.4000000000001,-0.582,5.693
25.5000000000001,-0.855,5.490
25.6000000000001,-0.990,5.208
25.7000000000001,-0.965,4.892
25.8000000000001,-0.784,4.594
25.9000000000001,-0.476,4.361
26.0000000000001,-0.091,4.232
26.1000000000001,0.309,4.227
26.2000000000001,0.659,4.347
26.3000000000001,0.902,4.573
26.4000000000001,0.999,4.868
26.5000000000001,0.935,5.184
26.6000000000001,0.719,5.471
26.7000000000001,0.387,5.681
26.8000000000001,-0.007,5.781
26.9000000000001,-0.401,5.755
27.0000000000001,-0.729,5.607
27.1000000000001,-0.940,5.360
27.2000000000001,-0.998,5.055
27.3000000000001,-0.895,4.742
27.4000000000001,-0.647,4.470
27.5000000000001,-0.295,4.283
27.6000000000001,0.106,4.213
27.7000000000001,0.489,4.270
27.8000000000001,0.793,4.445
27.9000000000001,0.969,4.710
28.0000000000001,0.988,5.022
28.1000000000001,0.847,5.330
28.2000000000001,0.569,5.585
28.3000000000001,0.199,5.745
28.4000000000001,-0.203,5.785
28.5000000000001,-0.572,5.697
28.6000000000001,-0.849,5.497
28.7000000000001,-0.989,5.216
28.8000000000001,-0.968,4.901
28.9000000000001,-0.791,4.601
29.0000000000001,-0.486,4.366
29.1000000000001,-0.102,4.234
29.2000000000001,0.298,4.225
29.3000000000001,0.650,4.342
29.4000000000001,0.897,4.565
29.5000000000001,0.999,4.859
29.6000000000002,0.939,5.175
29.7000000000002,0.727,5.463
29.8000000000002,0.398,5.677
29.9000000000002,0.004,5.780
30.0000000000002,-0.390,5.758
30.1000000000002,-0.722,5.612
30.2000000000002,-0.936,5.368
30.3000000000002,-0.999,5.064
30.4000000000002,-0.900,4.750
30.5000000000002,-0.656,4.476
30.6000000000002,-0.306,4.287
30.7000000000002,0.094,4.213
30.8000000000002,0.479,4.267
30.9000000000002,0.786,4.439
31.0000000000002,0.966,4.702
31.1000000000002,0.990,5.013
31.2000000000002,0.853,5.322
31.3000000000002,0.579,5.579
31.4000000000002,0.211,5.742
31.5000000000002,-0.192,5.785
31.6000000000002,-0.563,5.701
31.7000000000002,-0.843,5.504
31.8000000000002,-0.987,5.225
31.9000000000002,-0.971,4.910
32.0000000000002,-0.798,4.609
32.1000000000002,-0.496,4.372
32.2000000000002,-0.113,4.236
32.3000000000002,0.287,4.224
32.4000000000002,0.641,4.337
32.5000000000002,0.892,4.558
32.6000000000002,0.998,4.850
32.7000000000002,0.943,5.167
32.8000000000002,0.735,5.456
32.9000000000002,0.408,5.672
33.0000000000002,0.015,5.779
33.1000000000002,-0.380,5.760
33.2000000000002,-0.714,5.618
33.3000000000002,-0.932,5.376
33.4000000000002,-0.999,5.073
33.5000000000002,-0.905,4.759
33.6000000000002,-0.665,4.483
33.7000000000002,-0.316,4.291
33.8000000000002,0.083,4.214
33.9000000000002,0.469,4.264
34.0000000000002,0.779,4.433
34.1000000000002,0.963,4.694
34.2000000000002,0.991,5.004
34.3000000000002,0.859,5.314
34.4000000000002,0.588,5.573
34.5000000000002,0.222,5.739
34.6000000000002,-0.181,5.786
34.7000000000002,-0.553,5.705
34.8000000000002,-0.837,5.511
34.9000000000002,-0.985,5.234
35.0000000000002,-0.974,4.919
35.1000000000002,-0.805,4.617
35.2000000000002,-0.506,4.377
35.3000000000002,-0.125,4.238
35.4000000000002,0.276,4.222
35.5000000000002,0.633,4.332
35.6000000000002,0.887,4.550
35.7000000000002,0.997,4.841
35.8000000000002,0.946,5.158
35.9000000000002,0.742,5.449
36.0000000000002,0.418,5.667
36.1000000000002,0.027,5.778
36.2000000000002,-0.369,5.762
36.3000000000002,-0.706,5.623
36.4000000000002,-0.928,5.384
36.5000000000002,-1.000,5.082
36.6000000000003,-0.910,4.767
36.7000000000003,-0.673,4.490
36.8000000000003,-0.327,4.295
36.9000000000003,0.072,4.214
37.0000000000003,0.459,4.261
37.1000000000003,0.772,4.427
37.2000000000003,0.960,4.685
37.3000000000003,0.993,4.995
37.4000000000003,0.865,5.306
37.5000000000003,0.597,5.567
37.6000000000003,0.233,5.736
37.7000000000003,-0.169,5.786
37.8000000000003,-0.544,5.709
37.9000000000003,-0.831,5.518
38.0000000000003,-0.983,5.242
38.1000000000003,-0.976,4.928
38.2000000000003,-0.811,4.625
38.3000000000003,-0.515,4.382
38.4000000000003,-0.136,4.240
38.5000000000003,0.265,4.221
38.6000000000003,0.624,4.328
38.7000000000003,0.881,4.543
38.8000000000003,0.996,4.833
38.9000000000003,0.950,5.149
39.0000000000003,0.750,5.441
39.1000000000003,0.429,5.662
39.2000000000003,0.038,5.776
39.3000000000003,-0.359,5.764
39.4000000000003,-0.698,5.629
39.5000000000003,-0.923,5.392
39.6000000000003,-1.000,5.091
39.7000000000003,-0.915,4.776
39.8000000000003,-0.681,4.497
39.9000000000003,-0.338,4.299
40.0000000000003,0.060,4.215
40.1000000000003,0.449,4.258
40.2000000000003,0.765,4.421
40.3000000000003,0.957,4.677
40.4000000000003,0.994,4.986
40.5000000000003,0.871,5.297
40.6000000000003,0.606,5.560
40.7000000000003,0.244,5.733
40.8000000000003,-0.158,5.787
40.9000000000003,-0.534,5.713
41.0000000000003,-0.824,5.524
41.1000000000003,-0.981,5.251
41.2000000000003,-0.978,4.936
41.3000000000003,-0.818,4.633
41.4000000000003,-0.525,4.388
41.5000000000003,-0.147,4.243
41.6000000000003,0.254,4.220
41.7000000000003,0.615,4.323
41.8000000000003,0.876,4.536
41.9000000000003,0.995,4.824
42.0000000000003,0.953,5.140
42.1000000000003,0.757,5.434
42.2000000000003,0.439,5.658
42.3000000000003,0.049,5.775
42.4000000000003,-0.348,5.766
42.5000000000003,-0.689,5.634
42.6000000000003,-0.919,5.399
42.7000000000003,-1.000,5.100
42.8000000000003,-0.919,4.784
42.9000000000003,-0.690,4.504
43.0000000000003,-0.349,4.303
43.1000000000003,0.049,4.215
43.2000000000003,0.439,4.255
43.3000000000003,0.757,4.415
43.4000000000003,0.953,4.669
43.5000000000003,0.995,4.977
43.6000000000003,0.876,5.289
43.7000000000004,0.615,5.554
43.8000000000004,0.255,5.729
43.9000000000004,-0.147,5.787
44.0000000000004,-0.525,5.717
44.1000000000004,-0.818,5.531
44.2000000000004,-0.978,5.259
44.3000000000004,-0.981,4.945
44.4000000000004,-0.824,4.640
44.5000000000004,-0.535,4.394
44.6000000000004,-0.159,4.245
44.7000000000004,0.243,4.219
44.8000000000004,0.606,4.319
44.9000000000004,0.870,4.529
45.0000000000004,0.994,4.815
45.1000000000004,0.957,5.131
45.2000000000004,0.765,5.427
45.3000000000004,0.449,5.653
45.4000000000004,0.061,5.773
45.5000000000004,-0.337,5.768
45.6000000000004,-0.681,5.640
45.7000000000004,-0.914,5.407
45.8000000000004,-1.000,5.109
45.9000000000004,-0.924,4.793
46.0000000000004,-0.698,4.511
46.1000000000004,-0.359,4.307
46.2000000000004,0.038,4.216
46.3000000000004,0.428,4.252
46.4000000000004,0.750,4.409
46.5000000000004,0.950,4.661
46.6000000000004,0.996,4.968
46.7000000000004,0.881,5.281
46.8000000000004,0.624,5.548
46.9000000000004,0.266,5.726
47.0000000000004,-0.136,5.787
47.1000000000004,-0.515,5.720
47.2000000000004,-0.811,5.537
47.3000000000004,-0.976,5.268
47.4000000000004,-0.983,4.954
47.5000000000004,-0.831,4.648
47.6000000000004,-0.544,4.399
47.7000000000004,-0.170,4.248
47.8000000000004,0.232,4.218
47.9000000000004,0.597,4.314
48.0000000000004,0.865,4.522
48.1000000000004,0.993,4.806
48.2000000000004,0.960,5.123
48.3000000000004,0.772,5.419
48.4000000000004,0.459,5.648
48.5000000000004,0.072,5.771
48.6000000000004,-0.327,5.770
48.7000000000004,-0.673,5.645
48.8000000000004,-0.910,5.415
48.9000000000004,-1.000,5.118
49.0000000000004,-0.928,4.802
49.1000000000004,-0.706,4.518
49.2000000000004,-0.370,4.312
49.3000000000004,0.026,4.217
49.4000000000004,0.418,4.249
49.5000000000004,0.742,4.403
49.6000000000004,0.946,4.653
49.7000000000004,0.997,4.959
49.8000000000004,0.887,5.272
49.9000000000004,0.633,5.541
50.0000000000004,0.277,5.723
50.1000000000004,-0.124,5.787
50.2000000000004,-0.505,5.724
50.3000000000004,-0.804,5.544
50.4000000000004,-0.973,5.276
50.5000000000004,-0.985,4.963
50.6000000000004,-0.837,4.656
50.7000000000005,-0.554,4.405
50.8000000000005,-0.181,4.250
50.9000000000005,0.221,4.217
51.0000000000005,0.588,4.310
51.1000000000005,0.859,4.515
51.2000000000005,0.991,4.798
51.3000000000005,0.963,5.114
51.4000000000005,0.779,5.411
51.5000000000005,0.469,5.642
51.6000000000005,0.083,5.770
51.7000000000005,-0.316,5.772
51.8000000000005,-0.664,5.650
51.9000000000005,-0.905,5.422
52.0000000000005,-0.999,5.126
52.1000000000005,-0.932,4.810
52.2000000000005,-0.714,4.525
52.3000000000005,-0.380,4.316
52.4000000000005,0.015,4.218
52.5000000000005,0.408,4.247
52.6000000000005,0.734,4.397
52.7000000000005,0.942,4.645
52.8000000000005,0.998,4.950
52.9000000000005,0.892,5.264
53.0000000000005,0.642,5.535
53.1000000000005,0.288,5.719
53.2000000000005,-0.113,5.787
53.3000000000005,-0.495,5.727
53.4000000000005,-0.798,5.550
53.5000000000005,-0.971,5.284
53.6000000000005,-0.987,4.972
53.7000000000005,-0.843,4.665
53.8000000000005,-0.563,4.411
53.9000000000005,-0.192,4.253
54.0000000000005,0.210,4.216
54.1000000000005,0.578,4.306
