Time(s),Input,Output_Displacement
12.8,-0.443,5.632
12.9,-0.724,5.425
13,-0.917,5.167
13.1,-0.998,4.888
13.2,-0.959,4.623
13.3,-0.803,4.404
13.4,-0.550,4.257
13.5,-0.230,4.200
13.6,0.117,4.240
13.7,0.451,4.372
13.8,0.730,4.581
13.9,0.920,4.840
14,0.999,5.119
14.1,0.956,5.383
14.2,0.798,5.601
14.3,0.543,5.746
14.4,0.222,5.801
14.5,-0.126,5.758
14.6,-0.458,5.624
14.7,-0.735,5.414
14.8,-0.923,5.154
14.9,-0.999,4.875
15,-0.954,4.611
15.1,-0.793,4.395
15.2,-0.536,4.252
15.3,-0.214,4.199
15.4,0.134,4.244
15.5,0.466,4.381
15.6,0.741,4.592
15.7,0.926,4.853
15.8,0.999,5.132
15.9,0.951,5.395
16,0.788,5.610
16.1,0.529,5.751
16.2,0.206,5.801
16.3,-0.142,5.754
16.4,-0.473,5.615
16.5,-0.747,5.402
16.6,-0.929,5.140
16.7,-1.000,4.861
16.8,-0.949,4.599
16.9,-0.782,4.386
17,-0.522,4.247
17.1,-0.197,4.199
17.2,0.151,4.249
17.3,0.481,4.389
17.4,0.752,4.604
17.5,0.933,4.866
17.6,1.000,5.145
17.7,0.946,5.406
17.8,0.777,5.618
17.9,0.514,5.755
18,0.189,5.801
18.1,-0.159,5.749
18.2,-0.488,5.606
18.3,-0.758,5.390
18.4,-0.936,5.127
18.5,-1.000,4.848
18.6,-0.943,4.588
18.7,-0.772,4.377
18.8,-0.507,4.242
18.9,-0.181,4.199
19,0.167,4.253
19.1,0.495,4.398
19.2,0.763,4.615
19.3,0.938,4.880
19.4,1.000,5.158
19.5,0.940,5.418
19.6,0.767,5.627
19.7,0.500,5.760
19.8,0.173,5.800
19.9,-0.176,5.744
20,-0.503,5.598
20.1,-0.769,5.379
20.2,-0.941,5.114
20.3,-1.000,4.835
20.4,-0.937,4.576
20.5,-0.761,4.369
20.6,-0.493,4.238
20.7,-0.164,4.200
20.8,0.184,4.258
20.9,0.510,4.407
21,0.774,4.627
21.1,0.944,4.893
21.2,1.000,5.172
21.3,0.934,5.429
21.4,0.756,5.635
21.5,0.485,5.764
21.6,0.156,5.800
21.7,-0.192,5.739
21.8,-0.517,5.589
21.9,-0.779,5.367
22,-0.947,5.100
22.1,-1.000,4.822
22.2,-0.931,4.565
22.3,-0.750,4.361
22.4,-0.478,4.234
22.5,-0.148,4.200
22.6000000000001,0.200,4.264
22.7000000000001,0.524,4.416
22.8000000000001,0.784,4.639
22.9000000000001,0.950,4.906
23.0000000000001,1.000,5.185
23.1000000000001,0.928,5.441
23.2000000000001,0.745,5.643
23.3000000000001,0.470,5.768
23.4000000000001,0.139,5.799
23.5000000000001,-0.209,5.734
23.6000000000001,-0.531,5.579
23.7000000000001,-0.790,5.355
23.8000000000001,-0.952,5.087
23.9000000000001,-0.999,4.809
24.0000000000001,-0.925,4.554
24.1000000000001,-0.739,4.353
24.2000000000001,-0.463,4.230
24.3000000000001,-0.131,4.201
24.4000000000001,0.217,4.269
24.5000000000001,0.538,4.425
24.6000000000001,0.795,4.651
24.7000000000001,0.955,4.920
24.8000000000001,0.999,5.198
24.9000000000001,0.922,5.452
25.0000000000001,0.733,5.651
25.1000000000001,0.456,5.771
25.2000000000001,0.123,5.798
25.3000000000001,-0.225,5.728
25.4000000000001,-0.546,5.570
25.5000000000001,-0.800,5.343
25.6000000000001,-0.957,5.074
25.7000000000001,-0.998,4.796
25.8000000000001,-0.919,4.543
25.9000000000001,-0.727,4.345
26.0000000000001,-0.448,4.227
26.1000000000001,-0.114,4.202
26.2000000000001,0.233,4.275
26.3000000000001,0.553,4.435
26.4000000000001,0.805,4.664
26.5000000000001,0.960,4.933
26.6000000000001,0.998,5.211
26.7000000000001,0.915,5.463
26.8000000000001,0.722,5.659
26.9000000000001,0.441,5.775
27.0000000000001,0.106,5.797
27.1000000000001,-0.241,5.723
27.2000000000001,-0.560,5.560
27.3000000000001,-0.810,5.330
27.4000000000001,-0.962,5.060
27.5000000000001,-0.997,4.783
27.6000000000001,-0.912,4.532
27.7000000000001,-0.716,4.337
27.8000000000001,-0.433,4.223
27.9000000000001,-0.098,4.204
28.0000000000001,0.250,4.280
28.1000000000001,0.566,4.444
28.2000000000001,0.815,4.676
28.3000000000001,0.964,4.947
28.4000000000001,0.997,5.224
28.5000000000001,0.908,5.474
28.6000000000001,0.710,5.666
28.7000000000001,0.425,5.778
28.8000000000001,0.089,5.796
28.9000000000001,-0.258,5.717
29.0000000000001,-0.573,5.551
29.1000000000001,-0.820,5.318
29.2000000000001,-0.966,5.047
29.3000000000001,-0.996,4.770
29.4000000000001,-0.905,4.521
29.5000000000001,-0.704,4.330
29.6000000000002,-0.418,4.220
29.7000000000002,-0.081,4.205
29.8000000000002,0.266,4.286
29.9000000000002,0.580,4.454
30.0000000000002,0.824,4.688
30.1000000000002,0.968,4.960
30.2000000000002,0.995,5.237
30.3000000000002,0.901,5.485
30.4000000000002,0.698,5.674
30.5000000000002,0.410,5.781
30.6000000000002,0.072,5.794
30.7000000000002,-0.274,5.711
30.8000000000002,-0.587,5.541
30.9000000000002,-0.829,5.306
31.0000000000002,-0.971,5.033
31.1000000000002,-0.994,4.757
31.2000000000002,-0.898,4.510
31.3000000000002,-0.692,4.323
31.4000000000002,-0.402,4.217
31.5000000000002,-0.064,4.207
31.6000000000002,0.282,4.293
31.7000000000002,0.594,4.464
31.8000000000002,0.834,4.701
31.9000000000002,0.973,4.973
32.0000000000002,0.993,5.249
32.1000000000002,0.894,5.495
32.2000000000002,0.686,5.681
32.3000000000002,0.395,5.784
32.4000000000002,0.056,5.792
32.5000000000002,-0.290,5.704
32.6000000000002,-0.601,5.531
32.7000000000002,-0.838,5.293
32.8000000000002,-0.974,5.020
32.9000000000002,-0.992,4.744
33.0000000000002,-0.890,4.499
33.1000000000002,-0.680,4.315
33.2000000000002,-0.387,4.214
33.3000000000002,-0.047,4.209
33.4000000000002,0.298,4.299
33.5000000000002,0.607,4.474
33.6000000000002,0.843,4.713
33.7000000000002,0.976,4.987
33.8000000000002,0.991,5.262
33.9000000000002,0.886,5.506
34.0000000000002,0.673,5.688
34.1000000000002,0.379,5.787
34.2000000000002,0.039,5.790
34.3000000000002,-0.306,5.698
34.4000000000002,-0.614,5.521
34.5000000000002,-0.847,5.281
34.6000000000002,-0.978,5.006
34.7000000000002,-0.990,4.731
34.8000000000002,-0.882,4.489
34.9000000000002,-0.667,4.309
35.0000000000002,-0.371,4.212
35.1000000000002,-0.031,4.211
35.2000000000002,0.314,4.306
35.3000000000002,0.621,4.484
35.4000000000002,0.852,4.726
35.5000000000002,0.980,5.000
35.6000000000002,0.989,5.275
35.7000000000002,0.878,5.516
35.8000000000002,0.661,5.695
35.9000000000002,0.364,5.789
36.0000000000002,0.022,5.788
36.1000000000002,-0.322,5.691
36.2000000000002,-0.627,5.510
36.3000000000002,-0.856,5.268
36.4000000000002,-0.981,4.993
36.5000000000002,-0.988,4.719
36.6000000000003,-0.874,4.479
36.7000000000003,-0.655,4.302
36.8000000000003,-0.356,4.210
36.9000000000003,-0.014,4.213
37.0000000000003,0.330,4.312
37.1000000000003,0.634,4.495
37.2000000000003,0.861,4.738
37.3000000000003,0.983,5.014
37.4000000000003,0.986,5.288
37.5000000000003,0.870,5.526
37.6000000000003,0.648,5.701
37.7000000000003,0.348,5.791
37.8000000000003,0.005,5.785
37.9000000000003,-0.338,5.684
38.0000000000003,-0.640,5.500
38.1000000000003,-0.865,5.255
38.2000000000003,-0.985,4.979
38.3000000000003,-0.985,4.706
38.4000000000003,-0.866,4.469
38.5000000000003,-0.642,4.295
38.6000000000003,-0.340,4.208
38.7000000000003,0.003,4.216
38.8000000000003,0.346,4.319
38.9000000000003,0.647,4.505
39.0000000000003,0.869,4.751
39.1000000000003,0.986,5.027
39.2000000000003,0.983,5.300
39.3000000000003,0.862,5.536
39.4000000000003,0.635,5.708
39.5000000000003,0.332,5.793
39.6000000000003,-0.012,5.783
39.7000000000003,-0.354,5.677
39.8000000000003,-0.653,5.489
39.9000000000003,-0.873,5.242
40.0000000000003,-0.987,4.966
40.1000000000003,-0.982,4.694
40.2000000000003,-0.857,4.459
40.3000000000003,-0.629,4.289
40.4000000000003,-0.324,4.206
40.5000000000003,0.020,4.219
40.6000000000003,0.362,4.327
40.7000000000003,0.659,4.516
40.8000000000003,0.877,4.764
40.9000000000003,0.989,5.041
41.0000000000003,0.980,5.312
41.1000000000003,0.853,5.546
41.2000000000003,0.622,5.714
41.3000000000003,0.316,5.795
41.4000000000003,-0.028,5.780
41.5000000000003,-0.369,5.670
41.6000000000003,-0.666,5.479
41.7000000000003,-0.881,5.230
41.8000000000003,-0.990,4.953
41.9000000000003,-0.979,4.681
42.0000000000003,-0.849,4.449
42.1000000000003,-0.616,4.283
42.2000000000003,-0.308,4.204
42.3000000000003,0.037,4.222
42.4000000000003,0.377,4.334
42.5000000000003,0.672,4.527
42.6000000000003,0.885,4.777
42.7000000000003,0.991,5.054
42.8000000000003,0.977,5.325
42.9000000000003,0.844,5.556
43.0000000000003,0.609,5.720
43.1000000000003,0.300,5.797
43.2000000000003,-0.045,5.776
43.3000000000003,-0.385,5.662
43.4000000000003,-0.678,5.468
43.5000000000003,-0.889,5.217
43.6000000000003,-0.992,4.939
43.7000000000004,-0.975,4.669
43.8000000000004,-0.840,4.439
43.9000000000004,-0.602,4.277
44.0000000000004,-0.292,4.203
44.1000000000004,0.054,4.225
44.2000000000004,0.393,4.342
44.3000000000004,0.684,4.538
44.4000000000004,0.893,4.790
44.5000000000004,0.993,5.068
44.6000000000004,0.973,5.337
44.7000000000004,0.835,5.566
44.8000000000004,0.596,5.726
44.9000000000004,0.284,5.798
45.0000000000004,-0.062,5.773
45.1000000000004,-0.400,5.655
