Time(s),Input,Output_Displacement
4.5,-0.822,4.975
4.6,0.894,5.029
4.7,-0.948,4.969
4.8,0.984,5.033
4.9,-0.999,4.965
5,0.995,5.035
5.1,-0.971,4.965
5.2,0.927,5.034
5.3,-0.865,4.967
5.4,0.785,5.031
5.5,-0.690,4.972
5.6,0.581,5.025
5.7,-0.460,4.979
5.8,0.330,5.017
5.9,-0.193,4.988
5.99999999999999,0.053,5.007
6.09999999999999,0.088,4.998
6.19999999999999,-0.228,4.997
6.29999999999999,0.363,5.007
6.39999999999999,-0.491,4.988
6.49999999999999,0.609,5.017
6.59999999999999,-0.715,4.979
6.69999999999999,0.806,5.025
6.79999999999999,-0.882,4.972
6.89999999999999,0.940,5.031
6.99999999999999,-0.978,4.967
7.09999999999999,0.998,5.034
7.19999999999999,-0.997,4.965
7.29999999999999,0.977,5.035
7.39999999999999,-0.936,4.966
7.49999999999999,0.878,5.033
7.59999999999999,-0.801,4.969
7.69999999999999,0.709,5.028
7.79999999999999,-0.602,4.975
7.89999999999999,0.483,5.022
7.99999999999999,-0.355,4.983
8.09999999999999,0.219,5.013
8.19999999999999,-0.080,4.992
8.29999999999999,-0.062,5.003
8.39999999999999,0.202,5.002
8.49999999999999,-0.338,4.993
8.59999999999999,0.468,5.011
8.69999999999999,-0.588,4.984
8.79999999999998,0.696,5.020
8.89999999999998,-0.790,4.976
8.99999999999998,0.869,5.027
9.09999999999998,-0.930,4.970
9.19999999999998,0.973,5.032
9.29999999999998,-0.996,4.966
9.39999999999998,0.999,5.035
9.49999999999998,-0.982,4.965
9.59999999999998,0.945,5.035
9.69999999999998,-0.890,4.967
9.79999999999998,0.817,5.031
9.89999999999998,-0.727,4.971
9.99999999999998,0.623,5.026
10.1,-0.506,4.978
10.2,0.380,5.018
10.3,-0.245,4.986
10.4,0.106,5.009
10.5,0.035,4.996
10.6,-0.176,4.999
10.7,0.313,5.006
10.8,-0.444,4.990
10.9,0.566,5.015
11,-0.677,4.981
11.1,0.774,5.023
11.2,-0.856,4.973
11.3,0.920,5.030
11.4,-0.966,4.968
11.5,0.993,5.034
11.6,-1.000,4.965
11.7,0.987,5.035
11.8,-0.954,4.965
11.9,0.902,5.034
12,-0.832,4.968
12.1,0.745,5.030
12.2,-0.644,4.973
12.3,0.529,5.023
12.4,-0.404,4.981
12.5,0.271,5.015
12.6,-0.132,4.990
12.7,-0.009,5.005
12.8,0.150,5.000
12.9,-0.288,4.995
13,0.420,5.010
13.1,-0.544,4.986
13.2,0.657,5.019
13.3,-0.757,4.977
13.4,0.841,5.026
13.5,-0.909,4.971
13.6,0.959,5.032
13.7,-0.989,4.966
13.8,1.000,5.035
13.9,-0.991,4.965
14,0.961,5.035
14.1,-0.913,4.966
14.2,0.846,5.032
14.3,-0.763,4.970
14.4,0.664,5.027
14.5,-0.551,4.976
14.6,0.428,5.020
14.7,-0.296,4.984
14.8,0.159,5.011
14.9,-0.018,4.994
15,-0.124,5.001
15.1,0.262,5.004
15.2,-0.396,4.991
15.3,0.522,5.013
15.4,-0.637,4.982
15.5,0.739,5.022
15.6,-0.827,4.974
15.7,0.898,5.029
15.8,-0.951,4.969
15.9,0.985,5.033
16,-1.000,4.966
16.1,0.994,5.035
16.2,-0.968,4.965
16.3,0.923,5.034
16.4,-0.860,4.967
16.5,0.779,5.030
16.6,-0.683,4.972
16.7,0.573,5.024
16.8,-0.452,4.979
16.9,0.322,5.016
17,-0.185,4.988
17.1,0.044,5.007
17.2,0.097,4.998
17.3,-0.237,4.997
17.4,0.371,5.008
17.5,-0.499,4.987
17.6,0.616,5.017
17.7,-0.721,4.979
17.8,0.812,5.025
17.9,-0.886,4.972
18,0.943,5.031
18.1,-0.980,4.967
18.2,0.998,5.034
18.3,-0.996,4.965
18.4,0.975,5.035
18.5,-0.933,4.966
18.6,0.873,5.033
18.7,-0.796,4.969
18.8,0.702,5.028
18.9,-0.595,4.975
19,0.476,5.021
19.1,-0.347,4.983
19.2,0.211,5.013
19.3,-0.071,4.992
19.4,-0.071,5.003
19.5,0.211,5.002
19.6,-0.347,4.993
19.7,0.475,5.012
19.8,-0.595,4.984
19.9,0.702,5.020
20,-0.796,4.976
20.1,0.873,5.028
20.2,-0.933,4.970
20.3,0.975,5.033
20.4,-0.996,4.966
20.5,0.998,5.035
20.6,-0.980,4.965
20.7,0.943,5.035
20.8,-0.886,4.967
20.9,0.812,5.031
21,-0.721,4.971
21.1,0.616,5.026
21.2,-0.499,4.978
21.3,0.371,5.018
21.4,-0.237,4.986
21.5,0.097,5.009
21.6,0.044,4.996
21.7,-0.185,4.999
21.8,0.322,5.006
21.9,-0.452,4.989
22,0.573,5.015
22.1,-0.683,4.980
22.2,0.779,5.024
22.3,-0.860,4.973
22.4,0.923,5.030
22.5,-0.968,4.968
22.6000000000001,0.994,5.034
22.7000000000001,-1.000,4.965
22.8000000000001,0.985,5.035
22.9000000000001,-0.951,4.965
23.0000000000001,0.898,5.034
23.1000000000001,-0.827,4.968
23.2000000000001,0.739,5.029
23.3000000000001,-0.637,4.974
23.4000000000001,0.522,5.023
23.5000000000001,-0.396,4.981
23.6000000000001,0.262,5.014
23.7000000000001,-0.124,4.990
23.8000000000001,-0.018,5.005
23.9000000000001,0.159,5.000
24.0000000000001,-0.296,4.995
24.1000000000001,0.428,5.010
24.2000000000001,-0.551,4.985
24.3000000000001,0.664,5.019
24.4000000000001,-0.763,4.977
24.5000000000001,0.846,5.026
24.6000000000001,-0.913,4.971
24.7000000000001,0.961,5.032
24.8000000000001,-0.991,4.966
24.9000000000001,1.000,5.035
25.0000000000001,-0.989,4.965
25.1000000000001,0.959,5.035
25.2000000000001,-0.909,4.966
25.3000000000001,0.842,5.032
25.4000000000001,-0.757,4.970
25.5000000000001,0.657,5.027
25.6000000000001,-0.544,4.977
25.7000000000001,0.420,5.020
25.8000000000001,-0.288,4.985
25.9000000000001,0.150,5.011
26.0000000000001,-0.009,4.994
26.1000000000001,-0.132,5.001
26.2000000000001,0.271,5.004
26.3000000000001,-0.404,4.991
26.4000000000001,0.529,5.014
26.5000000000001,-0.643,4.982
26.6000000000001,0.745,5.022
26.7000000000001,-0.832,4.974
26.8000000000001,0.902,5.029
26.9000000000001,-0.954,4.969
27.0000000000001,0.987,5.033
27.1000000000001,-1.000,4.965
27.2000000000001,0.993,5.035
27.3000000000001,-0.966,4.965
27.4000000000001,0.920,5.034
27.5000000000001,-0.856,4.967
27.6000000000001,0.774,5.030
27.7000000000001,-0.677,4.972
27.8000000000001,0.566,5.024
27.9000000000001,-0.444,4.980
28.0000000000001,0.313,5.016
28.1000000000001,-0.176,4.988
28.2000000000001,0.035,5.007
28.3000000000001,0.106,4.998
28.4000000000001,-0.245,4.997
28.5000000000001,0.380,5.008
28.6000000000001,-0.506,4.987
28.7000000000001,0.623,5.017
28.8000000000001,-0.727,4.979
28.9000000000001,0.817,5.025
29.0000000000001,-0.890,4.972
29.1000000000001,0.945,5.031
29.2000000000001,-0.982,4.967
29.3000000000001,0.999,5.034
29.4000000000001,-0.996,4.965
29.5000000000001,0.973,5.035
29.6000000000002,-0.930,4.966
29.7000000000002,0.869,5.033
29.8000000000002,-0.790,4.969
29.9000000000002,0.696,5.028
30.0000000000002,-0.588,4.975
30.1000000000002,0.468,5.021
30.2000000000002,-0.338,4.983
30.3000000000002,0.202,5.012
30.4000000000002,-0.062,4.992
30.5000000000002,-0.079,5.003
30.6000000000002,0.219,5.002
30.7000000000002,-0.355,4.993
30.8000000000002,0.483,5.012
30.9000000000002,-0.602,4.984
31.0000000000002,0.709,5.021
31.1000000000002,-0.801,4.975
31.2000000000002,0.878,5.028
