Time(s),Input,Output_Displacement
22.6000000000001,-0.593,4.450
22.7000000000001,-0.223,4.273
22.8000000000001,0.184,4.217
22.9000000000001,0.561,4.291
23.0000000000001,0.844,4.482
23.1000000000001,0.988,4.759
23.2000000000001,0.968,5.076
23.3000000000001,0.787,5.380
23.4000000000001,0.476,5.622
23.5000000000001,0.086,5.760
23.6000000000001,-0.318,5.773
23.7000000000001,-0.670,5.657
23.8000000000001,-0.910,5.432
23.9000000000001,-1.000,5.136
24.0000000000001,-0.924,4.817
24.1000000000001,-0.695,4.529
24.2000000000001,-0.350,4.319
24.3000000000001,0.052,4.221
24.4000000000001,0.446,4.253
24.5000000000001,0.766,4.408
24.6000000000001,0.959,4.662
24.7000000000001,0.993,4.972
24.8000000000001,0.862,5.286
24.9000000000001,0.589,5.553
25.0000000000001,0.218,5.728
25.1000000000001,-0.189,5.783
25.2000000000001,-0.565,5.708
25.3000000000001,-0.847,5.515
25.4000000000001,-0.989,5.237
25.5000000000001,-0.966,4.920
25.6000000000001,-0.784,4.616
25.7000000000001,-0.471,4.376
25.8000000000001,-0.081,4.239
25.9000000000001,0.323,4.228
26.0000000000001,0.674,4.345
26.1000000000001,0.912,4.571
26.2000000000001,1.000,4.868
26.3000000000001,0.922,5.187
26.4000000000001,0.691,5.474
26.5000000000001,0.345,5.684
26.6000000000001,-0.057,5.779
26.7000000000001,-0.451,5.746
26.8000000000001,-0.769,5.589
26.9000000000001,-0.960,5.334
27.0000000000001,-0.992,5.024
27.1000000000001,-0.859,4.710
27.2000000000001,-0.584,4.444
27.3000000000001,-0.213,4.270
27.4000000000001,0.195,4.217
27.5000000000001,0.569,4.294
27.6000000000001,0.850,4.488
27.7000000000001,0.990,4.767
27.8000000000001,0.965,5.084
27.9000000000001,0.781,5.387
28.0000000000001,0.467,5.627
28.1000000000001,0.076,5.762
28.2000000000001,-0.328,5.771
28.3000000000001,-0.677,5.652
28.4000000000001,-0.914,5.425
28.5000000000001,-1.000,5.128
28.6000000000001,-0.920,4.809
28.7000000000001,-0.687,4.522
28.8000000000001,-0.340,4.315
28.9000000000001,0.063,4.220
29.0000000000001,0.455,4.255
29.1000000000001,0.772,4.414
29.2000000000001,0.962,4.669
29.3000000000001,0.991,4.980
29.4000000000001,0.857,5.294
29.5000000000001,0.580,5.559
29.6000000000002,0.207,5.731
29.7000000000002,-0.200,5.783
29.8000000000002,-0.574,5.704
29.9000000000002,-0.853,5.509
30.0000000000002,-0.990,5.230
30.1000000000002,-0.964,4.912
30.2000000000002,-0.777,4.609
30.3000000000002,-0.462,4.371
30.4000000000002,-0.070,4.237
30.5000000000002,0.333,4.230
30.6000000000002,0.681,4.350
30.7000000000002,0.917,4.578
30.8000000000002,1.000,4.876
30.9000000000002,0.918,5.195
31.0000000000002,0.683,5.481
31.1000000000002,0.335,5.687
31.2000000000002,-0.068,5.780
31.3000000000002,-0.460,5.743
31.4000000000002,-0.776,5.584
31.5000000000002,-0.963,5.327
31.6000000000002,-0.991,5.016
31.7000000000002,-0.854,4.703
31.8000000000002,-0.576,4.438
31.9000000000002,-0.202,4.267
32.0000000000002,0.205,4.218
32.1000000000002,0.578,4.298
32.2000000000002,0.855,4.494
32.3000000000002,0.991,4.774
32.4000000000002,0.962,5.092
32.5000000000002,0.774,5.394
32.6000000000002,0.458,5.632
32.7000000000002,0.065,5.764
32.8000000000002,-0.338,5.770
32.9000000000002,-0.685,5.648
33.0000000000002,-0.919,5.419
33.1000000000002,-1.000,5.120
33.2000000000002,-0.916,4.802
33.3000000000002,-0.679,4.516
33.4000000000002,-0.331,4.311
33.5000000000002,0.073,4.220
33.6000000000002,0.465,4.258
33.7000000000002,0.779,4.419
33.8000000000002,0.964,4.677
33.9000000000002,0.990,4.988
34.0000000000002,0.851,5.301
34.1000000000002,0.572,5.564
34.2000000000002,0.197,5.734
34.3000000000002,-0.210,5.782
34.4000000000002,-0.582,5.701
34.5000000000002,-0.858,5.503
34.6000000000002,-0.992,5.222
34.7000000000002,-0.961,4.904
34.8000000000002,-0.771,4.602
34.9000000000002,-0.453,4.366
35.0000000000002,-0.060,4.235
35.1000000000002,0.343,4.231
35.2000000000002,0.689,4.355
35.3000000000002,0.921,4.585
35.4000000000002,1.000,4.884
35.5000000000002,0.913,5.202
35.6000000000002,0.676,5.487
35.7000000000002,0.326,5.691
35.8000000000002,-0.078,5.781
35.9000000000002,-0.469,5.741
36.0000000000002,-0.782,5.578
36.1000000000002,-0.966,5.320
36.2000000000002,-0.989,5.008
36.3000000000002,-0.849,4.695
36.4000000000002,-0.567,4.433
36.5000000000002,-0.192,4.264
36.6000000000003,0.215,4.218
36.7000000000003,0.587,4.301
36.8000000000003,0.861,4.500
36.9000000000003,0.992,4.782
37.0000000000003,0.959,5.100
37.1000000000003,0.767,5.402
37.2000000000003,0.448,5.636
37.3000000000003,0.055,5.766
37.4000000000003,-0.348,5.768
37.5000000000003,-0.693,5.643
37.6000000000003,-0.923,5.412
37.7000000000003,-1.000,5.112
37.8000000000003,-0.911,4.794
37.9000000000003,-0.672,4.510
38.0000000000003,-0.321,4.307
38.1000000000003,0.083,4.219
38.2000000000003,0.474,4.260
38.3000000000003,0.786,4.425
38.4000000000003,0.967,4.684
38.5000000000003,0.988,4.996
38.6000000000003,0.846,5.309
38.7000000000003,0.563,5.570
38.8000000000003,0.187,5.737
38.9000000000003,-0.220,5.782
39.0000000000003,-0.591,5.697
39.1000000000003,-0.863,5.497
39.2000000000003,-0.993,5.214
39.3000000000003,-0.958,4.896
39.4000000000003,-0.764,4.595
39.5000000000003,-0.444,4.361
39.6000000000003,-0.050,4.233
39.7000000000003,0.353,4.233
39.8000000000003,0.696,4.359
39.9000000000003,0.925,4.592
40.0000000000003,1.000,4.892
40.1000000000003,0.909,5.210
40.2000000000003,0.668,5.494
40.3000000000003,0.316,5.695
40.4000000000003,-0.089,5.781
40.5000000000003,-0.478,5.738
40.6000000000003,-0.789,5.573
40.7000000000003,-0.968,5.312
40.8000000000003,-0.988,5.000
40.9000000000003,-0.843,4.688
41.0000000000003,-0.559,4.427
41.1000000000003,-0.182,4.262
41.2000000000003,0.225,4.219
41.3000000000003,0.595,4.305
41.4000000000003,0.866,4.507
41.5000000000003,0.994,4.790
41.6000000000003,0.956,5.108
41.7000000000003,0.761,5.409
41.8000000000003,0.439,5.641
41.9000000000003,0.044,5.767
42.0000000000003,-0.357,5.766
42.1000000000003,-0.700,5.638
42.2000000000003,-0.927,5.405
42.3000000000003,-1.000,5.104
42.4000000000003,-0.907,4.786
42.5000000000003,-0.664,4.503
42.6000000000003,-0.311,4.303
42.7000000000003,0.094,4.218
42.8000000000003,0.483,4.263
42.9000000000003,0.792,4.430
43.0000000000003,0.970,4.692
43.1000000000003,0.987,5.004
43.2000000000003,0.840,5.316
43.3000000000003,0.554,5.576
43.4000000000003,0.177,5.740
43.5000000000003,-0.230,5.781
43.6000000000003,-0.599,5.693
43.7000000000004,-0.869,5.490
43.8000000000004,-0.994,5.206
43.9000000000004,-0.955,4.888
44.0000000000004,-0.757,4.588
44.1000000000004,-0.434,4.357
44.2000000000004,-0.039,4.232
44.3000000000004,0.362,4.234
44.4000000000004,0.704,4.364
44.5000000000004,0.929,4.599
44.6000000000004,1.000,4.900
44.7000000000004,0.905,5.218
44.8000000000004,0.660,5.500
44.9000000000004,0.306,5.699
45.0000000000004,-0.099,5.782
45.1000000000004,-0.487,5.735
45.2000000000004,-0.795,5.567
45.3000000000004,-0.971,5.305
45.4000000000004,-0.986,4.992
45.5000000000004,-0.837,4.680
45.6000000000004,-0.550,4.422
45.7000000000004,-0.172,4.259
45.8000000000004,0.235,4.219
45.9000000000004,0.603,4.309
46.0000000000004,0.871,4.513
46.1000000000004,0.995,4.798
46.2000000000004,0.953,5.116
46.3000000000004,0.754,5.415
46.4000000000004,0.430,5.646
46.5000000000004,0.034,5.769
46.6000000000004,-0.367,5.765
46.7000000000004,-0.708,5.634
46.8000000000004,-0.931,5.398
46.9000000000004,-0.999,5.096
47.0000000000004,-0.903,4.778
47.1000000000004,-0.656,4.497
47.2000000000004,-0.301,4.299
47.3000000000004,0.104,4.218
47.4000000000004,0.492,4.266
47.5000000000004,0.798,4.436
47.6000000000004,0.972,4.699
47.7000000000004,0.985,5.012
47.8000000000004,0.834,5.324
47.9000000000004,0.546,5.581
48.0000000000004,0.166,5.742
48.1000000000004,-0.240,5.780
48.2000000000004,-0.607,5.689
48.3000000000004,-0.874,5.484
48.4000000000004,-0.995,5.198
48.5000000000004,-0.952,4.880
48.6000000000004,-0.750,4.581
48.7000000000004,-0.425,4.352
48.8000000000004,-0.029,4.230
48.9000000000004,0.372,4.236
49.0000000000004,0.711,4.369
49.1000000000004,0.932,4.606
49.2000000000004,0.999,4.908
49.3000000000004,0.900,5.226
49.4000000000004,0.652,5.506
49.5000000000004,0.296,5.703
49.6000000000004,-0.109,5.782
49.7000000000004,-0.497,5.733
49.8000000000004,-0.801,5.561
49.9000000000004,-0.973,5.297
50.0000000000004,-0.984,4.983
50.1000000000004,-0.832,4.673
