Time(s),Input,Output_Displacement
3.8,0.985,5.609
3.9,0.993,5.619
4,0.997,5.627
4.1,1.000,5.634
4.2,1.000,5.638
4.3,0.997,5.641
4.4,0.992,5.642
4.5,0.984,5.641
4.6,0.974,5.639
4.7,0.961,5.636
4.8,0.946,5.631
4.9,0.929,5.624
5,0.909,5.616
5.1,0.887,5.607
5.2,0.863,5.596
5.3,0.837,5.583
5.4,0.808,5.569
5.5,0.778,5.554
5.6,0.746,5.537
5.7,0.711,5.519
5.8,0.675,5.499
5.9,0.638,5.478
5.99999999999999,0.598,5.456
6.09999999999999,0.558,5.433
6.19999999999999,0.516,5.409
6.29999999999999,0.472,5.384
6.39999999999999,0.427,5.358
6.49999999999999,0.382,5.330
6.59999999999999,0.335,5.303
6.69999999999999,0.287,5.274
6.79999999999999,0.239,5.245
6.89999999999999,0.190,5.215
6.99999999999999,0.141,5.184
7.09999999999999,0.091,5.153
7.19999999999999,0.042,5.122
7.29999999999999,-0.008,5.090
7.39999999999999,-0.058,5.058
7.49999999999999,-0.108,5.026
7.59999999999999,-0.158,4.994
7.69999999999999,-0.207,4.962
7.79999999999999,-0.256,4.930
7.89999999999999,-0.304,4.899
7.99999999999999,-0.351,4.867
8.09999999999999,-0.397,4.836
8.19999999999999,-0.443,4.805
8.29999999999999,-0.487,4.775
8.39999999999999,-0.530,4.745
8.49999999999999,-0.572,4.716
8.59999999999999,-0.612,4.687
8.69999999999999,-0.651,4.660
8.79999999999998,-0.688,4.633
8.89999999999998,-0.723,4.607
8.99999999999998,-0.757,4.582
9.09999999999998,-0.789,4.559
9.19999999999998,-0.818,4.536
9.29999999999998,-0.846,4.514
9.39999999999998,-0.872,4.494
9.49999999999998,-0.895,4.475
9.59999999999998,-0.916,4.457
9.69999999999998,-0.935,4.441
9.79999999999998,-0.952,4.426
9.89999999999998,-0.966,4.412
9.99999999999998,-0.978,4.400
10.1,-0.987,4.389
10.2,-0.994,4.380
10.3,-0.998,4.373
10.4,-1.000,4.367
10.5,-0.999,4.362
10.6,-0.996,4.360
10.7,-0.991,4.358
10.8,-0.982,4.359
10.9,-0.972,4.361
11,-0.959,4.365
11.1,-0.944,4.370
11.2,-0.926,4.377
11.3,-0.906,4.385
11.4,-0.883,4.395
11.5,-0.859,4.406
11.6,-0.832,4.419
11.7,-0.804,4.433
11.8,-0.773,4.449
11.9,-0.740,4.466
12,-0.706,4.485
12.1,-0.669,4.504
12.2,-0.631,4.525
12.3,-0.592,4.548
12.4,-0.551,4.571
12.5,-0.508,4.595
12.6,-0.465,4.621
12.7,-0.420,4.647
12.8,-0.374,4.674
12.9,-0.327,4.702
13,-0.279,4.731
13.1,-0.231,4.760
13.2,-0.182,4.790
13.3,-0.133,4.821
13.4,-0.083,4.852
13.5,-0.033,4.883
13.6,0.017,4.915
13.7,0.067,4.947
13.8,0.117,4.979
13.9,0.166,5.011
14,0.215,5.043
14.1,0.264,5.075
14.2,0.312,5.107
14.3,0.359,5.138
14.4,0.405,5.169
14.5,0.450,5.200
14.6,0.494,5.230
14.7,0.537,5.260
14.8,0.578,5.289
14.9,0.618,5.317
15,0.657,5.345
15.1,0.694,5.371
15.2,0.729,5.397
