Time(s),Input,Output_Displacement
11.8,0.277,5.756
11.9,-0.109,5.793
12,-0.479,5.711
12.1,-0.777,5.523
12.2,-0.958,5.256
12.3,-0.995,4.950
12.4,-0.883,4.652
12.5,-0.638,4.406
12.6,-0.298,4.250
12.7,0.088,4.206
12.8,0.460,4.281
12.9,0.763,4.464
13,0.951,4.728
13.1,0.997,5.033
13.2,0.893,5.332
13.3,0.655,5.582
13.4,0.318,5.745
13.5,-0.066,5.795
13.6,-0.440,5.726
13.7,-0.749,5.548
13.8,-0.945,5.288
13.9,-0.998,4.984
14,-0.902,4.683
14.1,-0.671,4.430
14.2,-0.339,4.262
14.3,0.045,4.205
14.4,0.421,4.267
14.5,0.734,4.440
14.6,0.937,4.696
14.7,0.999,4.998
14.8,0.912,5.301
14.9,0.687,5.558
15,0.359,5.732
15.1,-0.023,5.795
15.2,-0.401,5.739
15.3,-0.719,5.573
15.4,-0.929,5.320
15.5,-1.000,5.019
15.6,-0.920,4.715
15.7,-0.702,4.454
15.8,-0.379,4.275
15.9,0.001,4.205
16,0.381,4.254
16.1,0.704,4.416
16.2,0.921,4.665
16.3,1.000,4.964
16.4,0.928,5.269
16.5,0.718,5.533
16.6,0.399,5.718
16.7,0.020,5.794
16.8,-0.361,5.751
16.9,-0.689,5.596
17,-0.913,5.351
17.1,-1.000,5.053
17.2,-0.936,4.747
17.3,-0.732,4.480
17.4,-0.419,4.290
17.5,-0.042,4.207
17.6,0.341,4.243
17.7,0.673,4.393
17.8,0.904,4.634
17.9,0.999,4.930
18,0.944,5.236
18.1,0.747,5.507
18.2,0.438,5.702
18.3,0.063,5.791
18.4,-0.321,5.762
18.5,-0.657,5.618
18.6,-0.894,5.381
18.7,-0.997,5.087
18.8,-0.951,4.780
18.9,-0.761,4.506
19,-0.457,4.306
19.1,-0.085,4.210
19.2,0.300,4.233
19.3,0.640,4.371
19.4,0.884,4.604
19.5,0.995,4.896
19.6,0.957,5.203
19.7,0.775,5.480
19.8,0.476,5.685
19.9,0.106,5.787
20,-0.280,5.771
20.1,-0.624,5.639
20.2,-0.874,5.411
20.3,-0.993,5.121
20.4,-0.963,4.813
20.5,-0.788,4.533
20.6,-0.495,4.324
20.7,-0.128,4.215
20.8,0.259,4.225
20.9,0.607,4.351
21,0.863,4.574
21.1,0.990,4.862
21.2,0.969,5.170
21.3,0.802,5.453
21.4,0.514,5.667
21.5,0.149,5.782
21.6,-0.238,5.779
21.7,-0.589,5.659
21.8,-0.852,5.440
21.9,-0.987,5.155
22,-0.974,4.847
22.1,-0.814,4.562
22.2,-0.532,4.342
22.3,-0.171,4.222
22.4,0.217,4.218
22.5,0.572,4.332
22.6000000000001,0.841,4.546
22.7000000000001,0.983,4.828
22.8000000000001,0.978,5.136
22.9000000000001,0.827,5.424
23.0000000000001,0.551,5.648
23.1000000000001,0.192,5.775
23.2000000000001,-0.196,5.785
23.3000000000001,-0.554,5.678
23.4000000000001,-0.829,5.468
23.5000000000001,-0.979,5.189
23.6000000000001,-0.983,4.881
23.7000000000001,-0.839,4.591
23.8000000000001,-0.568,4.362
23.9000000000001,-0.213,4.229
24.0000000000001,0.175,4.212
24.1000000000001,0.536,4.314
24.2000000000001,0.817,4.518
24.3000000000001,0.975,4.795
24.4000000000001,0.986,5.102
24.5000000000001,0.850,5.395
24.6000000000001,0.586,5.627
24.7000000000001,0.234,5.766
24.8000000000001,-0.153,5.790
24.9000000000001,-0.517,5.695
25.0000000000001,-0.804,5.496
25.1000000000001,-0.970,5.222
25.2000000000001,-0.990,4.915
25.3000000000001,-0.861,4.621
25.4000000000001,-0.603,4.383
25.5000000000001,-0.255,4.239
25.6000000000001,0.132,4.208
25.7000000000001,0.499,4.297
25.8000000000001,0.791,4.491
25.9000000000001,0.964,4.762
26.0000000000001,0.993,5.068
26.1000000000001,0.872,5.364
26.2000000000001,0.620,5.606
26.3000000000001,0.276,5.756
26.4000000000001,-0.110,5.793
26.5000000000001,-0.480,5.711
26.6000000000001,-0.777,5.522
26.7000000000001,-0.958,5.255
26.8000000000001,-0.995,4.949
26.9000000000001,-0.882,4.651
27.0000000000001,-0.637,4.405
27.1000000000001,-0.296,4.249
27.2000000000001,0.089,4.206
27.3000000000001,0.461,4.282
27.4000000000001,0.764,4.465
27.5000000000001,0.952,4.729
27.6000000000001,0.997,5.034
27.7000000000001,0.892,5.333
27.8000000000001,0.654,5.583
27.9000000000001,0.317,5.745
28.0000000000001,-0.067,5.795
28.1000000000001,-0.442,5.726
28.2000000000001,-0.750,5.547
28.3000000000001,-0.945,5.287
28.4000000000001,-0.998,4.983
28.5000000000001,-0.902,4.682
28.6000000000001,-0.670,4.429
28.7000000000001,-0.337,4.261
28.8000000000001,0.046,4.205
28.9000000000001,0.422,4.267
29.0000000000001,0.735,4.440
29.1000000000001,0.938,4.697
29.2000000000001,0.999,5.000
29.3000000000001,0.911,5.302
29.4000000000001,0.686,5.559
29.5000000000001,0.358,5.732
29.6000000000002,-0.024,5.795
29.7000000000002,-0.403,5.739
29.8000000000002,-0.720,5.572
29.9000000000002,-0.930,5.319
30.0000000000002,-1.000,5.018
30.1000000000002,-0.920,4.714
30.2000000000002,-0.701,4.453
30.3000000000002,-0.378,4.275
30.4000000000002,0.003,4.205
30.5000000000002,0.383,4.255
30.6000000000002,0.705,4.416
30.7000000000002,0.922,4.666
30.8000000000002,1.000,4.965
30.9000000000002,0.928,5.270
31.0000000000002,0.717,5.534
31.1000000000002,0.398,5.718
31.2000000000002,0.019,5.794
31.3000000000002,-0.363,5.751
31.4000000000002,-0.690,5.595
31.5000000000002,-0.913,5.350
31.6000000000002,-1.000,5.052
31.7000000000002,-0.936,4.746
31.8000000000002,-0.732,4.479
31.9000000000002,-0.417,4.289
32.0000000000002,-0.041,4.207
32.1000000000002,0.342,4.243
32.2000000000002,0.674,4.394
32.3000000000002,0.904,4.635
32.4000000000002,0.999,4.931
32.5000000000002,0.943,5.237
32.6000000000002,0.746,5.508
32.7000000000002,0.437,5.703
32.8000000000002,0.062,5.792
32.9000000000002,-0.322,5.762
33.0000000000002,-0.658,5.617
33.1000000000002,-0.895,5.380
33.2000000000002,-0.997,5.086
33.3000000000002,-0.950,4.779
33.4000000000002,-0.760,4.505
33.5000000000002,-0.456,4.306
33.6000000000002,-0.084,4.210
33.7000000000002,0.302,4.234
33.8000000000002,0.641,4.372
33.9000000000002,0.885,4.605
34.0000000000002,0.996,4.897
34.1000000000002,0.957,5.204
34.2000000000002,0.774,5.481
34.3000000000002,0.475,5.686
34.4000000000002,0.105,5.788
34.5000000000002,-0.281,5.771
34.6000000000002,-0.625,5.638
34.7000000000002,-0.875,5.410
34.8000000000002,-0.993,5.120
34.9000000000002,-0.963,4.812
35.0000000000002,-0.788,4.533
35.1000000000002,-0.494,4.323
35.2000000000002,-0.127,4.215
35.3000000000002,0.260,4.225
35.4000000000002,0.608,4.351
35.5000000000002,0.864,4.575
35.6000000000002,0.991,4.863
35.7000000000002,0.968,5.171
35.8000000000002,0.801,5.453
35.9000000000002,0.513,5.668
36.0000000000002,0.148,5.782
36.1000000000002,-0.239,5.779
36.2000000000002,-0.590,5.658
36.3000000000002,-0.853,5.439
36.4000000000002,-0.987,5.154
36.5000000000002,-0.974,4.846
36.6000000000003,-0.813,4.561
36.7000000000003,-0.531,4.342
36.8000000000003,-0.169,4.221
36.9000000000003,0.218,4.218
37.0000000000003,0.573,4.332
37.1000000000003,0.841,4.547
37.2000000000003,0.984,4.829
37.3000000000003,0.978,5.137
37.4000000000003,0.826,5.425
37.5000000000003,0.549,5.649
37.6000000000003,0.190,5.775
37.7000000000003,-0.197,5.785
37.8000000000003,-0.555,5.677
37.9000000000003,-0.830,5.467
38.0000000000003,-0.980,5.188
38.1000000000003,-0.982,4.880
38.2000000000003,-0.838,4.590
38.3000000000003,-0.567,4.361
38.4000000000003,-0.212,4.229
38.5000000000003,0.176,4.213
38.6000000000003,0.537,4.314
38.7000000000003,0.817,4.519
38.8000000000003,0.975,4.796
38.9000000000003,0.986,5.103
39.0000000000003,0.849,5.395
39.1000000000003,0.585,5.628
39.2000000000003,0.233,5.766
39.3000000000003,-0.155,5.790
39.4000000000003,-0.519,5.694
39.5000000000003,-0.805,5.495
39.6000000000003,-0.970,5.221
39.7000000000003,-0.990,4.914
39.8000000000003,-0.861,4.620
39.9000000000003,-0.602,4.383
40.0000000000003,-0.254,4.238
40.1000000000003,0.133,4.208
40.2000000000003,0.500,4.297
40.3000000000003,0.792,4.492
40.4000000000003,0.965,4.763
40.5000000000003,0.992,5.069
40.6000000000003,0.871,5.365
40.7000000000003,0.619,5.606
40.8000000000003,0.274,5.757
40.9000000000003,-0.112,5.793
41.0000000000003,-0.481,5.710
41.1000000000003,-0.778,5.521
41.2000000000003,-0.959,5.254
41.3000000000003,-0.995,4.948
41.4000000000003,-0.882,4.650
41.5000000000003,-0.636,4.405
41.6000000000003,-0.295,4.249
41.7000000000003,0.090,4.206
41.8000000000003,0.462,4.282
41.9000000000003,0.765,4.466
42.0000000000003,0.952,4.730
42.1000000000003,0.997,5.035
42.2000000000003,0.892,5.334
42.3000000000003,0.653,5.584
42.4000000000003,0.316,5.745
42.5000000000003,-0.069,5.795
42.6000000000003,-0.443,5.725
42.7000000000003,-0.750,5.547
42.8000000000003,-0.945,5.286
42.9000000000003,-0.998,4.982
43.0000000000003,-0.901,4.681
43.1000000000003,-0.669,4.428
43.2000000000003,-0.336,4.261
43.3000000000003,0.047,4.205
43.4000000000003,0.423,4.268
43.5000000000003,0.736,4.441
43.6000000000003,0.938,4.698
43.7000000000004,0.999,5.001
43.8000000000004,0.910,5.303
43.9000000000004,0.685,5.560
44.0000000000004,0.356,5.733
44.1000000000004,-0.026,5.795
44.2000000000004,-0.404,5.739
44.3000000000004,-0.721,5.571
44.4000000000004,-0.930,5.318
44.5000000000004,-1.000,5.017
44.6000000000004,-0.919,4.713
44.7000000000004,-0.700,4.453
44.8000000000004,-0.376,4.274
44.9000000000004,0.004,4.205
45.0000000000004,0.384,4.255
45.1000000000004,0.706,4.417
45.2000000000004,0.922,4.667
45.3000000000004,1.000,4.966
45.4000000000004,0.927,5.271
45.5000000000004,0.716,5.535
45.6000000000004,0.396,5.719
45.7000000000004,0.018,5.794
45.8000000000004,-0.364,5.751
45.9000000000004,-0.691,5.594
46.0000000000004,-0.914,5.349
46.1000000000004,-1.000,5.051
46.2000000000004,-0.935,4.745
46.3000000000004,-0.731,4.478
46.4000000000004,-0.416,4.289
46.5000000000004,-0.039,4.207
46.6000000000004,0.344,4.244
46.7000000000004,0.675,4.394
46.8000000000004,0.905,4.636
46.9000000000004,0.999,4.932
47.0000000000004,0.943,5.238
47.1000000000004,0.745,5.509
47.2000000000004,0.436,5.703
47.3000000000004,0.061,5.792
47.4000000000004,-0.323,5.761
47.5000000000004,-0.659,5.617
47.6000000000004,-0.895,5.379
