Time(s),Input,Output_Displacement
10.6,0.501,5.483
10.7,0.412,5.437
10.8,0.319,5.386
10.9,0.223,5.331
11,0.124,5.273
11.1,0.025,5.212
11.2,-0.075,5.149
11.3,-0.174,5.084
11.4,-0.272,5.019
11.5,-0.366,4.954
11.6,-0.458,4.889
11.7,-0.544,4.825
11.8,-0.625,4.762
11.9,-0.700,4.703
12,-0.768,4.646
12.1,-0.828,4.593
12.2,-0.880,4.543
12.3,-0.923,4.499
12.4,-0.957,4.459
12.5,-0.981,4.425
12.6,-0.995,4.396
12.7,-1.000,4.374
12.8,-0.995,4.358
12.9,-0.979,4.348
13,-0.954,4.345
13.1,-0.919,4.348
13.2,-0.875,4.358
13.3,-0.823,4.374
13.4,-0.762,4.397
13.5,-0.694,4.425
13.6,-0.618,4.459
13.7,-0.537,4.499
13.8,-0.450,4.544
13.9,-0.358,4.593
14,-0.263,4.646
14.1,-0.166,4.703
14.2,-0.066,4.763
14.3,0.034,4.825
14.4,0.133,4.889
14.5,0.232,4.954
14.6,0.327,5.019
14.7,0.420,5.085
14.8,0.509,5.149
14.9,0.592,5.212
15,0.670,5.273
15.1,0.740,5.331
15.2,0.804,5.386
15.3,0.859,5.437
15.4,0.906,5.483
15.5,0.944,5.525
15.6,0.972,5.562
15.7,0.991,5.592
15.8,0.999,5.617
15.9,0.998,5.636
16,0.987,5.649
16.1,0.966,5.655
16.2,0.935,5.654
16.3,0.895,5.647
16.4,0.846,5.633
16.5,0.788,5.614
16.6,0.723,5.588
16.7,0.650,5.556
16.8,0.571,5.518
16.9,0.486,5.476
17,0.397,5.428
17.1,0.303,5.377
17.2,0.206,5.321
17.3,0.108,5.263
17.4,0.008,5.201
17.5,-0.092,5.138
17.6,-0.191,5.073
17.7,-0.288,5.008
17.8,-0.382,4.943
17.9,-0.472,4.878
18,-0.558,4.814
18.1,-0.638,4.752
18.2,-0.712,4.693
18.3,-0.778,4.637
18.4,-0.837,4.584
18.5,-0.888,4.536
18.6,-0.929,4.492
18.7,-0.961,4.453
18.8,-0.984,4.420
18.9,-0.997,4.392
19,-1.000,4.371
19.1,-0.993,4.356
19.2,-0.976,4.347
19.3,-0.949,4.345
19.4,-0.913,4.349
19.5,-0.867,4.360
19.6,-0.813,4.377
19.7,-0.751,4.401
19.8,-0.681,4.430
19.9,-0.605,4.466
20,-0.522,4.506
20.1,-0.435,4.552
20.2,-0.342,4.601
20.3,-0.247,4.655
20.4,-0.149,4.713
20.5,-0.050,4.773
20.6,0.050,4.835
20.7,0.150,4.900
20.8,0.248,4.965
20.9,0.343,5.030
21,0.435,5.095
21.1,0.523,5.160
21.2,0.606,5.222
21.3,0.682,5.283
21.4,0.752,5.340
21.5,0.814,5.395
21.6,0.868,5.445
21.7,0.913,5.491
21.8,0.949,5.532
21.9,0.976,5.567
22,0.993,5.597
22.1,1.000,5.621
22.2,0.997,5.639
22.3,0.984,5.650
22.4,0.961,5.655
22.5,0.929,5.653
22.6000000000001,0.887,5.645
22.7000000000001,0.837,5.631
22.8000000000001,0.778,5.610
22.9000000000001,0.711,5.583
23.0000000000001,0.637,5.550
23.1000000000001,0.557,5.511
23.2000000000001,0.472,5.468
23.3000000000001,0.381,5.420
23.4000000000001,0.287,5.368
23.5000000000001,0.190,5.312
23.6000000000001,0.091,5.252
23.7000000000001,-0.009,5.191
23.8000000000001,-0.109,5.127
23.9000000000001,-0.207,5.062
24.0000000000001,-0.304,4.997
24.1000000000001,-0.398,4.932
24.2000000000001,-0.487,4.867
24.3000000000001,-0.572,4.804
24.4000000000001,-0.651,4.742
24.5000000000001,-0.723,4.683
24.6000000000001,-0.789,4.628
24.7000000000001,-0.846,4.576
24.8000000000001,-0.895,4.528
24.9000000000001,-0.935,4.485
25.0000000000001,-0.966,4.447
25.1000000000001,-0.987,4.415
25.2000000000001,-0.998,4.388
25.3000000000001,-0.999,4.368
25.4000000000001,-0.990,4.354
25.5000000000001,-0.972,4.346
25.6000000000001,-0.943,4.345
25.7000000000001,-0.906,4.351
25.8000000000001,-0.859,4.363
25.9000000000001,-0.803,4.381
26.0000000000001,-0.740,4.405
26.1000000000001,-0.669,4.436
26.2000000000001,-0.591,4.472
26.3000000000001,-0.508,4.513
26.4000000000001,-0.419,4.560
26.5000000000001,-0.327,4.610
26.6000000000001,-0.231,4.665
26.7000000000001,-0.132,4.723
26.8000000000001,-0.033,4.783
26.9000000000001,0.067,4.846
27.0000000000001,0.166,4.910
27.1000000000001,0.264,4.976
27.2000000000001,0.359,5.041
27.3000000000001,0.450,5.106
27.4000000000001,0.537,5.170
27.5000000000001,0.619,5.233
27.6000000000001,0.694,5.293
27.7000000000001,0.763,5.350
27.8000000000001,0.823,5.403
27.9000000000001,0.876,5.453
28.0000000000001,0.920,5.498
28.1000000000001,0.954,5.538
28.2000000000001,0.979,5.573
28.3000000000001,0.995,5.601
28.4000000000001,1.000,5.624
28.5000000000001,0.995,5.641
28.6000000000001,0.981,5.651
28.7000000000001,0.956,5.655
28.8000000000001,0.922,5.652
28.9000000000001,0.879,5.643
29.0000000000001,0.827,5.627
29.1000000000001,0.767,5.605
29.2000000000001,0.699,5.577
29.3000000000001,0.624,5.544
29.4000000000001,0.543,5.504
29.5000000000001,0.457,5.460
29.6000000000002,0.366,5.411
29.7000000000002,0.271,5.358
29.8000000000002,0.173,5.302
29.9000000000002,0.074,5.242
30.0000000000002,-0.026,5.180
30.1000000000002,-0.125,5.116
30.2000000000002,-0.224,5.051
30.3000000000002,-0.320,4.986
30.4000000000002,-0.413,4.921
30.5000000000002,-0.502,4.856
30.6000000000002,-0.586,4.793
30.7000000000002,-0.664,4.732
30.8000000000002,-0.735,4.674
30.9000000000002,-0.799,4.619
31.0000000000002,-0.855,4.567
31.1000000000002,-0.903,4.520
31.2000000000002,-0.941,4.478
31.3000000000002,-0.970,4.441
31.4000000000002,-0.989,4.410
31.5000000000002,-0.999,4.384
31.6000000000002,-0.998,4.365
31.7000000000002,-0.988,4.352
31.8000000000002,-0.968,4.346
31.9000000000002,-0.938,4.346
32.0000000000002,-0.898,4.352
32.1000000000002,-0.850,4.365
32.2000000000002,-0.793,4.385
32.3000000000002,-0.728,4.410
32.4000000000002,-0.656,4.442
32.5000000000002,-0.578,4.479
32.6000000000002,-0.493,4.521
32.7000000000002,-0.404,4.568
32.8000000000002,-0.311,4.619
32.9000000000002,-0.214,4.674
33.0000000000002,-0.116,4.733
33.1000000000002,-0.016,4.794
33.2000000000002,0.084,4.857
33.3000000000002,0.183,4.921
33.4000000000002,0.280,4.987
33.5000000000002,0.375,5.052
33.6000000000002,0.465,5.117
33.7000000000002,0.551,5.181
33.8000000000002,0.632,5.243
33.9000000000002,0.706,5.302
34.0000000000002,0.773,5.359
34.1000000000002,0.833,5.412
34.2000000000002,0.884,5.461
34.3000000000002,0.926,5.505
34.4000000000002,0.959,5.544
34.5000000000002,0.983,5.578
34.6000000000002,0.996,5.606
34.7000000000002,1.000,5.628
34.8000000000002,0.994,5.643
34.9000000000002,0.977,5.653
35.0000000000002,0.951,5.655
35.1000000000002,0.916,5.651
35.2000000000002,0.871,5.641
35.3000000000002,0.818,5.624
35.4000000000002,0.756,5.601
35.5000000000002,0.687,5.572
35.6000000000002,0.611,5.537
35.7000000000002,0.529,5.497
35.8000000000002,0.442,5.452
35.9000000000002,0.350,5.403
36.0000000000002,0.255,5.349
36.1000000000002,0.157,5.292
36.2000000000002,0.057,5.232
36.3000000000002,-0.042,5.170
36.4000000000002,-0.142,5.106
36.5000000000002,-0.240,5.040
36.6000000000003,-0.336,4.975
36.7000000000003,-0.428,4.910
36.8000000000003,-0.516,4.845
36.9000000000003,-0.599,4.783
37.0000000000003,-0.676,4.722
37.1000000000003,-0.746,4.664
37.2000000000003,-0.809,4.610
37.3000000000003,-0.864,4.559
37.4000000000003,-0.910,4.513
37.5000000000003,-0.947,4.472
37.6000000000003,-0.974,4.436
37.7000000000003,-0.992,4.405
37.8000000000003,-1.000,4.381
37.9000000000003,-0.997,4.362
38.0000000000003,-0.985,4.351
38.1000000000003,-0.963,4.345
38.2000000000003,-0.932,4.346
38.3000000000003,-0.891,4.354
38.4000000000003,-0.841,4.368
38.5000000000003,-0.783,4.388
38.6000000000003,-0.717,4.415
38.7000000000003,-0.644,4.447
38.8000000000003,-0.564,4.485
38.9000000000003,-0.479,4.528
39.0000000000003,-0.389,4.576
39.1000000000003,-0.295,4.628
39.2000000000003,-0.198,4.684
39.3000000000003,-0.099,4.743
39.4000000000003,0.001,4.804
39.5000000000003,0.101,4.868
39.6000000000003,0.200,4.932
39.7000000000003,0.296,4.998
39.8000000000003,0.390,5.063
39.9000000000003,0.480,5.128
40.0000000000003,0.565,5.192
40.1000000000003,0.645,5.253
40.2000000000003,0.718,5.312
40.3000000000003,0.784,5.368
40.4000000000003,0.842,5.420
40.5000000000003,0.892,5.468
40.6000000000003,0.932,5.512
40.7000000000003,0.964,5.550
40.8000000000003,0.986,5.583
40.9000000000003,0.998,5.610
41.0000000000003,1.000,5.631
41.1000000000003,0.992,5.645
41.2000000000003,0.974,5.653
41.3000000000003,0.946,5.655
41.4000000000003,0.909,5.650
41.5000000000003,0.863,5.639
41.6000000000003,0.808,5.621
41.7000000000003,0.745,5.597
41.8000000000003,0.675,5.567
41.9000000000003,0.598,5.531
42.0000000000003,0.515,5.490
42.1000000000003,0.427,5.444
42.2000000000003,0.334,5.394
42.3000000000003,0.238,5.340
42.4000000000003,0.140,5.282
42.5000000000003,0.041,5.222
42.6000000000003,-0.059,5.159
42.7000000000003,-0.159,5.095
42.8000000000003,-0.256,5.029
42.9000000000003,-0.352,4.964
43.0000000000003,-0.443,4.899
43.1000000000003,-0.531,4.835
43.2000000000003,-0.613,4.772
43.3000000000003,-0.688,4.712
43.4000000000003,-0.757,4.655
43.5000000000003,-0.819,4.601
43.6000000000003,-0.872,4.551
43.7000000000004,-0.917,4.506
43.8000000000004,-0.952,4.465
43.9000000000004,-0.978,4.430
44.0000000000004,-0.994,4.401
44.1000000000004,-1.000,4.377
44.2000000000004,-0.996,4.360
44.3000000000004,-0.982,4.349
44.4000000000004,-0.959,4.345
44.5000000000004,-0.925,4.347
44.6000000000004,-0.883,4.356
44.7000000000004,-0.832,4.371
44.8000000000004,-0.772,4.393
44.9000000000004,-0.705,4.420
45.0000000000004,-0.631,4.453
45.1000000000004,-0.550,4.492
45.2000000000004,-0.464,4.536
45.3000000000004,-0.373,4.585
45.4000000000004,-0.279,4.637
45.5000000000004,-0.181,4.694
45.6000000000004,-0.082,4.753
45.7000000000004,0.018,4.815
45.8000000000004,0.117,4.878
45.9000000000004,0.216,4.943
46.0000000000004,0.312,5.009
46.1000000000004,0.406,5.074
46.2000000000004,0.495,5.139
46.3000000000004,0.579,5.202
46.4000000000004,0.658,5.263
46.5000000000004,0.730,5.322
46.6000000000004,0.794,5.377
46.7000000000004,0.851,5.429
46.8000000000004,0.899,5.476
46.9000000000004,0.938,5.519
47.0000000000004,0.968,5.556
47.1000000000004,0.988,5.588
47.2000000000004,0.999,5.614
47.3000000000004,0.999,5.634
47.4000000000004,0.989,5.647
47.5000000000004,0.970,5.654
47.6000000000004,0.940,5.655
47.7000000000004,0.902,5.649
47.8000000000004,0.854,5.636
47.9000000000004,0.798,5.617
48.0000000000004,0.734,5.592
48.1000000000004,0.662,5.561
48.2000000000004,0.584,5.525
48.3000000000004,0.500,5.483
48.4000000000004,0.411,5.436
48.5000000000004,0.318,5.385
48.6000000000004,0.222,5.330
48.7000000000004,0.124,5.272
48.8000000000004,0.024,5.211
48.9000000000004,-0.076,5.148
49.0000000000004,-0.175,5.084
49.1000000000004,-0.273,5.018
49.2000000000004,-0.367,4.953
49.3000000000004,-0.458,4.888
49.4000000000004,-0.545,4.824
49.5000000000004,-0.626,4.762
49.6000000000004,-0.701,4.702
49.7000000000004,-0.768,4.645
49.8000000000004,-0.828,4.592
49.9000000000004,-0.880,4.543
50.0000000000004,-0.923,4.498
50.1000000000004,-0.957,4.459
50.2000000000004,-0.981,4.425
50.3000000000004,-0.996,4.396
50.4000000000004,-1.000,4.374
50.5000000000004,-0.994,4.358
50.6000000000004,-0.979,4.348
50.7000000000005,-0.954,4.345
50.8000000000005,-0.919,4.348
50.9000000000005,-0.875,4.358
51.0000000000005,-0.822,4.374
51.1000000000005,-0.761,4.397
51.2000000000005,-0.693,4.425
51.3000000000005,-0.617,4.460
51.4000000000005,-0.536,4.499
51.5000000000005,-0.449,4.544
51.6000000000005,-0.357,4.593
51.7000000000005,-0.262,4.647
51.8000000000005,-0.165,4.703
51.9000000000005,-0.065,4.763
52.0000000000005,0.035,4.825
52.1000000000005,0.134,4.889
52.2000000000005,0.232,4.954
52.3000000000005,0.328,5.020
52.4000000000005,0.421,5.085
52.5000000000005,0.509,5.150
52.6000000000005,0.593,5.212
52.7000000000005,0.670,5.273
52.8000000000005,0.741,5.331
52.9000000000005,0.804,5.386
53.0000000000005,0.860,5.437
53.1000000000005,0.906,5.484
53.2000000000005,0.944,5.525
53.3000000000005,0.972,5.562
53.4000000000005,0.991,5.593
53.5000000000005,0.999,5.618
53.6000000000005,0.998,5.636
53.7000000000005,0.987,5.649
53.8000000000005,0.965,5.655
53.9000000000005,0.935,5.654
54.0000000000005,0.894,5.647
54.1000000000005,0.845,5.633
54.2000000000005,0.788,5.613
54.3000000000005,0.722,5.587
54.4000000000005,0.650,5.555
54.5000000000005,0.570,5.518
54.6000000000005,0.486,5.475
54.7000000000005,0.396,5.428
54.8000000000005,0.302,5.376
54.9000000000005,0.206,5.321
55.0000000000005,0.107,5.262
55.1000000000005,0.007,5.201
55.2000000000005,-0.093,5.137
55.3000000000005,-0.192,5.073
55.4000000000005,-0.289,5.007
55.5000000000005,-0.383,4.942
55.6000000000005,-0.473,4.877
55.7000000000005,-0.559,4.813
55.8000000000005,-0.639,4.752
55.9000000000005,-0.712,4.692
56.0000000000005,-0.779,4.636
56.1000000000005,-0.838,4.584
56.2000000000005,-0.888,4.535
56.3000000000005,-0.929,4.491
56.4000000000005,-0.962,4.453
56.5000000000005,-0.984,4.419
56.6000000000005,-0.997,4.392
56.7000000000005,-1.000,4.371
56.8000000000005,-0.993,4.356
56.9000000000005,-0.975,4.347
57.0000000000005,-0.949,4.345
57.1000000000005,-0.912,4.349
57.2000000000005,-0.867,4.360
57.3000000000005,-0.813,4.378
57.4000000000005,-0.750,4.401
57.5000000000005,-0.681,4.431
57.6000000000005,-0.604,4.466
57.7000000000005,-0.522,4.506
57.8000000000006,-0.434,4.552
57.9000000000006,-0.342,4.602
58.0000000000006,-0.246,4.656
58.1000000000006,-0.148,4.713
58.2000000000006,-0.049,4.773
58.3000000000006,0.051,4.836
58.4000000000006,0.151,4.900
58.5000000000006,0.249,4.965
58.6000000000006,0.344,5.031
58.7000000000006,0.436,5.096
58.8000000000006,0.524,5.160
58.9000000000006,0.606,5.223
59.0000000000006,0.683,5.283
59.1000000000006,0.752,5.341
59.2000000000006,0.814,5.395
59.3000000000006,0.868,5.445
59.4000000000006,0.913,5.491
59.5000000000006,0.949,5.532
59.6000000000006,0.976,5.567
59.7000000000006,0.993,5.597
59.8000000000006,1.000,5.621
59.9000000000006,0.997,5.639
60.0000000000006,0.984,5.650
60.1000000000006,0.961,5.655
60.2000000000006,0.928,5.653
60.3000000000006,0.887,5.645
60.4000000000006,0.836,5.630
60.5000000000006,0.777,5.609
60.6000000000006,0.711,5.582
60.7000000000006,0.637,5.549
60.8000000000006,0.557,5.511
60.9000000000006,0.471,5.468
61.0000000000006,0.380,5.419
61.1000000000006,0.286,5.367
61.2000000000006,0.189,5.311
61.3000000000006,0.090,5.252
61.4000000000006,-0.010,5.190
61.5000000000006,-0.110,5.127
61.6000000000006,-0.208,5.062
61.7000000000006,-0.305,4.996
61.8000000000006,-0.398,4.931
61.9000000000006,-0.488,4.866
62.0000000000006,-0.573,4.803
62.1000000000006,-0.652,4.742
62.2000000000006,-0.724,4.683
62.3000000000006,-0.789,4.627
62.4000000000006,-0.847,4.575
62.5000000000006,-0.896,4.527
62.6000000000006,-0.936,4.485
62.7000000000006,-0.966,4.447
62.8000000000006,-0.987,4.414
62.9000000000006,-0.998,4.388
63.0000000000006,-0.999,4.368
63.1000000000006,-0.990,4.354
63.2000000000006,-0.972,4.346
63.3000000000006,-0.943,4.345
63.4000000000006,-0.905,4.351
63.5000000000006,-0.858,4.363
63.6000000000006,-0.803,4.381
63.7000000000006,-0.739,4.406
63.8000000000006,-0.668,4.436
63.9000000000006,-0.591,4.472
64.0000000000006,-0.507,4.514
64.1000000000006,-0.419,4.560
64.2000000000006,-0.326,4.611
64.3000000000006,-0.230,4.665
64.4000000000006,-0.131,4.723
64.5000000000006,-0.032,4.784
64.6000000000006,0.068,4.847
64.7000000000006,0.167,4.911
64.8000000000006,0.265,4.976
64.9000000000006,0.360,5.042
65.0000000000006,0.451,5.107
65.1000000000006,0.538,5.171
65.2000000000006,0.620,5.233
65.3000000000006,0.695,5.293
65.4000000000006,0.763,5.350
65.5000000000006,0.824,5.404
65.6000000000005,0.876,5.453
65.7000000000005,0.920,5.498
65.8000000000005,0.955,5.538
65.9000000000005,0.980,5.573
66.0000000000005,0.995,5.602
66.1000000000005,1.000,5.625
66.2000000000005,0.995,5.641
66.3000000000005,0.981,5.651
66.4000000000005,0.956,5.655
66.5000000000005,0.922,5.652
66.6000000000005,0.879,5.643
66.7000000000005,0.827,5.627
66.8000000000005,0.767,5.605
66.9000000000005,0.699,5.577
67.0000000000005,0.624,5.543
67.1000000000005,0.543,5.504
67.2000000000005,0.456,5.460
67.3000000000005,0.365,5.411
67.4000000000004,0.270,5.358
67.5000000000004,0.173,5.301
67.6000000000004,0.073,5.242
67.7000000000004,-0.027,5.180
67.8000000000004,-0.126,5.116
67.9000000000004,-0.225,5.051
68.0000000000004,-0.321,4.985
68.1000000000004,-0.414,4.920
68.2000000000004,-0.503,4.856
68.3000000000004,-0.586,4.792
68.4000000000004,-0.664,4.731
68.5000000000004,-0.736,4.673
68.6000000000004,-0.800,4.618
68.7000000000004,-0.856,4.567
68.8000000000004,-0.903,4.520
68.9000000000004,-0.941,4.478
69.0000000000004,-0.970,4.441
69.1000000000003,-0.990,4.410
69.2000000000003,-0.999,4.384
69.3000000000003,-0.998,4.365
69.4000000000003,-0.988,4.352
69.5000000000003,-0.967,4.346
69.6000000000003,-0.937,4.346
69.7000000000003,-0.898,4.352
69.8000000000003,-0.850,4.365
69.9000000000003,-0.793,4.385
70.0000000000003,-0.728,4.410
70.1000000000003,-0.656,4.442
70.2000000000003,-0.577,4.479
70.3000000000003,-0.493,4.521
70.4000000000003,-0.403,4.568
70.5000000000003,-0.310,4.620
70.6000000000003,-0.213,4.675
70.7000000000003,-0.115,4.733
70.8000000000003,-0.015,4.794
70.9000000000002,0.085,4.857
71.0000000000002,0.184,4.922
71.1000000000002,0.281,4.987
71.2000000000002,0.376,5.053
71.3000000000002,0.466,5.118
71.4000000000002,0.552,5.181
71.5000000000002,0.633,5.243
71.6000000000002,0.707,5.303
71.7000000000002,0.774,5.359
71.8000000000002,0.833,5.412
71.9000000000002,0.884,5.461
72.0000000000002,0.926,5.505
72.1000000000002,0.959,5.544
72.2000000000002,0.983,5.578
72.3000000000002,0.996,5.606
72.4000000000002,1.000,5.628
72.5000000000002,0.993,5.643
72.6000000000002,0.977,5.653
72.7000000000001,0.951,5.655
72.8000000000001,0.915,5.651
72.9000000000001,0.871,5.641
73.0000000000001,0.817,5.624
73.1000000000001,0.756,5.601
73.2000000000001,0.686,5.572
73.3000000000001,0.610,5.537
73.4000000000001,0.528,5.497
73.5000000000001,0.441,5.452
73.6000000000001,0.349,5.402
73.7000000000001,0.254,5.349
73.8000000000001,0.156,5.291
73.9000000000001,0.057,5.231
74.0000000000001,-0.043,5.169
74.1000000000001,-0.143,5.105
74.2000000000001,-0.241,5.040
74.3000000000001,-0.337,4.974
74.4,-0.429,4.909
74.5,-0.517,4.845
74.6,-0.600,4.782
74.7,-0.677,4.721
74.8,-0.747,4.664
74.9,-0.810,4.609
75,-0.864,4.559
75.1,-0.910,4.512
75.2,-0.947,4.471
75.3,-0.974,4.435
75.4,-0.992,4.405
75.5,-1.000,4.380
75.6,-0.997,4.362
75.7,-0.985,4.350
75.8,-0.963,4.345
75.9,-0.931,4.346
76,-0.890,4.354
76.1,-0.841,4.368
76.1999999999999,-0.782,4.389
76.2999999999999,-0.716,4.415
76.3999999999999,-0.643,4.448
76.4999999999999,-0.563,4.486
76.5999999999999,-0.478,4.529
76.6999999999999,-0.388,4.577
76.7999999999999,-0.294,4.629
76.8999999999999,-0.197,4.684
76.9999999999999,-0.098,4.743
77.0999999999999,0.002,4.805
77.1999999999999,0.102,4.868
77.2999999999999,0.200,4.933
77.3999999999999,0.297,4.998
77.4999999999999,0.391,5.064
77.5999999999999,0.481,5.129
77.6999999999999,0.566,5.192
77.7999999999999,0.646,5.254
77.8999999999998,0.719,5.313
77.9999999999998,0.784,5.369
78.0999999999998,0.842,5.421
78.1999999999998,0.892,5.469
78.2999999999998,0.933,5.512
78.3999999999998,0.964,5.550
78.4999999999998,0.986,5.583
78.5999999999998,0.998,5.610
78.6999999999998,1.000,5.631
78.7999999999998,0.991,5.645
78.8999999999998,0.973,5.653
78.9999999999998,0.946,5.655
79.0999999999998,0.909,5.650
79.1999999999998,0.862,5.638
79.2999999999998,0.807,5.621
79.3999999999998,0.745,5.596
79.4999999999998,0.674,5.566
79.5999999999998,0.597,5.531
79.6999999999997,0.514,5.490
79.7999999999997,0.426,5.444
79.8999999999997,0.333,5.393
79.9999999999997,0.238,5.339
80.0999999999997,0.139,5.282
80.1999999999997,0.040,5.221
80.2999999999997,-0.060,5.158
80.3999999999997,-0.159,5.094
80.4999999999997,-0.257,5.029
80.5999999999997,-0.352,4.963
80.6999999999997,-0.444,4.898
80.7999999999997,-0.531,4.834
80.8999999999997,-0.613,4.772
80.9999999999997,-0.689,4.712
81.0999999999997,-0.758,4.654
81.1999999999997,-0.819,4.600
81.2999999999997,-0.872,4.551
81.3999999999997,-0.917,4.505
81.4999999999996,-0.952,4.465
81.5999999999996,-0.978,4.430
81.6999999999996,-0.994,4.400
81.7999999999996,-1.000,4.377
81.8999999999996,-0.996,4.360
81.9999999999996,-0.982,4.349
82.0999999999996,-0.958,4.345
82.1999999999996,-0.925,4.347
82.2999999999996,-0.883,4.356
82.3999999999996,-0.831,4.371
82.4999999999996,-0.772,4.393
82.5999999999996,-0.704,4.420
82.6999999999996,-0.630,4.454
82.7999999999996,-0.549,4.493
82.8999999999996,-0.463,4.537
82.9999999999996,-0.372,4.585
83.0999999999996,-0.278,4.638
83.1999999999995,-0.180,4.694
83.2999999999995,-0.081,4.753
83.3999999999995,0.019,4.815
83.4999999999995,0.118,4.879
83.5999999999995,0.217,4.944
83.6999999999995,0.313,5.009
83.7999999999995,0.406,5.075
83.8999999999995,0.496,5.139
83.9999999999995,0.580,5.203
84.0999999999995,0.658,5.264
84.1999999999995,0.730,5.322
84.2999999999995,0.795,5.378
84.3999999999995,0.851,5.429
84.4999999999995,0.899,5.477
84.5999999999995,0.939,5.519
84.6999999999995,0.968,5.556
84.7999999999995,0.988,5.588
84.8999999999995,0.999,5.614
84.9999999999994,0.999,5.634
85.0999999999994,0.989,5.647
85.1999999999994,0.969,5.654
85.2999999999994,0.940,5.655
85.3999999999994,0.901,5.648
85.4999999999994,0.854,5.636
85.5999999999994,0.797,5.617
85.6999999999994,0.733,5.592
85.7999999999994,0.662,5.561
85.8999999999994,0.583,5.524
85.9999999999994,0.499,5.482
86.0999999999994,0.410,5.436
86.1999999999994,0.317,5.385
86.2999999999994,0.221,5.330
86.3999999999994,0.123,5.272
86.4999999999994,0.023,5.211
86.5999999999994,-0.077,5.148
86.6999999999993,-0.176,5.083
86.7999999999993,-0.273,5.018
86.8999999999993,-0.368,4.952
86.9999999999993,-0.459,4.887
87.0999999999993,-0.546,4.824
87.1999999999993,-0.626,4.761
87.2999999999993,-0.701,4.702
87.3999999999993,-0.769,4.645
87.4999999999993,-0.829,4.592
87.5999999999993,-0.881,4.543
87.6999999999993,-0.923,4.498
87.7999999999993,-0.957,4.459
87.8999999999993,-0.981,4.424
87.9999999999993,-0.996,4.396
88.0999999999993,-1.000,4.374
88.1999999999993,-0.994,4.358
88.2999999999993,-0.979,4.348
88.3999999999993,-0.953,4.345
88.4999999999992,-0.919,4.348
88.5999999999992,-0.875,4.358
88.6999999999992,-0.822,4.374
88.7999999999992,-0.761,4.397
88.8999999999992,-0.692,4.426
88.9999999999992,-0.617,4.460
89.0999999999992,-0.535,4.500
89.1999999999992,-0.448,4.544
89.2999999999992,-0.357,4.594
89.3999999999992,-0.262,4.647
89.4999999999992,-0.164,4.704
89.5999999999992,-0.065,4.764
89.6999999999992,0.035,4.826
89.7999999999992,0.135,4.890
89.8999999999992,0.233,4.955
89.9999999999992,0.329,5.020
90.0999999999992,0.422,5.086
90.1999999999992,0.510,5.150
90.2999999999991,0.594,5.213
90.3999999999991,0.671,5.274
90.4999999999991,0.742,5.332
90.5999999999991,0.805,5.387
90.6999999999991,0.860,5.437
90.7999999999991,0.907,5.484
90.8999999999991,0.944,5.526
90.9999999999991,0.972,5.562
91.0999999999991,0.991,5.593
91.1999999999991,0.999,5.618
91.2999999999991,0.998,5.637
91.3999999999991,0.986,5.649
91.4999999999991,0.965,5.655
91.5999999999991,0.934,5.654
91.6999999999991,0.894,5.647
91.7999999999991,0.845,5.633
91.8999999999991,0.787,5.613
91.999999999999,0.722,5.587
92.099999999999,0.649,5.555
92.199999999999,0.570,5.518
92.299999999999,0.485,5.475
92.399999999999,0.395,5.427
92.499999999999,0.301,5.376
92.599999999999,0.205,5.320
92.699999999999,0.106,5.261
