Time(s),Input,Output_Displacement
4.4,-0.906,5.256
4.5,-0.327,5.127
4.6,0.450,4.920
4.7,0.954,4.762
4.8,0.879,4.748
4.9,0.271,4.887
5,-0.502,5.095
5.1,-0.970,5.246
5.2,-0.850,5.247
5.3,-0.214,5.099
5.4,0.551,4.891
5.5,0.983,4.749
5.6,0.818,4.759
5.7,0.157,4.916
5.8,-0.599,5.123
5.9,-0.992,5.256
5.99999999999999,-0.783,5.233
6.09999999999999,-0.099,5.069
6.19999999999999,0.645,4.863
6.29999999999999,0.998,4.740
6.39999999999999,0.745,4.775
6.49999999999999,0.041,4.946
6.59999999999999,-0.688,5.150
6.69999999999999,-1.000,5.263
6.79999999999999,-0.705,5.217
6.89999999999999,0.018,5.039
6.99999999999999,0.730,4.837
7.09999999999999,0.999,4.735
7.19999999999999,0.662,4.793
7.29999999999999,-0.076,4.977
7.39999999999999,-0.768,5.175
7.49999999999999,-0.994,5.267
7.59999999999999,-0.617,5.197
7.69999999999999,0.134,5.008
7.79999999999999,0.804,4.814
7.89999999999999,0.987,4.733
7.99999999999999,0.570,4.814
8.09999999999999,-0.192,5.008
8.19999999999999,-0.838,5.197
8.29999999999999,-0.975,5.267
8.39999999999999,-0.522,5.175
8.49999999999999,0.249,4.977
8.59999999999999,0.868,4.793
8.69999999999999,0.961,4.735
8.79999999999998,0.471,4.838
8.89999999999998,-0.305,5.039
8.99999999999998,-0.896,5.217
9.09999999999998,-0.943,5.263
9.19999999999998,-0.419,5.150
9.29999999999998,0.360,4.946
9.39999999999998,0.920,4.774
9.49999999999998,0.922,4.740
9.59999999999998,0.365,4.863
9.69999999999998,-0.414,5.070
9.79999999999998,-0.941,5.234
9.89999999999998,-0.898,5.256
9.99999999999998,-0.310,5.123
10.1,0.466,4.916
10.2,0.959,4.759
10.3,0.871,4.749
10.4,0.254,4.891
10.5,-0.517,5.099
10.6,-0.974,5.247
10.7,-0.841,5.245
10.8,-0.197,5.095
10.9,0.566,4.887
11,0.986,4.747
11.1,0.807,4.761
11.2,0.139,4.920
11.3,-0.613,5.127
11.4,-0.994,5.257
11.5,-0.772,5.231
11.6,-0.081,5.065
11.7,0.658,4.859
11.8,0.999,4.739
11.9,0.733,4.777
12,0.023,4.951
12.1,-0.701,5.154
12.2,-1.000,5.264
12.3,-0.692,5.214
12.4,0.035,5.034
