Time(s),Input,Output_Displacement
1.1,0.000,5.000
1.2,0.000,5.000
1.3,0.000,5.000
1.4,0.000,5.000
1.5,0.000,5.000
1.6,0.000,5.000
1.7,0.000,5.000
1.8,0.000,5.000
1.9,0.000,5.000
2,0.000,5.000
2.1,0.000,5.000
2.2,0.000,5.000
2.3,0.000,5.000
2.4,0.000,5.000
2.5,0.000,5.000
2.6,0.000,5.000
2.7,0.000,5.000
2.8,0.000,5.000
2.9,0.000,5.000
3,0.000,5.000
3.1,0.000,5.000
3.2,0.000,5.000
3.3,0.000,5.000
3.4,0.000,5.000
3.5,0.000,5.000
3.6,0.000,5.000
3.7,0.000,5.000
3.8,0.000,5.000
3.9,0.000,5.000
4,0.020,5.000
4.1,0.040,5.000
4.2,0.060,5.002
4.3,0.080,5.008
4.4,0.100,5.017
4.5,0.120,5.028
4.6,0.140,5.042
4.7,0.159,5.057
4.8,0.179,5.073
4.9,0.199,5.088
5,0.218,5.102
5.1,0.238,5.116
5.2,0.257,5.129
5.3,0.276,5.141
5.4,0.296,5.154
5.5,0.315,5.165
5.6,0.333,5.177
5.7,0.352,5.189
5.8,0.371,5.201
5.9,0.389,5.213
5.99999999999999,0.408,5.224
6.09999999999999,0.426,5.236
6.19999999999999,0.444,5.248
6.29999999999999,0.462,5.260
6.39999999999999,0.479,5.272
6.49999999999999,0.497,5.283
6.59999999999999,0.514,5.295
6.69999999999999,0.531,5.306
6.79999999999999,0.548,5.317
6.89999999999999,0.565,5.328
6.99999999999999,0.581,5.339
7.09999999999999,0.597,5.350
7.19999999999999,0.613,5.360
7.29999999999999,0.629,5.371
7.39999999999999,0.644,5.381
7.49999999999999,0.659,5.391
7.59999999999999,0.674,5.401
7.69999999999999,0.689,5.411
7.79999999999999,0.703,5.421
7.89999999999999,0.717,5.430
7.99999999999999,0.731,5.440
8.09999999999999,0.745,5.449
8.19999999999999,0.758,5.458
8.29999999999999,0.771,5.466
8.39999999999999,0.783,5.475
8.49999999999999,0.796,5.483
8.59999999999999,0.808,5.492
8.69999999999999,0.819,5.500
8.79999999999998,0.830,5.508
8.89999999999998,0.841,5.515
8.99999999999998,0.852,5.523
9.09999999999998,0.862,5.530
9.19999999999998,0.872,5.537
9.29999999999998,0.882,5.544
9.39999999999998,0.891,5.550
9.49999999999998,0.900,5.556
9.59999999999998,0.909,5.563
9.69999999999998,0.917,5.568
9.79999999999998,0.925,5.574
9.89999999999998,0.932,5.580
9.99999999999998,0.939,5.585
10.1,0.946,5.590
10.2,0.952,5.594
10.3,0.958,5.599
10.4,0.964,5.603
10.5,0.969,5.607
10.6,0.973,5.611
10.7,0.978,5.615
10.8,0.982,5.618
10.9,0.985,5.621
11,0.989,5.624
11.1,0.991,5.626
11.2,0.994,5.628
11.3,0.996,5.631
11.4,0.997,5.632
11.5,0.999,5.634
11.6,1.000,5.635
11.7,1.000,5.636
11.8,1.000,5.637
11.9,1.000,5.637
12,0.999,5.638
12.1,0.998,5.638
12.2,0.996,5.637
12.3,0.994,5.637
12.4,0.992,5.636
12.5,0.989,5.635
12.6,0.986,5.634
12.7,0.982,5.632
12.8,0.978,5.631
12.9,0.974,5.629
13,0.969,5.626
13.1,0.964,5.624
13.2,0.958,5.621
13.3,0.953,5.618
13.4,0.946,5.615
13.5,0.940,5.611
13.6,0.933,5.607
13.7,0.925,5.603
13.8,0.917,5.599
13.9,0.909,5.595
14,0.901,5.590
14.1,0.892,5.585
14.2,0.883,5.580
14.3,0.873,5.574
14.4,0.863,5.569
14.5,0.853,5.563
14.6,0.842,5.557
14.7,0.831,5.550
14.8,0.820,5.544
14.9,0.808,5.537
15,0.797,5.530
15.1,0.784,5.523
15.2,0.772,5.515
15.3,0.759,5.508
15.4,0.746,5.500
15.5,0.732,5.492
15.6,0.718,5.484
15.7,0.704,5.475
15.8,0.690,5.467
