Time(s),Input,Output_Displacement
21.7,0.597,5.653
21.8,0.257,5.777
21.9,-0.120,5.791
22,-0.480,5.691
22.1,-0.771,5.494
22.2,-0.952,5.225
22.3,-0.998,4.925
22.4,-0.901,4.635
22.5,-0.675,4.397
22.6000000000001,-0.354,4.246
22.7000000000001,0.019,4.202
22.8000000000001,0.388,4.272
22.9000000000001,0.702,4.445
23.0000000000001,0.916,4.698
23.1000000000001,0.999,4.994
23.2000000000001,0.940,5.291
23.3000000000001,0.747,5.546
23.4000000000001,0.447,5.724
23.5000000000001,0.083,5.798
23.6000000000001,-0.293,5.758
23.7000000000001,-0.626,5.610
23.8000000000001,-0.871,5.375
23.9000000000001,-0.991,5.087
24.0000000000001,-0.970,4.786
24.1000000000001,-0.810,4.516
24.2000000000001,-0.535,4.315
24.3000000000001,-0.184,4.211
24.4000000000001,0.194,4.220
24.5000000000001,0.544,4.341
24.6000000000001,0.817,4.555
24.7000000000001,0.972,4.833
24.8000000000001,0.990,5.135
24.9000000000001,0.866,5.417
25.0000000000001,0.618,5.640
25.1000000000001,0.282,5.772
25.2000000000001,-0.094,5.793
25.3000000000001,-0.456,5.702
25.4000000000001,-0.754,5.510
25.5000000000001,-0.944,5.245
25.6000000000001,-0.999,4.946
25.7000000000001,-0.912,4.654
25.8000000000001,-0.695,4.412
25.9000000000001,-0.378,4.253
26.0000000000001,-0.008,4.201
26.1000000000001,0.364,4.263
26.2000000000001,0.683,4.430
26.3000000000001,0.905,4.679
26.4000000000001,0.998,4.973
26.5000000000001,0.949,5.271
26.6000000000001,0.764,5.531
26.7000000000001,0.470,5.714
26.8000000000001,0.109,5.796
26.9000000000001,-0.267,5.764
27.0000000000001,-0.606,5.624
27.1000000000001,-0.858,5.394
27.2000000000001,-0.987,5.108
27.3000000000001,-0.976,4.806
27.4000000000001,-0.825,4.533
27.5000000000001,-0.557,4.326
27.6000000000001,-0.209,4.215
27.7000000000001,0.168,4.216
27.8000000000001,0.522,4.329
27.9000000000001,0.801,4.538
28.0000000000001,0.966,4.812
28.1000000000001,0.993,5.114
28.2000000000001,0.878,5.399
28.3000000000001,0.639,5.627
28.4000000000001,0.307,5.766
28.5000000000001,-0.067,5.796
28.6000000000001,-0.433,5.712
28.7000000000001,-0.736,5.526
28.8000000000001,-0.935,5.265
28.9000000000001,-1.000,4.967
29.0000000000001,-0.922,4.673
29.1000000000001,-0.713,4.426
29.2000000000001,-0.402,4.261
29.3000000000001,-0.034,4.201
29.4000000000001,0.339,4.255
29.5000000000001,0.664,4.416
29.6000000000002,0.894,4.660
29.7000000000002,0.996,4.952
29.8000000000002,0.957,5.251
29.9000000000002,0.781,5.515
30.0000000000002,0.493,5.705
30.1000000000002,0.135,5.794
30.2000000000002,-0.242,5.770
30.3000000000002,-0.584,5.637
30.4000000000002,-0.844,5.412
30.5000000000002,-0.983,5.129
30.6000000000002,-0.981,4.827
30.7000000000002,-0.840,4.550
30.8000000000002,-0.579,4.337
30.9000000000002,-0.235,4.219
31.0000000000002,0.142,4.212
31.1000000000002,0.499,4.318
31.2000000000002,0.785,4.521
31.3000000000002,0.959,4.792
31.4000000000002,0.996,5.093
31.5000000000002,0.891,5.381
31.6000000000002,0.659,5.614
31.7000000000002,0.332,5.760
31.8000000000002,-0.041,5.797
31.9000000000002,-0.409,5.721
32.0000000000002,-0.718,5.542
32.1000000000002,-0.925,5.285
32.2000000000002,-1.000,4.988
32.3000000000002,-0.932,4.692
32.4000000000002,-0.732,4.441
32.5000000000002,-0.426,4.269
32.6000000000002,-0.060,4.201
32.7000000000002,0.314,4.248
32.8000000000002,0.644,4.402
32.9000000000002,0.882,4.641
33.0000000000002,0.994,4.931
33.1000000000002,0.964,5.231
33.2000000000002,0.797,5.498
33.3000000000002,0.516,5.694
33.4000000000002,0.161,5.791
33.5000000000002,-0.216,5.776
33.6000000000002,-0.563,5.649
33.7000000000002,-0.829,5.430
33.8000000000002,-0.977,5.149
33.9000000000002,-0.986,4.848
34.0000000000002,-0.854,4.568
34.1000000000002,-0.600,4.349
34.2000000000002,-0.261,4.224
34.3000000000002,0.116,4.209
34.4000000000002,0.476,4.307
34.5000000000002,0.768,4.504
34.6000000000002,0.951,4.772
34.7000000000002,0.998,5.072
34.8000000000002,0.902,5.362
34.9000000000002,0.678,5.600
35.0000000000002,0.357,5.753
35.1000000000002,-0.015,5.798
35.2000000000002,-0.385,5.730
35.3000000000002,-0.700,5.557
35.4000000000002,-0.915,5.305
35.5000000000002,-0.999,5.009
35.6000000000002,-0.941,4.712
35.7000000000002,-0.749,4.456
35.8000000000002,-0.450,4.278
35.9000000000002,-0.087,4.203
36.0000000000002,0.289,4.241
36.1000000000002,0.623,4.388
36.2000000000002,0.869,4.622
36.3000000000002,0.991,4.910
36.4000000000002,0.971,5.211
36.5000000000002,0.813,5.482
36.6000000000003,0.538,5.684
36.7000000000003,0.187,5.788
36.8000000000003,-0.190,5.780
36.9000000000003,-0.541,5.661
37.0000000000003,-0.814,5.447
37.1000000000003,-0.972,5.170
37.2000000000003,-0.990,4.868
37.3000000000003,-0.867,4.585
37.4000000000003,-0.621,4.362
37.5000000000003,-0.286,4.229
37.6000000000003,0.090,4.206
37.7000000000003,0.453,4.297
37.8000000000003,0.751,4.488
37.9000000000003,0.942,4.752
38.0000000000003,0.999,5.051
38.1000000000003,0.913,5.343
38.2000000000003,0.697,5.586
38.3000000000003,0.382,5.746
38.4000000000003,0.012,5.799
38.5000000000003,-0.360,5.738
38.6000000000003,-0.680,5.572
38.7000000000003,-0.904,5.324
38.8000000000003,-0.998,5.030
38.9000000000003,-0.950,4.732
39.0000000000003,-0.766,4.472
39.1000000000003,-0.474,4.287
39.2000000000003,-0.113,4.204
39.3000000000003,0.264,4.235
39.4000000000003,0.603,4.375
39.5000000000003,0.856,4.604
39.6000000000003,0.987,4.889
39.7000000000003,0.977,5.191
39.8000000000003,0.828,5.465
39.9000000000003,0.560,5.673
40.0000000000003,0.213,5.785
40.1000000000003,-0.164,5.785
40.2000000000003,-0.519,5.673
40.3000000000003,-0.799,5.465
40.4000000000003,-0.965,5.191
40.5000000000003,-0.993,4.889
40.6000000000003,-0.880,4.604
40.7000000000003,-0.641,4.375
40.8000000000003,-0.311,4.235
40.9000000000003,0.064,4.204
41.0000000000003,0.429,4.287
41.1000000000003,0.734,4.472
41.2000000000003,0.933,4.732
41.3000000000003,1.000,5.030
41.4000000000003,0.924,5.324
41.5000000000003,0.716,5.572
41.6000000000003,0.406,5.738
41.7000000000003,0.038,5.799
41.8000000000003,-0.335,5.746
41.9000000000003,-0.661,5.586
42.0000000000003,-0.892,5.343
42.1000000000003,-0.996,5.051
42.2000000000003,-0.958,4.752
42.3000000000003,-0.783,4.488
42.4000000000003,-0.497,4.297
42.5000000000003,-0.139,4.206
42.6000000000003,0.238,4.229
42.7000000000003,0.581,4.362
42.8000000000003,0.842,4.585
42.9000000000003,0.982,4.868
43.0000000000003,0.982,5.170
43.1000000000003,0.842,5.447
43.2000000000003,0.582,5.661
43.3000000000003,0.239,5.780
43.4000000000003,-0.138,5.788
43.5000000000003,-0.496,5.684
43.6000000000003,-0.783,5.482
43.7000000000004,-0.958,5.211
43.8000000000004,-0.996,4.910
43.9000000000004,-0.892,4.622
44.0000000000004,-0.662,4.388
44.1000000000004,-0.336,4.241
