Time(s),Input,Output_Displacement
15.1,-0.994,4.723
15.2,-0.982,4.520
15.3,-0.883,4.360
15.4,-0.705,4.256
15.5,-0.464,4.220
15.6,-0.181,4.253
15.7,0.117,4.352
15.8,0.406,4.510
15.9,0.658,4.711
16,0.851,4.938
16.1,0.968,5.171
16.2,0.999,5.388
16.3,0.940,5.571
16.4,0.798,5.703
16.5,0.584,5.772
16.6,0.318,5.772
16.7,0.024,5.703
16.8,-0.273,5.571
16.9,-0.545,5.388
17,-0.768,5.171
17.1,-0.923,4.938
17.2,-0.996,4.711
17.3,-0.979,4.510
17.4,-0.875,4.352
17.5,-0.693,4.253
17.6,-0.449,4.220
17.7,-0.165,4.256
17.8,0.134,4.360
17.9,0.421,4.520
18,0.670,4.723
18.1,0.860,4.951
18.2,0.972,5.184
18.3,0.998,5.400
18.4,0.935,5.580
18.5,0.788,5.708
18.6,0.570,5.773
18.7,0.302,5.770
18.8,0.007,5.697
18.9,-0.289,5.562
19,-0.559,5.377
19.1,-0.779,5.158
19.2,-0.929,4.925
19.3,-0.997,4.699
19.4,-0.975,4.500
19.5,-0.867,4.345
19.6,-0.681,4.249
19.7,-0.434,4.220
19.8,-0.148,4.261
19.9,0.151,4.367
20,0.436,4.530
20.1,0.683,4.736
20.2,0.868,4.964
20.3,0.976,5.196
20.4,0.997,5.411
20.5,0.928,5.589
20.6,0.777,5.714
20.7,0.557,5.775
20.8,0.286,5.767
20.9,-0.010,5.691
21,-0.305,5.553
21.1,-0.573,5.365
21.2,-0.789,5.145
21.3,-0.936,4.912
21.4,-0.998,4.687
21.5,-0.972,4.490
21.6,-0.858,4.338
21.7,-0.668,4.245
21.8,-0.419,4.220
21.9,-0.131,4.265
22,0.167,4.375
22.1,0.451,4.541
22.2,0.695,4.748
22.3,0.876,4.978
22.4,0.980,5.209
22.5,0.995,5.422
22.6000000000001,0.922,5.597
22.7000000000001,0.767,5.719
22.8000000000001,0.543,5.776
22.9000000000001,0.270,5.765
23.0000000000001,-0.027,5.685
23.1000000000001,-0.321,5.543
23.2000000000001,-0.586,5.354
23.3000000000001,-0.800,5.132
23.4000000000001,-0.941,4.899
23.5000000000001,-0.999,4.675
23.6000000000001,-0.967,4.480
23.7000000000001,-0.850,4.331
23.8000000000001,-0.656,4.242
23.9000000000001,-0.403,4.221
24.0000000000001,-0.115,4.269
24.1000000000001,0.184,4.383
24.2000000000001,0.466,4.552
24.3000000000001,0.707,4.760
24.4000000000001,0.884,4.991
24.5000000000001,0.983,5.222
24.6000000000001,0.993,5.433
24.7000000000001,0.915,5.605
24.8000000000001,0.756,5.724
24.9000000000001,0.528,5.778
25.0000000000001,0.254,5.762
25.1000000000001,-0.043,5.678
25.2000000000001,-0.337,5.534
25.3000000000001,-0.600,5.342
25.4000000000001,-0.810,5.119
25.5000000000001,-0.947,4.886
25.6000000000001,-1.000,4.663
25.7000000000001,-0.963,4.470
25.8000000000001,-0.841,4.324
25.9000000000001,-0.643,4.239
26.0000000000001,-0.388,4.222
26.1000000000001,-0.098,4.274
26.2000000000001,0.200,4.391
26.3000000000001,0.481,4.562
26.4000000000001,0.719,4.773
26.5000000000001,0.892,5.004
26.6000000000001,0.986,5.234
26.7000000000001,0.991,5.444
26.8000000000001,0.909,5.614
26.9000000000001,0.745,5.729
27.0000000000001,0.514,5.779
27.1000000000001,0.238,5.759
27.2000000000001,-0.060,5.672
27.3000000000001,-0.352,5.524
27.4000000000001,-0.613,5.330
27.5000000000001,-0.819,5.106
27.6000000000001,-0.952,4.873
27.7000000000001,-1.000,4.651
27.8000000000001,-0.958,4.461
27.9000000000001,-0.831,4.318
28.0000000000001,-0.630,4.236
28.1000000000001,-0.372,4.223
28.2000000000001,-0.081,4.279
28.3000000000001,0.217,4.399
28.4000000000001,0.496,4.573
28.5000000000001,0.730,4.786
28.6000000000001,0.899,5.017
28.7000000000001,0.988,5.247
28.8000000000001,0.989,5.454
28.9000000000001,0.901,5.622
29.0000000000001,0.733,5.733
29.1000000000001,0.499,5.779
29.2000000000001,0.221,5.756
29.3000000000001,-0.077,5.665
29.4000000000001,-0.368,5.515
29.5000000000001,-0.626,5.318
29.6000000000002,-0.829,5.093
29.7000000000002,-0.957,4.860
29.8000000000002,-1.000,4.640
29.9000000000002,-0.953,4.451
30.0000000000002,-0.822,4.312
30.1000000000002,-0.617,4.234
30.2000000000002,-0.357,4.224
30.3000000000002,-0.065,4.284
30.4000000000002,0.233,4.408
30.5000000000002,0.510,4.584
30.6000000000002,0.742,4.798
30.7000000000002,0.907,5.030
30.8000000000002,0.991,5.259
30.9000000000002,0.986,5.465
31.0000000000002,0.894,5.629
31.1000000000002,0.722,5.738
31.2000000000002,0.485,5.780
31.3000000000002,0.205,5.753
31.4000000000002,-0.094,5.658
31.5000000000002,-0.384,5.505
31.6000000000002,-0.639,5.306
31.7000000000002,-0.838,5.080
31.8000000000002,-0.962,4.847
31.9000000000002,-1.000,4.628
32.0000000000002,-0.948,4.442
32.1000000000002,-0.812,4.306
32.2000000000002,-0.603,4.231
32.3000000000002,-0.341,4.226
32.4000000000002,-0.048,4.289
32.5000000000002,0.250,4.416
32.6000000000002,0.525,4.596
32.7000000000002,0.753,4.811
32.8000000000002,0.914,5.043
32.9000000000002,0.993,5.271
33.0000000000002,0.984,5.476
33.1000000000002,0.886,5.637
33.2000000000002,0.710,5.742
33.3000000000002,0.470,5.780
33.4000000000002,0.188,5.749
33.5000000000002,-0.110,5.651
33.6000000000002,-0.399,5.495
33.7000000000002,-0.652,5.294
33.8000000000002,-0.847,5.067
33.9000000000002,-0.966,4.835
34.0000000000002,-0.999,4.617
34.1000000000002,-0.943,4.433
34.2000000000002,-0.802,4.300
34.3000000000002,-0.590,4.229
34.4000000000002,-0.325,4.228
34.5000000000002,-0.031,4.295
34.6000000000002,0.266,4.425
34.7000000000002,0.539,4.607
34.8000000000002,0.764,4.824
34.9000000000002,0.920,5.056
35.0000000000002,0.995,5.284
35.1000000000002,0.980,5.486
35.2000000000002,0.878,5.645
35.3000000000002,0.698,5.746
35.4000000000002,0.455,5.780
35.5000000000002,0.172,5.745
35.6000000000002,-0.127,5.643
35.7000000000002,-0.415,5.484
35.8000000000002,-0.665,5.282
35.9000000000002,-0.856,5.054
36.0000000000002,-0.971,4.822
36.1000000000002,-0.998,4.605
36.2000000000002,-0.937,4.424
36.3000000000002,-0.792,4.294
36.4000000000002,-0.576,4.227
36.5000000000002,-0.309,4.230
36.6000000000003,-0.014,4.301
36.7000000000003,0.282,4.434
36.8000000000003,0.553,4.618
36.9000000000003,0.774,4.836
37.0000000000003,0.927,5.069
37.1000000000003,0.996,5.296
37.2000000000003,0.977,5.496
37.3000000000003,0.870,5.652
37.4000000000003,0.686,5.750
37.5000000000003,0.440,5.780
37.6000000000003,0.155,5.741
37.7000000000003,-0.144,5.636
37.8000000000003,-0.430,5.474
37.9000000000003,-0.677,5.270
38.0000000000003,-0.865,5.041
38.1000000000003,-0.974,4.809
38.2000000000003,-0.997,4.594
38.3000000000003,-0.931,4.415
38.4000000000003,-0.782,4.289
38.5000000000003,-0.562,4.226
38.6000000000003,-0.293,4.232
38.7000000000003,0.003,4.307
38.8000000000003,0.298,4.443
38.9000000000003,0.567,4.630
39.0000000000003,0.785,4.849
39.1000000000003,0.933,5.082
39.2000000000003,0.998,5.308
39.3000000000003,0.973,5.506
39.4000000000003,0.862,5.659
39.5000000000003,0.673,5.753
39.6000000000003,0.425,5.780
39.7000000000003,0.138,5.737
39.8000000000003,-0.160,5.628
39.9000000000003,-0.445,5.463
40.0000000000003,-0.690,5.257
40.1000000000003,-0.873,5.028
40.2000000000003,-0.978,4.796
40.3000000000003,-0.996,4.583
40.4000000000003,-0.925,4.407
40.5000000000003,-0.771,4.283
40.6000000000003,-0.548,4.224
40.7000000000003,-0.277,4.234
40.8000000000003,0.019,4.313
40.9000000000003,0.314,4.453
41.0000000000003,0.581,4.641
41.1000000000003,0.795,4.862
41.2000000000003,0.939,5.095
41.3000000000003,0.999,5.320
41.4000000000003,0.969,5.516
41.5000000000003,0.853,5.666
41.6000000000003,0.661,5.756
41.7000000000003,0.410,5.779
41.8000000000003,0.122,5.733
41.9000000000003,-0.177,5.620
42.0000000000003,-0.460,5.453
42.1000000000003,-0.702,5.245
42.2000000000003,-0.881,5.015
42.3000000000003,-0.981,4.784
42.4000000000003,-0.994,4.572
42.5000000000003,-0.918,4.398
42.6000000000003,-0.760,4.278
42.7000000000003,-0.534,4.223
42.8000000000003,-0.261,4.237
42.9000000000003,0.036,4.319
43.0000000000003,0.330,4.462
43.1000000000003,0.594,4.653
43.2000000000003,0.805,4.875
43.3000000000003,0.945,5.108
43.4000000000003,0.999,5.332
43.5000000000003,0.965,5.526
43.6000000000003,0.844,5.673
43.7000000000004,0.648,5.760
43.8000000000004,0.394,5.779
43.9000000000004,0.105,5.728
44.0000000000004,-0.193,5.612
44.1000000000004,-0.475,5.442
44.2000000000004,-0.714,5.232
44.3000000000004,-0.889,5.002
44.4000000000004,-0.985,4.771
44.5000000000004,-0.992,4.561
44.6000000000004,-0.911,4.390
44.7000000000004,-0.749,4.273
44.8000000000004,-0.520,4.222
44.9000000000004,-0.244,4.240
45.0000000000004,0.053,4.325
45.1000000000004,0.346,4.472
45.2000000000004,0.608,4.665
45.3000000000004,0.815,4.888
45.4000000000004,0.950,5.121
45.5000000000004,1.000,5.344
45.6000000000004,0.960,5.535
45.7000000000004,0.835,5.679
45.8000000000004,0.635,5.762
45.9000000000004,0.379,5.778
46.0000000000004,0.088,5.723
46.1000000000004,-0.210,5.604
46.2000000000004,-0.489,5.431
46.3000000000004,-0.725,5.220
46.4000000000004,-0.896,4.989
46.5000000000004,-0.987,4.759
46.6000000000004,-0.990,4.550
46.7000000000004,-0.904,4.382
46.8000000000004,-0.738,4.269
46.9000000000004,-0.506,4.221
47.0000000000004,-0.228,4.243
47.1000000000004,0.070,4.332
47.2000000000004,0.362,4.481
47.3000000000004,0.621,4.677
47.4000000000004,0.825,4.901
47.5000000000004,0.955,5.134
47.6000000000004,1.000,5.355
47.7000000000004,0.956,5.545
47.8000000000004,0.826,5.686
47.9000000000004,0.622,5.765
48.0000000000004,0.363,5.776
48.1000000000004,0.072,5.718
48.2000000000004,-0.226,5.596
48.3000000000004,-0.504,5.420
48.4000000000004,-0.737,5.207
48.5000000000004,-0.904,4.976
48.6000000000004,-0.990,4.746
48.7000000000004,-0.988,4.539
48.8000000000004,-0.897,4.374
48.9000000000004,-0.727,4.264
49.0000000000004,-0.491,4.220
49.1000000000004,-0.212,4.246
49.2000000000004,0.087,4.339
49.3000000000004,0.377,4.491
49.4000000000004,0.634,4.689
49.5000000000004,0.834,4.914
49.6000000000004,0.960,5.147
49.7000000000004,1.000,5.367
49.8000000000004,0.951,5.554
49.9000000000004,0.816,5.692
50.0000000000004,0.609,5.768
50.1000000000004,0.347,5.775
50.2000000000004,0.055,5.713
50.3000000000004,-0.243,5.587
50.4000000000004,-0.519,5.409
50.5000000000004,-0.748,5.194
50.6000000000004,-0.911,4.962
50.7000000000005,-0.992,4.734
50.8000000000005,-0.985,4.529
50.9000000000005,-0.890,4.366
51.0000000000005,-0.715,4.260
51.1000000000005,-0.476,4.220
51.2000000000005,-0.195,4.249
51.3000000000005,0.103,4.346
51.4000000000005,0.393,4.501
51.5000000000005,0.647,4.701
51.6000000000005,0.843,4.927
51.7000000000005,0.965,5.160
51.8000000000005,0.999,5.379
51.9000000000005,0.945,5.563
52.0000000000005,0.806,5.698
52.1000000000005,0.596,5.770
52.2000000000005,0.332,5.773
52.3000000000005,0.038,5.707
52.4000000000005,-0.259,5.578
52.5000000000005,-0.533,5.398
52.6000000000005,-0.759,5.182
52.7000000000005,-0.918,4.949
52.8000000000005,-0.994,4.721
52.9000000000005,-0.982,4.518
53.0000000000005,-0.882,4.359
53.1000000000005,-0.703,4.256
53.2000000000005,-0.461,4.220
53.3000000000005,-0.179,4.253
53.4000000000005,0.120,4.353
53.5000000000005,0.408,4.511
53.6000000000005,0.660,4.713
53.7000000000005,0.852,4.940
53.8000000000005,0.969,5.173
53.9000000000005,0.999,5.390
54.0000000000005,0.940,5.572
54.1000000000005,0.796,5.704
54.2000000000005,0.582,5.772
54.3000000000005,0.316,5.771
54.4000000000005,0.021,5.702
54.5000000000005,-0.275,5.570
54.6000000000005,-0.547,5.387
54.7000000000005,-0.770,5.169
54.8000000000005,-0.924,4.936
54.9000000000005,-0.996,4.709
55.0000000000005,-0.978,4.508
55.1000000000005,-0.874,4.351
55.2000000000005,-0.691,4.252
55.3000000000005,-0.446,4.220
55.4000000000005,-0.162,4.257
55.5000000000005,0.137,4.361
55.6000000000005,0.423,4.522
55.7000000000005,0.672,4.725
55.8000000000005,0.861,4.953
55.9000000000005,0.973,5.186
56.0000000000005,0.998,5.401
56.1000000000005,0.934,5.581
56.2000000000005,0.786,5.709
56.3000000000005,0.568,5.774
56.4000000000005,0.300,5.769
56.5000000000005,0.004,5.696
56.6000000000005,-0.291,5.561
56.7000000000005,-0.561,5.375
56.8000000000005,-0.781,5.156
56.9000000000005,-0.930,4.923
57.0000000000005,-0.997,4.697
57.1000000000005,-0.975,4.498
57.2000000000005,-0.865,4.344
57.3000000000005,-0.679,4.248
57.4000000000005,-0.431,4.220
57.5000000000005,-0.145,4.261
57.6000000000005,0.153,4.368
57.7000000000005,0.439,4.532
57.8000000000006,0.685,4.738
57.9000000000006,0.869,4.966
58.0000000000006,0.977,5.198
58.1000000000006,0.997,5.413
58.2000000000006,0.927,5.590
58.3000000000006,0.776,5.715
58.4000000000006,0.554,5.775
58.5000000000006,0.284,5.767
58.6000000000006,-0.012,5.690
58.7000000000006,-0.307,5.551
58.8000000000006,-0.575,5.363
58.9000000000006,-0.791,5.143
59.0000000000006,-0.936,4.910
59.1000000000006,-0.998,4.685
59.2000000000006,-0.971,4.488
59.3000000000006,-0.857,4.337
59.4000000000006,-0.666,4.245
59.5000000000006,-0.416,4.220
59.6000000000006,-0.129,4.266
59.7000000000006,0.170,4.376
59.8000000000006,0.454,4.543
59.9000000000006,0.697,4.750
60.0000000000006,0.878,4.980
60.1000000000006,0.980,5.211
60.2000000000006,0.995,5.424
60.3000000000006,0.921,5.598
60.4000000000006,0.765,5.720
60.5000000000006,0.540,5.777
60.6000000000006,0.267,5.764
60.7000000000006,-0.029,5.684
60.8000000000006,-0.323,5.542
60.9000000000006,-0.589,5.352
61.0000000000006,-0.801,5.130
61.1000000000006,-0.942,4.897
61.2000000000006,-0.999,4.673
61.3000000000006,-0.967,4.478
61.4000000000006,-0.848,4.330
61.5000000000006,-0.654,4.242
61.6000000000006,-0.401,4.221
61.7000000000006,-0.112,4.270
61.8000000000006,0.187,4.384
61.9000000000006,0.469,4.553
62.0000000000006,0.709,4.762
62.1000000000006,0.886,4.993
62.2000000000006,0.983,5.224
62.3000000000006,0.993,5.435
62.4000000000006,0.914,5.607
62.5000000000006,0.754,5.725
62.6000000000006,0.526,5.778
62.7000000000006,0.251,5.762
62.8000000000006,-0.046,5.677
62.9000000000006,-0.339,5.532
63.0000000000006,-0.602,5.340
63.1000000000006,-0.811,5.117
63.2000000000006,-0.948,4.884
63.3000000000006,-1.000,4.661
63.4000000000006,-0.962,4.469
63.5000000000006,-0.839,4.323
63.6000000000006,-0.641,4.239
63.7000000000006,-0.385,4.222
63.8000000000006,-0.095,4.275
63.9000000000006,0.203,4.392
64.0000000000006,0.483,4.564
64.1000000000006,0.720,4.775
64.2000000000006,0.893,5.006
64.3000000000006,0.986,5.236
64.4000000000006,0.991,5.445
64.5000000000006,0.907,5.615
64.6000000000006,0.743,5.729
64.7000000000006,0.512,5.779
64.8000000000006,0.235,5.759
64.9000000000006,-0.063,5.671
65.0000000000006,-0.355,5.523
65.1000000000006,-0.615,5.328
65.2000000000006,-0.821,5.104
65.3000000000006,-0.953,4.871
65.4000000000006,-1.000,4.649
65.5000000000006,-0.958,4.459
