Time(s),Input,Output_Displacement
3.4,-0.992,4.982
3.5,0.296,5.051
3.6,0.745,4.980
3.7,-0.917,4.968
3.8,0.018,5.048
3.9,0.902,4.992
4,-0.768,4.958
4.1,-0.262,5.042
4.2,0.987,5.006
4.3,-0.559,4.952
4.4,-0.522,5.033
4.5,0.993,5.020
4.6,-0.305,4.950
4.7,-0.739,5.022
4.8,0.920,5.032
4.9,-0.027,4.952
5,-0.898,5.008
5.1,0.774,5.041
5.2,0.254,4.957
5.3,-0.985,4.994
5.4,0.566,5.048
5.5,0.514,4.966
5.6,-0.994,4.981
5.7,0.313,5.050
5.8,0.733,4.978
5.9,-0.923,4.969
5.99999999999999,0.035,5.048
6.09999999999999,0.894,4.991
6.19999999999999,-0.779,4.959
6.29999999999999,-0.245,5.043
6.39999999999999,0.984,5.005
6.49999999999999,-0.573,4.953
6.59999999999999,-0.506,5.034
6.69999999999999,0.995,5.019
6.79999999999999,-0.322,4.950
6.89999999999999,-0.727,5.023
6.99999999999999,0.927,5.031
7.09999999999999,-0.044,4.951
7.19999999999999,-0.890,5.009
7.29999999999999,0.785,5.041
7.39999999999999,0.237,4.957
7.49999999999999,-0.982,4.995
7.59999999999999,0.581,5.047
7.69999999999999,0.499,4.966
7.79999999999999,-0.996,4.981
7.89999999999999,0.330,5.050
7.99999999999999,0.721,4.977
8.09999999999999,-0.930,4.969
8.19999999999999,0.053,5.049
8.29999999999999,0.886,4.990
8.39999999999999,-0.790,4.959
8.49999999999999,-0.228,5.043
8.59999999999999,0.980,5.004
8.69999999999999,-0.588,4.953
8.79999999999998,-0.491,5.035
8.89999999999998,0.996,5.018
8.99999999999998,-0.338,4.950
9.09999999999998,-0.715,5.023
9.19999999999998,0.933,5.030
9.29999999999998,-0.062,4.951
9.39999999999998,-0.882,5.010
9.49999999999998,0.796,5.040
9.59999999999998,0.219,4.956
9.69999999999998,-0.978,4.996
9.79999999999998,0.595,5.047
9.89999999999998,0.483,4.965
9.99999999999998,-0.997,4.982
10.1,0.347,5.050
10.2,0.709,4.976
10.3,-0.936,4.970
10.4,0.071,5.049
10.5,0.878,4.989
10.6,-0.801,4.960
10.7,-0.211,5.044
10.8,0.977,5.004
10.9,-0.602,4.953
11,-0.476,5.035
11.1,0.998,5.017
11.2,-0.355,4.950
11.3,-0.702,5.024
11.4,0.940,5.030
11.5,-0.080,4.951
11.6,-0.873,5.011
11.7,0.806,5.040
11.8,0.202,4.956
11.9,-0.975,4.997
12,0.609,5.047
12.1,0.468,4.964
12.2,-0.998,4.983
12.3,0.363,5.050
12.4,0.696,4.975
12.5,-0.943,4.971
12.6,0.088,5.049
12.7,0.869,4.989
12.8,-0.812,4.960
12.9,-0.193,5.044
13,0.973,5.003
13.1,-0.616,4.954
13.2,-0.460,5.036
13.3,0.999,5.016
13.4,-0.371,4.950
13.5,-0.690,5.025
13.6,0.945,5.029
13.7,-0.097,4.951
13.8,-0.865,5.012
13.9,0.817,5.039
14,0.185,4.956
14.1,-0.971,4.998
14.2,0.623,5.046
14.3,0.452,4.964
14.4,-0.999,4.984
14.5,0.380,5.050
14.6,0.683,4.975
14.7,-0.948,4.971
14.8,0.106,5.049
14.9,0.860,4.988
15,-0.822,4.961
15.1,-0.176,5.045
15.2,0.968,5.002
15.3,-0.630,4.954
15.4,-0.444,5.037
15.5,1.000,5.016
15.6,-0.388,4.950
15.7,-0.677,5.026
15.8,0.951,5.028
15.9,-0.115,4.951
16,-0.856,5.013
16.1,0.827,5.039
16.2,0.167,4.955
16.3,-0.966,4.999
16.4,0.637,5.046
16.5,0.436,4.963
16.6,-1.000,4.985
16.7,0.396,5.050
16.8,0.670,4.974
16.9,-0.954,4.972
17,0.124,5.049
17.1,0.851,4.987
17.2,-0.832,4.962
17.3,-0.159,5.045
17.4,0.964,5.001
17.5,-0.644,4.954
17.6,-0.428,5.037
17.7,1.000,5.015
17.8,-0.404,4.950
17.9,-0.664,5.026
18,0.956,5.028
18.1,-0.132,4.951
18.2,-0.846,5.014
18.3,0.837,5.038
18.4,0.150,4.955
18.5,-0.961,5.000
18.6,0.650,5.046
18.7,0.420,4.962
18.8,-1.000,4.986
18.9,0.412,5.050
19,0.657,4.973
19.1,-0.959,4.973
19.2,0.141,5.049
19.3,0.841,4.986
19.4,-0.841,4.962
19.5,-0.141,5.045
19.6,0.959,5.000
19.7,-0.657,4.955
19.8,-0.412,5.038
19.9,1.000,5.014
20,-0.420,4.951
20.1,-0.650,5.027
20.2,0.961,5.027
20.3,-0.150,4.950
20.4,-0.837,5.014
20.5,0.846,5.038
20.6,0.132,4.954
20.7,-0.956,5.000
20.8,0.664,5.045
20.9,0.404,4.962
21,-1.000,4.986
21.1,0.428,5.049
21.2,0.644,4.972
21.3,-0.964,4.974
21.4,0.159,5.050
21.5,0.832,4.985
21.6,-0.851,4.963
21.7,-0.124,5.046
21.8,0.954,4.999
21.9,-0.670,4.955
22,-0.396,5.038
22.1,1.000,5.013
22.2,-0.436,4.951
22.3,-0.637,5.028
22.4,0.966,5.026
22.5,-0.167,4.950
22.6000000000001,-0.827,5.015
22.7000000000001,0.856,5.037
22.8000000000001,0.115,4.954
22.9000000000001,-0.951,5.001
23.0000000000001,0.677,5.045
23.1000000000001,0.388,4.961
23.2000000000001,-1.000,4.987
23.3000000000001,0.444,5.049
23.4000000000001,0.630,4.972
23.5000000000001,-0.968,4.974
23.6000000000001,0.176,5.050
23.7000000000001,0.822,4.984
23.8000000000001,-0.860,4.963
23.9000000000001,-0.106,5.046
24.0000000000001,0.948,4.998
24.1000000000001,-0.683,4.955
24.2000000000001,-0.380,5.039
24.3000000000001,0.999,5.012
24.4000000000001,-0.452,4.951
24.5000000000001,-0.623,5.029
24.6000000000001,0.971,5.025
24.7000000000001,-0.185,4.950
24.8000000000001,-0.817,5.016
24.9000000000001,0.865,5.036
25.0000000000001,0.097,4.954
25.1000000000001,-0.945,5.002
25.2000000000001,0.690,5.044
25.3000000000001,0.371,4.961
25.4000000000001,-0.999,4.988
25.5000000000001,0.460,5.049
25.6000000000001,0.616,4.971
25.7000000000001,-0.973,4.975
25.8000000000001,0.194,5.050
25.9000000000001,0.812,4.984
26.0000000000001,-0.869,4.964
26.1000000000001,-0.088,5.046
26.2000000000001,0.943,4.997
26.3000000000001,-0.696,4.956
26.4000000000001,-0.363,5.040
26.5000000000001,0.998,5.011
26.6000000000001,-0.468,4.951
26.7000000000001,-0.609,5.029
26.8000000000001,0.975,5.025
26.9000000000001,-0.202,4.950
27.0000000000001,-0.806,5.017
27.1000000000001,0.873,5.036
27.2000000000001,0.080,4.953
27.3000000000001,-0.940,5.003
27.4000000000001,0.702,5.044
27.5000000000001,0.355,4.960
27.6000000000001,-0.998,4.989
27.7000000000001,0.476,5.049
27.8000000000001,0.602,4.970
27.9000000000001,-0.977,4.976
28.0000000000001,0.211,5.050
28.1000000000001,0.801,4.983
28.2000000000001,-0.878,4.965
28.3000000000001,-0.071,5.047
28.4000000000001,0.936,4.996
28.5000000000001,-0.709,4.956
28.6000000000001,-0.347,5.040
28.7000000000001,0.997,5.011
28.8000000000001,-0.483,4.951
28.9000000000001,-0.595,5.030
29.0000000000001,0.978,5.024
29.1000000000001,-0.219,4.950
29.2000000000001,-0.796,5.018
29.3000000000001,0.882,5.035
29.4000000000001,0.062,4.953
29.5000000000001,-0.933,5.004
29.6000000000002,0.715,5.044
29.7000000000002,0.338,4.960
29.8000000000002,-0.996,4.990
29.9000000000002,0.491,5.049
30.0000000000002,0.588,4.970
30.1000000000002,-0.980,4.977
30.2000000000002,0.228,5.050
30.3000000000002,0.790,4.982
30.4000000000002,-0.886,4.965
30.5000000000002,-0.053,5.047
30.6000000000002,0.930,4.996
30.7000000000002,-0.721,4.957
30.8000000000002,-0.330,5.041
30.9000000000002,0.996,5.010
31.0000000000002,-0.499,4.951
31.1000000000002,-0.581,5.031
31.2000000000002,0.982,5.023
31.3000000000002,-0.237,4.950
31.4000000000002,-0.785,5.019
31.5000000000002,0.890,5.034
31.6000000000002,0.044,4.953
31.7000000000002,-0.927,5.005
31.8000000000002,0.727,5.043
31.9000000000002,0.322,4.959
32.0000000000002,-0.995,4.991
32.1000000000002,0.506,5.049
32.2000000000002,0.573,4.969
32.3000000000002,-0.984,4.977
32.4000000000002,0.245,5.050
32.5000000000002,0.779,4.981
32.6000000000002,-0.894,4.966
32.7000000000002,-0.035,5.047
32.8000000000002,0.923,4.995
32.9000000000002,-0.733,4.957
33.0000000000002,-0.313,5.041
33.1000000000002,0.994,5.009
33.2000000000002,-0.514,4.952
33.3000000000002,-0.566,5.031
33.4000000000002,0.985,5.022
33.5000000000002,-0.254,4.950
33.6000000000002,-0.774,5.019
33.7000000000002,0.898,5.034
33.8000000000002,0.026,4.952
33.9000000000002,-0.920,5.006
34.0000000000002,0.739,5.043
34.1000000000002,0.305,4.959
34.2000000000002,-0.993,4.992
34.3000000000002,0.522,5.048
34.4000000000002,0.559,4.968
34.5000000000002,-0.987,4.978
34.6000000000002,0.262,5.050
34.7000000000002,0.768,4.980
34.8000000000002,-0.902,4.966
34.9000000000002,-0.018,5.048
35.0000000000002,0.916,4.994
35.1000000000002,-0.745,4.957
35.2000000000002,-0.296,5.042
35.3000000000002,0.992,5.008
35.4000000000002,-0.529,4.952
35.5000000000002,-0.551,5.032
35.6000000000002,0.988,5.021
35.7000000000002,-0.271,4.950
35.8000000000002,-0.763,5.020
35.9000000000002,0.906,5.033
36.0000000000002,0.009,4.952
36.1000000000002,-0.913,5.007
36.2000000000002,0.751,5.042
36.3000000000002,0.288,4.958
36.4000000000002,-0.991,4.993
36.5000000000002,0.537,5.048
36.6000000000003,0.544,4.968
36.7000000000003,-0.989,4.979
36.8000000000003,0.279,5.050
36.9000000000003,0.757,4.979
37.0000000000003,-0.909,4.967
37.1000000000003,0.000,5.048
37.2000000000003,0.909,4.993
37.3000000000003,-0.757,4.958
37.4000000000003,-0.279,5.042
37.5000000000003,0.989,5.007
37.6000000000003,-0.544,4.952
37.7000000000003,-0.537,5.033
37.8000000000003,0.991,5.021
37.9000000000003,-0.288,4.950
38.0000000000003,-0.751,5.021
38.1000000000003,0.913,5.033
38.2000000000003,-0.009,4.952
38.3000000000003,-0.906,5.007
38.4000000000003,0.763,5.042
38.5000000000003,0.271,4.958
38.6000000000003,-0.988,4.993
38.7000000000003,0.551,5.048
38.8000000000003,0.529,4.967
38.9000000000003,-0.992,4.980
39.0000000000003,0.296,5.050
39.1000000000003,0.745,4.979
39.2000000000003,-0.917,4.968
39.3000000000003,0.018,5.048
39.4000000000003,0.902,4.992
39.5000000000003,-0.768,4.958
39.6000000000003,-0.262,5.043
39.7000000000003,0.987,5.006
39.8000000000003,-0.559,4.952
39.9000000000003,-0.521,5.033
40.0000000000003,0.993,5.020
40.1000000000003,-0.305,4.950
40.2000000000003,-0.739,5.022
40.3000000000003,0.920,5.032
40.4000000000003,-0.027,4.952
40.5000000000003,-0.898,5.008
40.6000000000003,0.774,5.041
40.7000000000003,0.254,4.957
