Time(s),Input,Output_Displacement
2.4,-0.933,5.245
2.5,-1.000,4.968
2.6,-0.912,4.689
2.7,-0.684,4.448
2.8,-0.351,4.285
2.9,0.037,4.225
3,0.419,4.281
3.1,0.736,4.446
3.2,0.940,4.696
3.3,0.999,4.995
3.4,0.904,5.295
3.5,0.670,5.552
3.6,0.333,5.726
3.7,-0.055,5.789
3.8,-0.435,5.731
3.9,-0.748,5.560
4,-0.946,5.303
4.1,-0.998,5.000
4.2,-0.896,4.695
4.3,-0.657,4.438
4.4,-0.316,4.266
4.5,0.074,4.208
4.6,0.452,4.271
4.7,0.760,4.447
4.8,0.952,4.708
4.9,0.997,5.014
5,0.888,5.317
5.1,0.643,5.572
5.2,0.298,5.739
5.3,-0.092,5.793
5.4,-0.468,5.724
5.5,-0.772,5.543
5.6,-0.957,5.279
5.7,-0.995,4.972
5.8,-0.879,4.669
5.9,-0.628,4.417
5.99999999999999,-0.281,4.255
6.09999999999999,0.110,4.208
6.19999999999999,0.484,4.282
6.29999999999999,0.784,4.467
6.39999999999999,0.962,4.735
6.49999999999999,0.993,5.042
6.59999999999999,0.870,5.344
6.69999999999999,0.614,5.592
6.79999999999999,0.263,5.750
6.89999999999999,-0.128,5.791
6.99999999999999,-0.500,5.711
7.09999999999999,-0.795,5.522
7.19999999999999,-0.967,5.252
7.29999999999999,-0.990,4.943
7.39999999999999,-0.861,4.643
7.49999999999999,-0.599,4.398
7.59999999999999,-0.245,4.246
7.69999999999999,0.147,4.210
7.79999999999999,0.516,4.295
7.89999999999999,0.806,4.489
7.99999999999999,0.972,4.762
8.09999999999999,0.988,5.072
8.19999999999999,0.852,5.370
8.29999999999999,0.585,5.611
8.39999999999999,0.227,5.759
8.49999999999999,-0.165,5.789
8.59999999999999,-0.532,5.698
8.69999999999999,-0.817,5.499
8.79999999999998,-0.976,5.224
8.89999999999998,-0.985,4.914
8.99999999999998,-0.842,4.617
9.09999999999998,-0.570,4.379
9.19999999999998,-0.209,4.237
9.29999999999998,0.183,4.213
9.39999999999998,0.547,4.309
9.49999999999998,0.827,4.512
9.59999999999998,0.980,4.790
9.69999999999998,0.981,5.101
9.79999999999998,0.832,5.396
9.89999999999998,0.554,5.630
9.99999999999998,0.191,5.767
10.1,-0.201,5.786
10.2,-0.563,5.684
10.3,-0.837,5.476
10.4,-0.983,5.196
10.5,-0.978,4.885
10.6,-0.822,4.592
10.7,-0.539,4.362
10.8,-0.173,4.230
10.9,0.219,4.217
11,0.578,4.324
11.1,0.847,4.535
11.2,0.986,4.818
11.3,0.974,5.129
11.4,0.811,5.421
11.5,0.523,5.647
11.6,0.155,5.774
11.7,-0.237,5.781
11.8,-0.593,5.668
11.9,-0.857,5.453
12,-0.989,5.167
12.1,-0.969,4.856
12.2,-0.800,4.567
12.3,-0.508,4.345
12.4,-0.137,4.223
12.5,0.255,4.222
12.6,0.607,4.340
12.7,0.866,4.559
12.8,0.992,4.847
12.9,0.965,5.158
13,0.789,5.445
13.1,0.492,5.663
13.2,0.119,5.779
13.3,-0.273,5.776
13.4,-0.622,5.652
13.5,-0.875,5.428
13.6,-0.994,5.139
13.7,-0.960,4.828
13.8,-0.777,4.543
13.9,-0.475,4.329
14,-0.100,4.218
14.1,0.290,4.228
14.2,0.636,4.356
14.3,0.884,4.584
14.4,0.996,4.876
14.5,0.954,5.187
14.6,0.766,5.469
14.7,0.459,5.679
14.8,0.082,5.784
14.9,-0.308,5.769
15,-0.650,5.635
15.1,-0.893,5.404
15.2,-0.997,5.110
15.3,-0.949,4.799
15.4,-0.754,4.519
15.5,-0.443,4.314
15.6,-0.064,4.214
15.7,0.325,4.235
15.8,0.664,4.374
15.9,0.901,4.609
16,0.999,4.905
16.1,0.943,5.215
16.2,0.741,5.492
16.3,0.426,5.693
16.4,0.045,5.788
