Time(s),Input,Output_Displacement
11.7,0.065,5.216
11.8,-0.025,5.160
11.9,-0.115,5.102
12,-0.204,5.044
12.1,-0.291,4.985
12.2,-0.376,4.927
12.3,-0.458,4.869
12.4,-0.536,4.812
12.5,-0.609,4.757
12.6,-0.678,4.703
12.7,-0.741,4.652
12.8,-0.799,4.604
12.9,-0.850,4.559
13,-0.894,4.518
13.1,-0.930,4.480
13.2,-0.960,4.447
13.3,-0.981,4.418
13.4,-0.994,4.394
13.5,-1.000,4.375
13.6,-0.997,4.361
13.7,-0.987,4.352
13.8,-0.968,4.348
13.9,-0.941,4.350
14,-0.907,4.357
14.1,-0.866,4.369
14.2,-0.817,4.386
14.3,-0.762,4.408
14.4,-0.701,4.435
14.5,-0.634,4.466
14.6,-0.562,4.502
14.7,-0.485,4.542
14.8,-0.404,4.586
14.9,-0.321,4.632
15,-0.234,4.682
15.1,-0.146,4.735
15.2,-0.056,4.789
15.3,0.034,4.846
15.4,0.123,4.903
15.5,0.212,4.962
15.6,0.299,5.020
15.7,0.384,5.079
15.8,0.465,5.136
15.9,0.543,5.193
16,0.616,5.248
16.1,0.684,5.302
16.2,0.747,5.352
16.3,0.804,5.400
16.4,0.854,5.445
16.5,0.897,5.486
16.6,0.933,5.523
16.7,0.962,5.556
16.8,0.983,5.584
16.9,0.995,5.608
17,1.000,5.626
17.1,0.997,5.640
17.2,0.985,5.649
17.3,0.966,5.652
17.4,0.938,5.650
17.5,0.904,5.642
17.6,0.861,5.630
17.7,0.812,5.612
17.8,0.757,5.590
17.9,0.695,5.562
18,0.627,5.530
18.1,0.555,5.494
18.2,0.478,5.454
18.3,0.397,5.410
18.4,0.313,5.363
18.5,0.226,5.313
18.6,0.138,5.260
18.7,0.048,5.205
18.8,-0.042,5.149
18.9,-0.132,5.091
19,-0.220,5.033
19.1,-0.307,4.974
19.2,-0.391,4.916
19.3,-0.472,4.858
19.4,-0.550,4.802
19.5,-0.623,4.747
19.6,-0.690,4.694
19.7,-0.753,4.643
19.8,-0.809,4.596
19.9,-0.858,4.551
20,-0.901,4.511
20.1,-0.936,4.474
20.2,-0.964,4.441
20.3,-0.984,4.414
20.4,-0.996,4.390
20.5,-1.000,4.372
20.6,-0.996,4.359
20.7,-0.984,4.351
20.8,-0.963,4.348
20.9,-0.935,4.351
21,-0.900,4.359
21.1,-0.857,4.372
21.2,-0.807,4.390
21.3,-0.751,4.413
21.4,-0.689,4.440
21.5,-0.621,4.473
21.6,-0.548,4.509
21.7,-0.470,4.550
21.8,-0.389,4.594
21.9,-0.305,4.642
22,-0.218,4.692
22.1,-0.129,4.745
22.2,-0.040,4.800
22.3,0.050,4.856
22.4,0.140,4.914
22.5,0.228,4.972
22.6000000000001,0.315,5.031
22.7000000000001,0.399,5.089
22.8000000000001,0.480,5.147
22.9000000000001,0.557,5.204
23.0000000000001,0.629,5.258
23.1000000000001,0.696,5.311
23.2000000000001,0.758,5.361
23.3000000000001,0.814,5.409
23.4000000000001,0.863,5.453
23.5000000000001,0.905,5.493
23.6000000000001,0.939,5.529
23.7000000000001,0.966,5.561
23.8000000000001,0.986,5.589
23.9000000000001,0.997,5.612
24.0000000000001,1.000,5.629
24.1000000000001,0.995,5.642
24.2000000000001,0.982,5.650
24.3000000000001,0.961,5.652
24.4000000000001,0.932,5.649
24.5000000000001,0.896,5.640
24.6000000000001,0.853,5.627
24.7000000000001,0.802,5.608
24.8000000000001,0.745,5.585
24.9000000000001,0.682,5.557
25.0000000000001,0.614,5.524
25.1000000000001,0.541,5.487
25.2000000000001,0.463,5.446
25.3000000000001,0.381,5.402
25.4000000000001,0.297,5.354
25.5000000000001,0.210,5.303
25.6000000000001,0.121,5.250
25.7000000000001,0.031,5.195
25.8000000000001,-0.059,5.138
25.9000000000001,-0.148,5.081
26.0000000000001,-0.237,5.022
26.1000000000001,-0.323,4.963
26.2000000000001,-0.407,4.905
26.3000000000001,-0.487,4.848
26.4000000000001,-0.564,4.791
26.5000000000001,-0.636,4.737
26.6000000000001,-0.702,4.684
26.7000000000001,-0.764,4.634
26.8000000000001,-0.819,4.587
26.9000000000001,-0.867,4.543
27.0000000000001,-0.908,4.503
27.1000000000001,-0.942,4.468
27.2000000000001,-0.968,4.436
27.3000000000001,-0.987,4.409
27.4000000000001,-0.997,4.387
27.5000000000001,-1.000,4.369
27.6000000000001,-0.994,4.357
27.7000000000001,-0.980,4.350
27.8000000000001,-0.959,4.348
27.9000000000001,-0.929,4.352
28.0000000000001,-0.892,4.361
28.1000000000001,-0.848,4.375
28.2000000000001,-0.797,4.394
28.3000000000001,-0.740,4.418
28.4000000000001,-0.676,4.446
28.5000000000001,-0.607,4.479
28.6000000000001,-0.534,4.517
28.7000000000001,-0.455,4.558
28.8000000000001,-0.373,4.603
28.9000000000001,-0.289,4.651
29.0000000000001,-0.201,4.702
29.1000000000001,-0.113,4.755
29.2000000000001,-0.023,4.810
29.3000000000001,0.067,4.867
29.4000000000001,0.157,4.925
29.5000000000001,0.245,4.983
29.6000000000002,0.331,5.042
29.7000000000002,0.414,5.100
29.8000000000002,0.494,5.158
29.9000000000002,0.571,5.214
30.0000000000002,0.642,5.268
30.1000000000002,0.708,5.321
30.2000000000002,0.769,5.370
30.3000000000002,0.823,5.417
30.4000000000002,0.871,5.460
30.5000000000002,0.912,5.500
30.6000000000002,0.945,5.536
30.7000000000002,0.970,5.567
30.8000000000002,0.988,5.593
30.9000000000002,0.998,5.615
31.0000000000002,1.000,5.632
31.1000000000002,0.993,5.644
31.2000000000002,0.979,5.650
31.3000000000002,0.956,5.652
31.4000000000002,0.926,5.648
31.5000000000002,0.889,5.638
31.6000000000002,0.844,5.624
31.7000000000002,0.792,5.604
31.8000000000002,0.734,5.580
31.9000000000002,0.670,5.551
32.0000000000002,0.601,5.517
32.1000000000002,0.526,5.480
32.2000000000002,0.448,5.438
32.3000000000002,0.366,5.393
32.4000000000002,0.281,5.345
32.5000000000002,0.193,5.293
32.6000000000002,0.104,5.240
32.7000000000002,0.014,5.185
32.8000000000002,-0.076,5.128
32.9000000000002,-0.165,5.070
33.0000000000002,-0.253,5.011
33.1000000000002,-0.339,4.952
33.2000000000002,-0.422,4.894
33.3000000000002,-0.502,4.837
33.4000000000002,-0.578,4.781
33.5000000000002,-0.649,4.727
33.6000000000002,-0.714,4.674
33.7000000000002,-0.774,4.625
33.8000000000002,-0.828,4.579
33.9000000000002,-0.875,4.536
34.0000000000002,-0.915,4.496
34.1000000000002,-0.948,4.461
34.2000000000002,-0.972,4.430
34.3000000000002,-0.989,4.404
34.4000000000002,-0.998,4.383
34.5000000000002,-0.999,4.367
34.6000000000002,-0.992,4.355
34.7000000000002,-0.977,4.349
34.8000000000002,-0.954,4.349
34.9000000000002,-0.923,4.353
35.0000000000002,-0.885,4.363
35.1000000000002,-0.839,4.378
35.2000000000002,-0.787,4.398
35.3000000000002,-0.728,4.423
35.4000000000002,-0.664,4.452
35.5000000000002,-0.594,4.486
35.6000000000002,-0.519,4.524
35.7000000000002,-0.440,4.566
35.8000000000002,-0.358,4.611
35.9000000000002,-0.272,4.660
36.0000000000002,-0.185,4.711
36.1000000000002,-0.096,4.765
36.2000000000002,-0.006,4.821
36.3000000000002,0.084,4.878
36.4000000000002,0.173,4.936
36.5000000000002,0.261,4.994
36.6000000000003,0.347,5.053
36.7000000000003,0.430,5.111
36.8000000000003,0.509,5.168
36.9000000000003,0.584,5.224
37.0000000000003,0.655,5.278
37.1000000000003,0.720,5.330
37.2000000000003,0.780,5.379
37.3000000000003,0.833,5.426
37.4000000000003,0.879,5.468
37.5000000000003,0.918,5.507
37.6000000000003,0.950,5.542
37.7000000000003,0.974,5.572
37.8000000000003,0.991,5.598
37.9000000000003,0.999,5.619
38.0000000000003,0.999,5.635
38.1000000000003,0.991,5.645
38.2000000000003,0.975,5.651
38.3000000000003,0.951,5.651
38.4000000000003,0.920,5.646
38.5000000000003,0.881,5.636
38.6000000000003,0.835,5.621
38.7000000000003,0.782,5.600
38.8000000000003,0.723,5.575
38.9000000000003,0.658,5.545
39.0000000000003,0.587,5.511
39.1000000000003,0.512,5.472
39.2000000000003,0.433,5.430
39.3000000000003,0.350,5.384
39.4000000000003,0.264,5.335
39.5000000000003,0.177,5.284
39.6000000000003,0.087,5.230
39.7000000000003,-0.002,5.174
39.8000000000003,-0.092,5.117
39.9000000000003,-0.181,5.059
40.0000000000003,-0.269,5.000
40.1000000000003,-0.355,4.942
40.2000000000003,-0.437,4.883
40.3000000000003,-0.516,4.826
40.4000000000003,-0.591,4.771
40.5000000000003,-0.661,4.717
40.6000000000003,-0.726,4.665
40.7000000000003,-0.785,4.616
40.8000000000003,-0.837,4.570
40.9000000000003,-0.883,4.528
41.0000000000003,-0.922,4.490
41.1000000000003,-0.953,4.455
41.2000000000003,-0.976,4.425
41.3000000000003,-0.992,4.400
41.4000000000003,-0.999,4.380
41.5000000000003,-0.999,4.364
41.6000000000003,-0.990,4.354
41.7000000000003,-0.973,4.349
41.8000000000003,-0.949,4.349
41.9000000000003,-0.916,4.355
42.0000000000003,-0.877,4.365
42.1000000000003,-0.830,4.381
42.2000000000003,-0.777,4.402
42.3000000000003,-0.717,4.428
42.4000000000003,-0.651,4.458
42.5000000000003,-0.580,4.493
42.6000000000003,-0.505,4.532
42.7000000000003,-0.425,4.574
42.8000000000003,-0.342,4.620
42.9000000000003,-0.256,4.669
43.0000000000003,-0.168,4.721
43.1000000000003,-0.079,4.775
43.2000000000003,0.011,4.831
43.3000000000003,0.101,4.889
43.4000000000003,0.190,4.947
43.5000000000003,0.277,5.005
43.6000000000003,0.362,5.064
43.7000000000004,0.445,5.122
43.8000000000004,0.523,5.179
43.9000000000004,0.598,5.235
44.0000000000004,0.668,5.288
44.1000000000004,0.732,5.340
44.2000000000004,0.790,5.388
44.3000000000004,0.842,5.434
44.4000000000004,0.887,5.476
44.5000000000004,0.925,5.514
44.6000000000004,0.955,5.548
44.7000000000004,0.978,5.577
44.8000000000004,0.993,5.602
44.9000000000004,1.000,5.622
45.0000000000004,0.998,5.637
45.1000000000004,0.989,5.647
45.2000000000004,0.971,5.651
45.3000000000004,0.946,5.651
45.4000000000004,0.913,5.645
45.5000000000004,0.873,5.633
45.6000000000004,0.825,5.617
45.7000000000004,0.771,5.596
45.8000000000004,0.711,5.570
45.9000000000004,0.645,5.539
46.0000000000004,0.573,5.504
46.1000000000004,0.497,5.465
46.2000000000004,0.418,5.422
46.3000000000004,0.334,5.375
46.4000000000004,0.248,5.326
46.5000000000004,0.160,5.274
46.6000000000004,0.071,5.219
46.7000000000004,-0.019,5.163
46.8000000000004,-0.109,5.106
46.9000000000004,-0.198,5.048
47.0000000000004,-0.285,4.989
47.1000000000004,-0.370,4.931
47.2000000000004,-0.452,4.873
47.3000000000004,-0.531,4.816
47.4000000000004,-0.605,4.760
47.5000000000004,-0.674,4.707
47.6000000000004,-0.737,4.656
47.7000000000004,-0.795,4.607
47.8000000000004,-0.846,4.562
47.9000000000004,-0.891,4.521
48.0000000000004,-0.928,4.483
48.1000000000004,-0.958,4.449
48.2000000000004,-0.980,4.420
48.3000000000004,-0.994,4.396
48.4000000000004,-1.000,4.376
48.5000000000004,-0.998,4.362
48.6000000000004,-0.987,4.352
48.7000000000004,-0.969,4.348
48.8000000000004,-0.943,4.350
48.9000000000004,-0.910,4.356
49.0000000000004,-0.869,4.368
49.1000000000004,-0.821,4.385
49.2000000000004,-0.766,4.406
49.3000000000004,-0.705,4.433
49.4000000000004,-0.638,4.464
49.5000000000004,-0.567,4.500
49.6000000000004,-0.490,4.539
49.7000000000004,-0.410,4.583
49.8000000000004,-0.326,4.629
49.9000000000004,-0.240,4.679
50.0000000000004,-0.152,4.731
50.1000000000004,-0.062,4.786
50.2000000000004,0.028,4.842
50.3000000000004,0.117,4.899
50.4000000000004,0.206,4.958
50.5000000000004,0.293,5.016
50.6000000000004,0.378,5.075
50.7000000000005,0.460,5.133
50.8000000000005,0.538,5.189
50.9000000000005,0.611,5.245
51.0000000000005,0.680,5.298
51.1000000000005,0.743,5.349
51.2000000000005,0.800,5.397
51.3000000000005,0.851,5.442
51.4000000000005,0.895,5.483
51.5000000000005,0.931,5.521
51.6000000000005,0.960,5.554
51.7000000000005,0.981,5.582
51.8000000000005,0.995,5.606
51.9000000000005,1.000,5.625
52.0000000000005,0.997,5.639
52.1000000000005,0.986,5.648
52.2000000000005,0.967,5.652
52.3000000000005,0.940,5.650
52.4000000000005,0.906,5.643
52.5000000000005,0.864,5.631
52.6000000000005,0.816,5.614
52.7000000000005,0.760,5.591
52.8000000000005,0.699,5.564
52.9000000000005,0.632,5.533
53.0000000000005,0.560,5.497
53.1000000000005,0.483,5.457
53.2000000000005,0.402,5.413
53.3000000000005,0.318,5.366
53.4000000000005,0.232,5.316
53.5000000000005,0.143,5.264
53.6000000000005,0.054,5.209
53.7000000000005,-0.036,5.153
53.8000000000005,-0.126,5.095
53.9000000000005,-0.214,5.037
54.0000000000005,-0.301,4.978
54.1000000000005,-0.386,4.920
54.2000000000005,-0.467,4.862
54.3000000000005,-0.545,4.805
54.4000000000005,-0.618,4.750
54.5000000000005,-0.686,4.697
54.6000000000005,-0.749,4.646
54.7000000000005,-0.805,4.599
54.8000000000005,-0.855,4.554
54.9000000000005,-0.898,4.513
55.0000000000005,-0.934,4.476
55.1000000000005,-0.963,4.443
55.2000000000005,-0.983,4.415
55.3000000000005,-0.996,4.392
55.4000000000005,-1.000,4.373
55.5000000000005,-0.996,4.360
55.6000000000005,-0.985,4.351
55.7000000000005,-0.965,4.348
55.8000000000005,-0.938,4.350
55.9000000000005,-0.902,4.358
56.0000000000005,-0.860,4.371
56.1000000000005,-0.811,4.388
56.2000000000005,-0.755,4.411
56.3000000000005,-0.693,4.439
56.4000000000005,-0.625,4.471
56.5000000000005,-0.553,4.507
56.6000000000005,-0.475,4.547
56.7000000000005,-0.394,4.591
56.8000000000005,-0.310,4.638
56.9000000000005,-0.224,4.689
57.0000000000005,-0.135,4.741
57.1000000000005,-0.045,4.796
57.2000000000005,0.045,4.853
57.3000000000005,0.134,4.910
57.4000000000005,0.223,4.969
57.5000000000005,0.309,5.027
57.6000000000005,0.394,5.086
57.7000000000005,0.475,5.143
57.8000000000006,0.552,5.200
57.9000000000006,0.625,5.255
58.0000000000006,0.692,5.308
58.1000000000006,0.754,5.358
58.2000000000006,0.810,5.406
58.3000000000006,0.860,5.450
58.4000000000006,0.902,5.490
58.5000000000006,0.937,5.527
58.6000000000006,0.965,5.559
58.7000000000006,0.985,5.587
58.8000000000006,0.996,5.610
58.9000000000006,1.000,5.628
59.0000000000006,0.996,5.641
59.1000000000006,0.983,5.649
59.2000000000006,0.963,5.652
59.3000000000006,0.935,5.649
59.4000000000006,0.899,5.641
59.5000000000006,0.856,5.628
59.6000000000006,0.806,5.610
59.7000000000006,0.749,5.587
59.8000000000006,0.687,5.559
59.9000000000006,0.619,5.526
60.0000000000006,0.546,5.490
60.1000000000006,0.468,5.449
60.2000000000006,0.387,5.405
60.3000000000006,0.302,5.357
60.4000000000006,0.215,5.307
60.5000000000006,0.127,5.254
60.6000000000006,0.037,5.199
60.7000000000006,-0.053,5.142
60.8000000000006,-0.142,5.084
60.9000000000006,-0.231,5.026
61.0000000000006,-0.317,4.967
61.1000000000006,-0.401,4.909
61.2000000000006,-0.482,4.851
61.3000000000006,-0.559,4.795
61.4000000000006,-0.631,4.740
61.5000000000006,-0.698,4.687
61.6000000000006,-0.760,4.637
61.7000000000006,-0.815,4.590
61.8000000000006,-0.864,4.546
61.9000000000006,-0.906,4.506
62.0000000000006,-0.940,4.470
62.1000000000006,-0.967,4.438
62.2000000000006,-0.986,4.410
62.3000000000006,-0.997,4.388
62.4000000000006,-1.000,4.370
62.5000000000006,-0.995,4.358
62.6000000000006,-0.982,4.350
62.7000000000006,-0.960,4.348
62.8000000000006,-0.932,4.351
62.9000000000006,-0.895,4.360
63.0000000000006,-0.851,4.374
63.1000000000006,-0.801,4.392
63.2000000000006,-0.744,4.416
63.3000000000006,-0.681,4.444
63.4000000000006,-0.612,4.477
63.5000000000006,-0.539,4.514
63.6000000000006,-0.461,4.555
63.7000000000006,-0.379,4.600
63.8000000000006,-0.294,4.648
63.9000000000006,-0.207,4.698
64.0000000000006,-0.118,4.751
64.1000000000006,-0.029,4.807
64.2000000000006,0.061,4.863
64.3000000000006,0.151,4.921
64.4000000000006,0.239,4.980
64.5000000000006,0.325,5.038
64.6000000000006,0.409,5.097
64.7000000000006,0.489,5.154
64.8000000000006,0.566,5.210
64.9000000000006,0.638,5.265
65.0000000000006,0.704,5.317
65.1000000000006,0.765,5.367
65.2000000000006,0.820,5.414
65.3000000000006,0.868,5.458
65.4000000000006,0.909,5.498
65.5000000000006,0.943,5.533
65.6000000000005,0.969,5.565
65.7000000000005,0.987,5.592
65.8000000000005,0.998,5.614
65.9000000000005,1.000,5.631
66.0000000000005,0.994,5.643
66.1000000000005,0.980,5.650
66.2000000000005,0.958,5.652
66.3000000000005,0.928,5.648
66.4000000000005,0.891,5.639
66.5000000000005,0.847,5.625
66.6000000000005,0.796,5.606
66.7000000000005,0.738,5.582
66.8000000000005,0.674,5.553
66.9000000000005,0.605,5.520
67.0000000000005,0.531,5.482
67.1000000000005,0.453,5.441
67.2000000000005,0.371,5.396
67.3000000000005,0.286,5.348
67.4000000000004,0.199,5.297
67.5000000000004,0.110,5.244
67.6000000000004,0.020,5.188
67.7000000000004,-0.070,5.131
67.8000000000004,-0.159,5.073
67.9000000000004,-0.247,5.015
68.0000000000004,-0.333,4.956
68.1000000000004,-0.417,4.898
68.2000000000004,-0.497,4.841
68.3000000000004,-0.573,4.784
68.4000000000004,-0.644,4.730
68.5000000000004,-0.710,4.678
68.6000000000004,-0.771,4.628
68.7000000000004,-0.825,4.582
68.8000000000004,-0.872,4.538
68.9000000000004,-0.913,4.499
69.0000000000004,-0.946,4.463
69.1000000000003,-0.971,4.432
69.2000000000003,-0.989,4.406
69.3000000000003,-0.998,4.384
69.4000000000003,-1.000,4.368
69.5000000000003,-0.993,4.356
69.6000000000003,-0.978,4.350
69.7000000000003,-0.956,4.348
69.8000000000003,-0.925,4.353
69.9000000000003,-0.887,4.362
70.0000000000003,-0.842,4.377
70.1000000000003,-0.791,4.396
70.2000000000003,-0.732,4.421
70.3000000000003,-0.668,4.450
70.4000000000003,-0.599,4.484
70.5000000000003,-0.524,4.521
70.6000000000003,-0.446,4.563
70.7000000000003,-0.363,4.608
70.8000000000003,-0.278,4.657
70.9000000000002,-0.191,4.708
71.0000000000002,-0.102,4.762
71.1000000000002,-0.012,4.817
71.2000000000002,0.078,4.874
71.3000000000002,0.167,4.932
71.4000000000002,0.255,4.991
71.5000000000002,0.341,5.049
71.6000000000002,0.424,5.107
71.7000000000002,0.504,5.165
71.8000000000002,0.580,5.221
71.9000000000002,0.650,5.275
72.0000000000002,0.716,5.327
72.1000000000002,0.776,5.376
72.2000000000002,0.829,5.423
72.3000000000002,0.876,5.465
72.4000000000002,0.916,5.505
72.5000000000002,0.948,5.540
72.6000000000002,0.973,5.570
72.7000000000001,0.990,5.596
72.8000000000001,0.999,5.618
72.9000000000001,0.999,5.634
73.0000000000001,0.992,5.645
73.1000000000001,0.976,5.651
73.2000000000001,0.953,5.651
73.3000000000001,0.922,5.647
73.4000000000001,0.884,5.637
73.5000000000001,0.838,5.622
73.6000000000001,0.785,5.602
73.7000000000001,0.727,5.577
73.8000000000001,0.662,5.547
73.9000000000001,0.592,5.513
74.0000000000001,0.517,5.475
74.1000000000001,0.438,5.433
74.2000000000001,0.355,5.387
74.3000000000001,0.270,5.339
74.4,0.182,5.287
74.5,0.093,5.233
74.6,0.003,5.178
74.7,-0.086,5.121
74.8,-0.176,5.063
74.9,-0.263,5.004
75,-0.349,4.945
75.1,-0.432,4.887
75.2,-0.511,4.830
75.3,-0.586,4.774
75.4,-0.657,4.720
75.5,-0.722,4.668
75.6,-0.781,4.619
75.7,-0.834,4.573
75.8,-0.880,4.531
75.9,-0.919,4.492
76,-0.951,4.457
76.1,-0.975,4.427
76.1999999999999,-0.991,4.401
76.2999999999999,-0.999,4.381
76.3999999999999,-0.999,4.365
76.4999999999999,-0.991,4.354
76.5999999999999,-0.975,4.349
76.6999999999999,-0.951,4.349
76.7999999999999,-0.919,4.354
76.8999999999999,-0.880,4.364
76.9999999999999,-0.833,4.380
77.0999999999999,-0.780,4.400
77.1999999999999,-0.721,4.426
77.2999999999999,-0.656,4.456
77.3999999999999,-0.585,4.490
77.4999999999999,-0.510,4.529
77.5999999999999,-0.430,4.571
77.6999999999999,-0.348,4.617
77.7999999999999,-0.262,4.666
77.8999999999998,-0.174,4.718
77.9999999999998,-0.085,4.772
78.0999999999998,0.005,4.828
78.1999999999998,0.095,4.885
78.2999999999998,0.184,4.943
78.3999999999998,0.272,5.001
78.4999999999998,0.357,5.060
78.5999999999998,0.439,5.118
78.6999999999998,0.518,5.175
78.7999999999998,0.593,5.231
78.8999999999998,0.663,5.285
78.9999999999998,0.728,5.336
79.0999999999998,0.786,5.385
79.1999999999998,0.839,5.431
79.2999999999998,0.884,5.473
79.3999999999998,0.923,5.511
79.4999999999998,0.954,5.546
79.5999999999998,0.977,5.576
79.6999999999997,0.992,5.601
79.7999999999997,0.999,5.621
79.8999999999997,0.999,5.636
79.9999999999997,0.990,5.646
80.0999999999997,0.973,5.651
80.1999999999997,0.948,5.651
80.2999999999997,0.915,5.645
80.3999999999997,0.876,5.634
80.4999999999997,0.829,5.618
80.5999999999997,0.775,5.597
80.6999999999997,0.715,5.572
80.7999999999997,0.649,5.541
80.8999999999997,0.578,5.506
80.9999999999997,0.503,5.467
81.0999999999997,0.423,5.425
81.1999999999997,0.340,5.378
81.2999999999997,0.254,5.329
81.3999999999997,0.166,5.277
81.4999999999996,0.077,5.223
81.5999999999996,-0.013,5.167
81.6999999999996,-0.103,5.110
81.7999999999996,-0.192,5.052
81.8999999999996,-0.280,4.993
81.9999999999996,-0.365,4.934
82.0999999999996,-0.447,4.876
82.1999999999996,-0.526,4.819
82.2999999999996,-0.600,4.764
82.3999999999996,-0.669,4.710
82.4999999999996,-0.733,4.659
82.5999999999996,-0.792,4.610
82.6999999999996,-0.843,4.565
82.7999999999996,-0.888,4.523
82.8999999999996,-0.926,4.485
82.9999999999996,-0.956,4.451
83.0999999999996,-0.979,4.422
83.1999999999995,-0.993,4.397
83.2999999999995,-1.000,4.377
83.3999999999995,-0.998,4.363
83.4999999999995,-0.988,4.353
83.5999999999995,-0.971,4.349
83.6999999999995,-0.945,4.349
83.7999999999995,-0.912,4.356
83.8999999999995,-0.871,4.367
83.9999999999995,-0.824,4.383
84.0999999999995,-0.770,4.405
84.1999999999995,-0.709,4.431
84.2999999999995,-0.643,4.462
84.3999999999995,-0.571,4.497
84.4999999999995,-0.495,4.537
84.5999999999995,-0.415,4.580
84.6999999999995,-0.332,4.626
84.7999999999995,-0.246,4.676
84.8999999999995,-0.158,4.728
84.9999999999994,-0.068,4.782
85.0999999999994,0.022,4.838
85.1999999999994,0.112,4.896
85.2999999999994,0.200,4.954
85.3999999999994,0.288,5.012
85.4999999999994,0.373,5.071
85.5999999999994,0.454,5.129
85.6999999999994,0.533,5.186
85.7999999999994,0.607,5.241
85.8999999999994,0.676,5.295
85.9999999999994,0.739,5.346
86.0999999999994,0.797,5.394
86.1999999999994,0.848,5.439
86.2999999999994,0.892,5.481
86.3999999999994,0.929,5.518
86.4999999999994,0.959,5.552
86.5999999999994,0.980,5.581
86.6999999999993,0.994,5.605
86.7999999999993,1.000,5.624
86.8999999999993,0.997,5.639
86.9999999999993,0.987,5.648
87.0999999999993,0.969,5.652
87.1999999999993,0.942,5.650
87.2999999999993,0.909,5.644
87.3999999999993,0.867,5.632
87.4999999999993,0.819,5.615
87.5999999999993,0.764,5.593
87.6999999999993,0.703,5.566
87.7999999999993,0.636,5.535
87.8999999999993,0.564,5.499
87.9999999999993,0.488,5.460
88.0999999999993,0.408,5.416
88.1999999999993,0.324,5.369
88.2999999999993,0.238,5.320
88.3999999999993,0.149,5.267
88.4999999999992,0.060,5.213
88.5999999999992,-0.030,5.157
88.6999999999992,-0.120,5.099
88.7999999999992,-0.209,5.041
88.8999999999992,-0.296,4.982
88.9999999999992,-0.380,4.924
89.0999999999992,-0.462,4.866
89.1999999999992,-0.540,4.809
89.2999999999992,-0.613,4.754
89.3999999999992,-0.682,4.700
89.4999999999992,-0.745,4.650
89.5999999999992,-0.802,4.602
89.6999999999992,-0.852,4.557
89.7999999999992,-0.896,4.516
89.8999999999992,-0.932,4.479
89.9999999999992,-0.961,4.445
90.0999999999992,-0.982,4.417
90.1999999999992,-0.995,4.393
90.2999999999991,-1.000,4.374
90.3999999999991,-0.997,4.360
90.4999999999991,-0.986,4.352
90.5999999999991,-0.967,4.348
90.6999999999991,-0.940,4.350
90.7999999999991,-0.905,4.357
90.8999999999991,-0.863,4.370
90.9999999999991,-0.814,4.387
91.0999999999991,-0.759,4.409
91.1999999999991,-0.697,4.437
91.2999999999991,-0.630,4.468
91.3999999999991,-0.558,4.504
91.4999999999991,-0.481,4.544
91.5999999999991,-0.400,4.588
91.6999999999991,-0.316,4.635
91.7999999999991,-0.229,4.685
91.8999999999991,-0.141,4.738
