Time(s),Input,Output_Displacement
15,-0.115,4.539
15.1,0.376,4.368
15.2,0.774,4.352
15.3,0.983,4.494
15.4,0.951,4.760
15.5,0.686,5.085
15.6,0.254,5.389
15.7,-0.241,5.598
15.8,-0.677,5.660
15.9,-0.947,5.561
16,-0.985,5.324
16.1,-0.782,5.008
16.2,-0.388,4.690
16.3,0.102,4.448
16.4,0.566,4.341
16.5,0.892,4.396
16.6,1.000,4.598
16.7,0.862,4.899
16.8,0.514,5.224
16.9,0.040,5.495
17,-0.444,5.644
17.1,-0.819,5.636
17.2,-0.994,5.472
17.3,-0.925,5.193
17.4,-0.630,4.866
17.5,-0.180,4.572
17.6,0.313,4.383
17.7,0.730,4.345
17.8,0.968,4.467
17.9,0.969,4.720
18,0.733,5.042
18.1,0.317,5.353
18.2,-0.176,5.578
18.3,-0.626,5.661
18.4,-0.923,5.583
18.5,-0.994,5.362
18.6,-0.822,5.052
18.7,-0.448,4.730
18.8,0.035,4.474
18.9,0.510,4.346
19,0.860,4.379
19.1,0.999,4.564
19.2,0.894,4.856
19.3,0.570,5.182
19.4,0.106,5.465
19.5,-0.384,5.633
19.6,-0.779,5.647
19.7,-0.984,5.502
19.8,-0.948,5.234
19.9,-0.680,4.909
20,-0.245,4.606
20.1,0.250,4.400
20.2,0.683,4.340
20.3,0.950,4.442
20.4,0.984,4.681
20.5,0.777,4.998
20.6,0.380,5.315
20.7,-0.110,5.555
20.8,-0.573,5.659
20.9,-0.896,5.602
21,-0.999,5.398
21.1,-0.858,5.096
21.2,-0.506,4.770
21.3,-0.031,4.501
21.4,0.452,4.354
21.5,0.824,4.365
21.6,0.995,4.532
21.7,0.922,4.813
21.8,0.623,5.140
21.9,0.172,5.433
22,-0.322,5.619
22.1,-0.736,5.654
22.2,-0.971,5.529
22.3,-0.967,5.275
22.4,-0.727,4.953
22.5,-0.309,4.642
22.6000000000001,0.185,4.420
22.7000000000001,0.633,4.339
22.8000000000001,0.927,4.420
22.9000000000001,0.993,4.643
23.0000000000001,0.817,4.954
23.1000000000001,0.440,5.276
23.2000000000001,-0.044,5.530
23.3000000000001,-0.518,5.655
23.4000000000001,-0.865,5.619
23.5000000000001,-1.000,5.432
23.6000000000001,-0.890,5.139
23.7000000000001,-0.562,4.812
23.8000000000001,-0.097,4.531
23.9000000000001,0.392,4.365
24.0000000000001,0.785,4.355
24.1000000000001,0.986,4.502
24.2000000000001,0.945,4.771
24.3000000000001,0.673,5.097
24.4000000000001,0.237,5.398
24.5000000000001,-0.258,5.603
24.6000000000001,-0.690,5.659
24.7000000000001,-0.952,5.554
24.8000000000001,-0.982,5.314
24.9000000000001,-0.771,4.996
25.0000000000001,-0.371,4.680
25.1000000000001,0.119,4.442
25.2000000000001,0.581,4.340
25.3000000000001,0.900,4.400
25.4000000000001,0.999,4.607
25.5000000000001,0.853,4.910
25.6000000000001,0.499,5.235
25.7000000000001,0.022,5.503
25.8000000000001,-0.460,5.647
25.9000000000001,-0.829,5.633
26.0000000000001,-0.996,5.464
26.1000000000001,-0.918,5.181
26.2000000000001,-0.616,4.854
26.3000000000001,-0.163,4.563
26.4000000000001,0.330,4.379
26.5000000000001,0.742,4.346
26.6000000000001,0.973,4.474
26.7000000000001,0.965,4.731
26.8000000000001,0.721,5.053
26.9000000000001,0.301,5.363
27.0000000000001,-0.193,5.583
27.1000000000001,-0.640,5.661
27.2000000000001,-0.930,5.577
27.3000000000001,-0.992,5.352
27.4000000000001,-0.812,5.040
27.5000000000001,-0.432,4.719
27.6000000000001,0.053,4.467
27.7000000000001,0.525,4.345
27.8000000000001,0.869,4.383
27.9000000000001,1.000,4.573
28.0000000000001,0.886,4.867
28.1000000000001,0.555,5.194
28.2000000000001,0.088,5.473
28.3000000000001,-0.400,5.637
28.4000000000001,-0.790,5.644
28.5000000000001,-0.987,5.494
28.6000000000001,-0.943,5.223
28.7000000000001,-0.667,4.897
28.8000000000001,-0.228,4.597
28.9000000000001,0.267,4.395
29.0000000000001,0.696,4.341
29.1000000000001,0.955,4.449
29.2000000000001,0.980,4.691
29.3000000000001,0.765,5.009
29.4000000000001,0.363,5.325
29.5000000000001,-0.128,5.561
29.6000000000002,-0.588,5.660
29.7000000000002,-0.904,5.597
29.8000000000002,-0.998,5.388
29.9000000000002,-0.849,5.084
30.0000000000002,-0.491,4.759
30.1000000000002,-0.013,4.494
30.2000000000002,0.468,4.352
30.3000000000002,0.834,4.369
30.4000000000002,0.996,4.540
30.5000000000002,0.915,4.824
30.6000000000002,0.609,5.151
30.7000000000002,0.154,5.441
30.8000000000002,-0.338,5.623
30.9000000000002,-0.748,5.653
31.0000000000002,-0.975,5.522
31.1000000000002,-0.963,5.264
31.2000000000002,-0.715,4.941
31.3000000000002,-0.292,4.633
31.4000000000002,0.202,4.414
31.5000000000002,0.647,4.339
31.6000000000002,0.933,4.426
31.7000000000002,0.991,4.653
31.8000000000002,0.806,4.965
31.9000000000002,0.424,5.286
32.0000000000002,-0.062,5.537
32.1000000000002,-0.533,5.656
32.2000000000002,-0.873,5.615
32.3000000000002,-1.000,5.423
32.4000000000002,-0.882,5.127
32.5000000000002,-0.548,4.801
32.6000000000002,-0.080,4.523
32.7000000000002,0.408,4.362
32.8000000000002,0.796,4.357
32.9000000000002,0.989,4.510
33.0000000000002,0.940,4.782
33.1000000000002,0.660,5.108
33.2000000000002,0.219,5.408
33.3000000000002,-0.275,5.607
33.4000000000002,-0.702,5.658
33.5000000000002,-0.958,5.548
33.6000000000002,-0.978,5.304
33.7000000000002,-0.760,4.985
33.8000000000002,-0.355,4.670
33.9000000000002,0.137,4.436
34.0000000000002,0.595,4.340
34.1000000000002,0.907,4.405
34.2000000000002,0.998,4.617
34.3000000000002,0.844,4.922
34.4000000000002,0.483,5.246
34.5000000000002,0.004,5.510
34.6000000000002,-0.476,5.649
34.7000000000002,-0.839,5.629
34.8000000000002,-0.997,5.456
34.9000000000002,-0.911,5.170
35.0000000000002,-0.602,4.843
35.1000000000002,-0.145,4.554
35.2000000000002,0.347,4.375
35.3000000000002,0.754,4.348
35.4000000000002,0.977,4.481
35.5000000000002,0.960,4.741
35.6000000000002,0.709,5.065
35.7000000000002,0.284,5.372
35.8000000000002,-0.211,5.589
35.9000000000002,-0.654,5.661
36.0000000000002,-0.936,5.571
36.1000000000002,-0.990,5.342
36.2000000000002,-0.801,5.029
36.3000000000002,-0.416,4.709
36.4000000000002,0.071,4.460
36.5000000000002,0.540,4.343
36.6000000000003,0.878,4.388
36.7000000000003,1.000,4.582
36.8000000000003,0.878,4.878
36.9000000000003,0.540,5.205
37.0000000000003,0.071,5.481
37.1000000000003,-0.416,5.640
37.2000000000003,-0.801,5.641
37.3000000000003,-0.990,5.486
37.4000000000003,-0.936,5.212
37.5000000000003,-0.654,4.886
37.6000000000003,-0.211,4.588
37.7000000000003,0.284,4.390
37.8000000000003,0.709,4.342
37.9000000000003,0.960,4.455
38.0000000000003,0.977,4.702
38.1000000000003,0.754,5.021
38.2000000000003,0.347,5.335
38.3000000000003,-0.146,5.567
38.4000000000003,-0.602,5.661
38.5000000000003,-0.911,5.592
38.6000000000003,-0.997,5.379
38.7000000000003,-0.839,5.072
38.8000000000003,-0.476,4.749
38.9000000000003,0.004,4.486
39.0000000000003,0.483,4.350
39.1000000000003,0.844,4.372
39.2000000000003,0.998,4.549
39.3000000000003,0.907,4.836
39.4000000000003,0.595,5.163
39.5000000000003,0.137,5.450
39.6000000000003,-0.355,5.627
39.7000000000003,-0.760,5.651
39.8000000000003,-0.978,5.515
39.9000000000003,-0.958,5.253
40.0000000000003,-0.702,4.929
40.1000000000003,-0.275,4.623
40.2000000000003,0.219,4.409
40.3000000000003,0.660,4.339
40.4000000000003,0.940,4.432
40.5000000000003,0.989,4.663
40.6000000000003,0.796,4.977
40.7000000000003,0.408,5.297
40.8000000000003,-0.080,5.544
40.9000000000003,-0.548,5.657
41.0000000000003,-0.882,5.610
41.1000000000003,-1.000,5.414
41.2000000000003,-0.873,5.116
41.3000000000003,-0.533,4.790
41.4000000000003,-0.062,4.515
41.5000000000003,0.424,4.359
41.6000000000003,0.806,4.360
41.7000000000003,0.991,4.518
41.8000000000003,0.933,4.793
41.9000000000003,0.647,5.120
42.0000000000003,0.202,5.417
42.1000000000003,-0.292,5.612
42.2000000000003,-0.715,5.657
42.3000000000003,-0.963,5.541
42.4000000000003,-0.975,5.293
42.5000000000003,-0.748,4.973
42.6000000000003,-0.338,4.660
42.7000000000003,0.154,4.430
42.8000000000003,0.609,4.339
42.9000000000003,0.915,4.411
43.0000000000003,0.996,4.626
43.1000000000003,0.834,4.933
43.2000000000003,0.468,5.257
43.3000000000003,-0.013,5.517
43.4000000000003,-0.491,5.651
43.5000000000003,-0.849,5.626
43.6000000000003,-0.998,5.447
43.7000000000004,-0.904,5.159
43.8000000000004,-0.588,4.832
43.9000000000004,-0.128,4.546
44.0000000000004,0.363,4.371
44.1000000000004,0.765,4.350
44.2000000000004,0.980,4.489
44.3000000000004,0.955,4.752
44.4000000000004,0.696,5.076
44.5000000000004,0.267,5.382
44.6000000000004,-0.228,5.594
44.7000000000004,-0.667,5.660
44.8000000000004,-0.943,5.565
44.9000000000004,-0.987,5.332
45.0000000000004,-0.790,5.017
45.1000000000004,-0.400,4.698
45.2000000000004,0.088,4.453
45.3000000000004,0.555,4.342
45.4000000000004,0.886,4.392
45.5000000000004,1.000,4.591
45.6000000000004,0.869,4.890
45.7000000000004,0.525,5.216
45.8000000000004,0.053,5.489
45.9000000000004,-0.432,5.642
46.0000000000004,-0.812,5.639
46.1000000000004,-0.992,5.478
46.2000000000004,-0.930,5.201
46.3000000000004,-0.640,4.874
46.4000000000004,-0.193,4.579
46.5000000000004,0.301,4.386
46.6000000000004,0.721,4.344
46.7000000000004,0.965,4.462
46.8000000000004,0.973,4.712
46.9000000000004,0.742,5.033
47.0000000000004,0.330,5.345
47.1000000000004,-0.163,5.573
47.2000000000004,-0.616,5.661
47.3000000000004,-0.918,5.587
47.4000000000004,-0.996,5.369
47.5000000000004,-0.829,5.061
47.6000000000004,-0.460,4.738
47.7000000000004,0.022,4.479
47.8000000000004,0.499,4.348
47.9000000000004,0.853,4.376
48.0000000000004,0.999,4.557
48.1000000000004,0.900,4.847
48.2000000000004,0.581,5.174
48.3000000000004,0.119,5.458
48.4000000000004,-0.371,5.631
48.5000000000004,-0.771,5.648
48.6000000000004,-0.982,5.507
48.7000000000004,-0.952,5.242
48.8000000000004,-0.690,4.918
48.9000000000004,-0.258,4.613
49.0000000000004,0.237,4.404
49.1000000000004,0.674,4.340
49.2000000000004,0.945,4.438
49.3000000000004,0.986,4.673
49.4000000000004,0.785,4.989
49.5000000000004,0.392,5.307
49.6000000000004,-0.097,5.550
49.7000000000004,-0.562,5.659
49.8000000000004,-0.890,5.606
49.9000000000004,-1.000,5.404
50.0000000000004,-0.865,5.104
50.1000000000004,-0.518,4.779
50.2000000000004,-0.044,4.507
50.3000000000004,0.440,4.356
50.4000000000004,0.817,4.363
50.5000000000004,0.993,4.526
50.6000000000004,0.927,4.805
50.7000000000005,0.633,5.131
50.8000000000005,0.185,5.426
50.9000000000005,-0.309,5.616
51.0000000000005,-0.727,5.656
51.1000000000005,-0.967,5.534
51.2000000000005,-0.971,5.283
51.3000000000005,-0.736,4.961
51.4000000000005,-0.322,4.650
51.5000000000005,0.172,4.424
51.6000000000005,0.623,4.339
51.7000000000005,0.922,4.416
51.8000000000005,0.995,4.636
51.9000000000005,0.824,4.945
52.0000000000005,0.452,5.268
52.1000000000005,-0.031,5.525
52.2000000000005,-0.506,5.653
52.3000000000005,-0.858,5.622
