Time(s),Input,Output_Displacement
21.6,0.313,4.229
21.7,0.658,4.358
21.8,0.899,4.588
21.9,0.999,4.883
22,0.940,5.196
22.1,0.733,5.479
22.2,0.410,5.686
22.3,0.023,5.785
22.4,-0.368,5.759
22.5,-0.701,5.614
22.6000000000001,-0.923,5.372
22.7000000000001,-1.000,5.071
22.8000000000001,-0.919,4.759
22.9000000000001,-0.692,4.485
23.0000000000001,-0.357,4.292
23.1000000000001,0.035,4.211
23.2000000000001,0.422,4.255
23.3000000000001,0.742,4.416
23.4000000000001,0.944,4.669
23.5000000000001,0.998,4.975
23.6000000000001,0.894,5.284
23.7000000000001,0.649,5.549
23.8000000000001,0.301,5.727
23.9000000000001,-0.094,5.790
24.0000000000001,-0.474,5.729
24.1000000000001,-0.779,5.552
24.2000000000001,-0.962,5.288
24.3000000000001,-0.992,4.979
24.4000000000001,-0.866,4.673
24.5000000000001,-0.603,4.419
24.6000000000001,-0.245,4.256
24.7000000000001,0.152,4.211
24.8000000000001,0.525,4.290
24.9000000000001,0.815,4.482
25.0000000000001,0.976,4.755
25.1000000000001,0.984,5.067
25.2000000000001,0.836,5.368
25.3000000000001,0.556,5.611
25.4000000000001,0.188,5.758
25.5000000000001,-0.209,5.785
25.6000000000001,-0.573,5.688
25.7000000000001,-0.847,5.482
25.8000000000001,-0.987,5.201
25.9000000000001,-0.971,4.887
26.0000000000001,-0.802,4.592
26.1000000000001,-0.506,4.360
26.2000000000001,-0.131,4.230
26.3000000000001,0.266,4.222
26.4000000000001,0.620,4.336
26.5000000000001,0.877,4.555
26.6000000000001,0.995,4.844
26.7000000000001,0.956,5.158
26.8000000000001,0.766,5.447
26.9000000000001,0.455,5.666
27.0000000000001,0.072,5.779
27.1000000000001,-0.322,5.769
27.2000000000001,-0.665,5.638
27.3000000000001,-0.903,5.406
27.4000000000001,-0.999,5.110
27.5000000000001,-0.937,4.797
27.6000000000001,-0.727,4.515
27.7000000000001,-0.402,4.311
27.8000000000001,-0.014,4.215
27.9000000000001,0.376,4.243
28.0000000000001,0.707,4.390
28.1000000000001,0.927,4.634
28.2000000000001,1.000,4.936
28.3000000000001,0.915,5.247
28.4000000000001,0.686,5.520
28.5000000000001,0.348,5.711
28.6000000000001,-0.044,5.789
28.7000000000001,-0.430,5.743
28.8000000000001,-0.747,5.579
28.9000000000001,-0.947,5.324
29.0000000000001,-0.997,5.018
29.1000000000001,-0.890,4.709
29.2000000000001,-0.642,4.446
29.3000000000001,-0.293,4.270
29.4000000000001,0.102,4.210
29.5000000000001,0.482,4.274
29.6000000000002,0.785,4.453
29.7000000000002,0.964,4.718
29.8000000000002,0.991,5.028
29.9000000000002,0.862,5.333
30.0000000000002,0.596,5.586
30.1000000000002,0.237,5.746
30.2000000000002,-0.160,5.789
30.3000000000002,-0.532,5.706
30.4000000000002,-0.820,5.513
30.5000000000002,-0.978,5.238
30.6000000000002,-0.982,4.926
30.7000000000002,-0.831,4.626
30.8000000000002,-0.548,4.384
30.9000000000002,-0.180,4.240
31.0000000000002,0.218,4.216
31.1000000000002,0.581,4.315
31.2000000000002,0.852,4.523
31.3000000000002,0.989,4.806
31.4000000000002,0.969,5.120
31.5000000000002,0.797,5.414
31.6000000000002,0.499,5.644
31.7000000000002,0.122,5.771
31.8000000000002,-0.274,5.777
31.9000000000002,-0.627,5.660
32.0000000000002,-0.881,5.439
32.1000000000002,-0.996,5.149
32.2000000000002,-0.953,4.835
32.3000000000002,-0.760,4.547
32.4000000000002,-0.447,4.331
32.5000000000002,-0.064,4.220
32.6000000000002,0.330,4.232
32.7000000000002,0.672,4.366
32.8000000000002,0.907,4.600
32.9000000000002,0.999,4.897
33.0000000000002,0.934,5.210
33.1000000000002,0.721,5.490
33.2000000000002,0.394,5.693
33.3000000000002,0.005,5.786
33.4000000000002,-0.385,5.755
33.5000000000002,-0.714,5.605
33.6000000000002,-0.930,5.360
33.7000000000002,-1.000,5.057
33.8000000000002,-0.911,4.746
33.9000000000002,-0.679,4.475
34.0000000000002,-0.340,4.286
34.1000000000002,0.053,4.211
34.2000000000002,0.438,4.260
34.3000000000002,0.753,4.425
34.4000000000002,0.950,4.682
34.5000000000002,0.997,4.989
34.6000000000002,0.886,5.297
34.7000000000002,0.635,5.559
34.8000000000002,0.284,5.732
34.9000000000002,-0.111,5.790
35.0000000000002,-0.489,5.723
35.1000000000002,-0.790,5.542
35.2000000000002,-0.967,5.275
35.3000000000002,-0.990,4.965
35.4000000000002,-0.857,4.660
35.5000000000002,-0.589,4.409
35.6000000000002,-0.228,4.252
35.7000000000002,0.169,4.212
35.8000000000002,0.540,4.297
35.9000000000002,0.825,4.493
36.0000000000002,0.980,4.768
36.1000000000002,0.980,5.081
36.2000000000002,0.826,5.381
36.3000000000002,0.541,5.620
36.4000000000002,0.171,5.762
36.5000000000002,-0.226,5.783
36.6000000000003,-0.588,5.681
36.7000000000003,-0.856,5.471
36.8000000000003,-0.990,5.187
36.9000000000003,-0.967,4.873
37.0000000000003,-0.792,4.580
37.1000000000003,-0.491,4.352
37.2000000000003,-0.113,4.227
37.3000000000003,0.283,4.224
37.4000000000003,0.634,4.344
37.5000000000003,0.885,4.567
37.6000000000003,0.996,4.858
37.7000000000003,0.951,5.172
37.8000000000003,0.754,5.459
37.9000000000003,0.439,5.673
38.0000000000003,0.055,5.781
38.1000000000003,-0.338,5.766
38.2000000000003,-0.678,5.630
38.3000000000003,-0.911,5.394
38.4000000000003,-1.000,5.096
38.5000000000003,-0.931,4.783
38.6000000000003,-0.715,4.505
38.7000000000003,-0.386,4.304
38.8000000000003,0.004,4.213
38.9000000000003,0.393,4.247
39.0000000000003,0.720,4.399
39.1000000000003,0.933,4.647
39.2000000000003,0.999,4.950
39.3000000000003,0.908,5.261
39.4000000000003,0.673,5.531
39.5000000000003,0.332,5.717
39.6000000000003,-0.062,5.790
39.7000000000003,-0.446,5.738
39.8000000000003,-0.759,5.570
39.9000000000003,-0.953,5.312
40.0000000000003,-0.996,5.004
40.1000000000003,-0.882,4.696
40.2000000000003,-0.629,4.436
40.3000000000003,-0.276,4.265
40.4000000000003,0.120,4.210
40.5000000000003,0.497,4.280
40.6000000000003,0.796,4.463
40.7000000000003,0.969,4.731
40.8000000000003,0.989,5.042
40.9000000000003,0.853,5.346
41.0000000000003,0.582,5.595
41.1000000000003,0.219,5.751
41.2000000000003,-0.178,5.787
41.3000000000003,-0.547,5.700
41.4000000000003,-0.830,5.502
41.5000000000003,-0.982,5.225
41.6000000000003,-0.978,4.912
41.7000000000003,-0.821,4.613
41.8000000000003,-0.534,4.375
41.9000000000003,-0.162,4.236
42.0000000000003,0.235,4.218
42.1000000000003,0.595,4.323
42.2000000000003,0.861,4.534
42.3000000000003,0.991,4.820
42.4000000000003,0.965,5.134
42.5000000000003,0.786,5.426
42.6000000000003,0.483,5.652
42.7000000000003,0.104,5.774
42.8000000000003,-0.291,5.775
42.9000000000003,-0.641,5.653
43.0000000000003,-0.889,5.428
43.1000000000003,-0.997,5.135
43.2000000000003,-0.948,4.821
43.3000000000003,-0.749,4.536
43.4000000000003,-0.431,4.323
43.5000000000003,-0.046,4.218
43.6000000000003,0.347,4.236
43.7000000000004,0.685,4.375
43.8000000000004,0.914,4.612
43.9000000000004,1.000,4.911
44.0000000000004,0.927,5.223
44.1000000000004,0.709,5.501
44.2000000000004,0.378,5.699
44.3000000000004,-0.012,5.787
44.4000000000004,-0.401,5.751
44.5000000000004,-0.726,5.596
44.6000000000004,-0.936,5.347
44.7000000000004,-0.999,5.043
44.8000000000004,-0.904,4.733
44.9000000000004,-0.666,4.464
45.0000000000004,-0.323,4.280
45.1000000000004,0.071,4.210
45.2000000000004,0.454,4.265
45.3000000000004,0.765,4.435
45.4000000000004,0.955,4.695
45.5000000000004,0.995,5.003
45.6000000000004,0.878,5.310
45.7000000000004,0.622,5.569
45.8000000000004,0.267,5.737
45.9000000000004,-0.129,5.790
46.0000000000004,-0.505,5.717
46.1000000000004,-0.801,5.532
46.2000000000004,-0.971,5.262
46.3000000000004,-0.987,4.951
46.4000000000004,-0.848,4.648
46.5000000000004,-0.575,4.400
46.6000000000004,-0.211,4.247
46.7000000000004,0.187,4.213
46.8000000000004,0.554,4.303
46.9000000000004,0.835,4.503
47.0000000000004,0.983,4.782
47.1000000000004,0.977,5.095
47.2000000000004,0.816,5.393
47.3000000000004,0.526,5.629
47.4000000000004,0.153,5.765
47.5000000000004,-0.244,5.781
47.6000000000004,-0.602,5.674
47.7000000000004,-0.865,5.460
47.8000000000004,-0.992,5.173
47.9000000000004,-0.962,4.860
48.0000000000004,-0.781,4.568
48.1000000000004,-0.476,4.344
48.2000000000004,-0.095,4.224
48.3000000000004,0.300,4.227
48.4000000000004,0.648,4.351
48.5000000000004,0.893,4.578
48.6000000000004,0.998,4.872
48.7000000000004,0.945,5.186
48.8000000000004,0.743,5.470
48.9000000000004,0.423,5.680
49.0000000000004,0.037,5.783
49.1000000000004,-0.355,5.762
49.2000000000004,-0.691,5.621
49.3000000000004,-0.918,5.382
