Time(s),Input(v),Output(v),Output(m)
0,2.512,0,0
0.1,5,0.19,0.333
0.2,5,0.222,0.389
0.3,5,0.277,0.487
0.4,5,0.357,0.627
0.5,5,0.461,0.808
0.6,5,0.588,1.031
0.7,5,0.738,1.295
0.8,5,0.912,1.599
0.9,5,1.108,1.944
1,5,1.328,2.33
1.1,5,1.57,2.755
1.2,5,1.835,3.22
1.3,5,2.123,3.724
1.4,5,2.432,4.267
1.5,5,2.764,4.849
1.6,5,3.118,5.47
1.7,5,3.493,6.129
1.8,5,3.891,6.826
1.9,5,4.309,7.56
2,5,4.75,8.333
2.1,5,5.211,9.142
2.2,5,5.693,9.988
2.3,5,6.197,10.871
2.4,5,6.721,11.791
2.5,5,7.265,12.746
2.6,5,7.831,13.738
2.7,5,8.416,14.765
2.8,5,9.022,15.828
2.9,5,9.648,16.926
3,5,10,18.058
3.1,5,10,19.226
3.2,5,10,20.428
3.3,5,10,21.664
3.4,5,10,22.934
3.5,5,10,24.238
3.6,5,10,25.576
3.7,5,10,26.946
3.8,5,10,28.35
3.9,5,10,29.787
4,5,10,31.256
4.1,5,10,32.757
4.2,5,10,34.291
4.3,5,10,35.856
4.4,5,10,37.454
4.5,5,10,39.082
4.6,5,10,40.742
4.7,5,10,42.433
4.8,5,10,44.155
4.9,5,10,45.907
5,5,10,47.69
5.1,5,10,49.503
5.2,5,10,51.346
5.3,5,10,53.219
5.4,5,10,55.121
5.5,5,10,57.052
5.6,5,10,59.013
5.7,5,10,61.003
5.8,5,10,63.021
5.9,5,10,65.068
6,5,10,67.143
6.1,5,10,69.246
6.2,5,10,71.378
6.3,5,10,73.537
6.4,5,10,75.723
6.5,5,10,77.937
6.6,5,10,80.178
6.7,5,10,82.446
6.8,5,10,84.741
6.9,5,10,87.063
7,5,10,89.411
7.1,5,10,91.785
7.2,5,10,94.185
7.3,5,10,96.611
7.4,5,10,99.063
7.5,5,10,101.54
7.6,5,10,104.042
7.7,5,10,106.57
7.8,5,10,109.123
7.9,5,10,111.7
8,5,10,114.302
8.1,5,10,116.929
8.2,5,10,119.58
8.3,5,10,122.255
8.4,5,10,124.954
8.5,5,10,127.677
8.6,5,10,130.423
8.7,5,10,133.193
8.8,5,10,135.986
8.9,5,10,138.802
9,5,10,141.642
9.1,5,10,144.504
9.2,5,10,147.388
9.3,5,10,150.296
9.4,5,10,153.225
