Time(s),Input(v),Output(v),Output(m)
44.6000000000004,2.503,3.779,6.630
44.7000000000004,2.503,3.789,6.647
44.8000000000004,2.503,3.798,6.664
44.9000000000004,2.503,3.808,6.681
45.0000000000004,2.503,3.818,6.698
45.1000000000004,2.503,3.827,6.715
45.2000000000004,2.503,3.837,6.732
45.3000000000004,2.503,3.847,6.748
45.4000000000004,2.503,3.856,6.765
45.5000000000004,2.503,3.866,6.782
45.6000000000004,2.503,3.875,6.798
45.7000000000004,2.503,3.884,6.815
45.8000000000004,2.503,3.894,6.831
45.9000000000004,2.503,3.903,6.847
46.0000000000004,2.503,3.912,6.864
46.1000000000004,2.503,3.921,6.880
46.2000000000004,2.503,3.931,6.896
46.3000000000004,2.503,3.940,6.912
46.4000000000004,2.503,3.949,6.928
46.5000000000004,2.503,3.958,6.944
46.6000000000004,2.503,3.967,6.959
46.7000000000004,2.503,3.976,6.975
46.8000000000004,2.503,3.985,6.991
46.9000000000004,2.503,3.994,7.007
47.0000000000004,2.503,4.003,7.022
47.1000000000004,2.503,4.011,7.038
47.2000000000004,2.503,4.020,7.053
47.3000000000004,2.503,4.029,7.068
47.4000000000004,2.503,4.038,7.084
47.5000000000004,2.503,4.046,7.099
47.6000000000004,2.503,4.055,7.114
47.7000000000004,2.503,4.064,7.129
47.8000000000004,2.503,4.072,7.144
47.9000000000004,2.503,4.081,7.159
48.0000000000004,2.493,4.089,7.174
48.1000000000004,2.503,4.098,7.189
48.2000000000004,2.503,4.106,7.204
48.3000000000004,2.503,4.114,7.218
48.4000000000004,2.503,4.123,7.233
48.5000000000004,2.503,4.131,7.247
48.6000000000004,2.503,4.139,7.262
48.7000000000004,2.503,4.147,7.276
48.8000000000004,2.503,4.156,7.290
48.9000000000004,2.503,4.164,7.305
49.0000000000004,2.503,4.172,7.319
49.1000000000004,2.503,4.180,7.333
49.2000000000004,2.493,4.188,7.347
49.3000000000004,2.493,4.196,7.361
49.4000000000004,2.503,4.204,7.375
49.5000000000004,2.503,4.211,7.388
49.6000000000004,2.503,4.219,7.402
49.7000000000004,2.503,4.227,7.415
49.8000000000004,2.503,4.234,7.429
49.9000000000004,2.503,4.242,7.442
50.0000000000004,2.503,4.250,7.456
50.1000000000004,2.503,4.257,7.469
50.2000000000004,2.503,4.265,7.482
50.3000000000004,2.503,4.272,7.495
50.4000000000004,2.503,4.280,7.508
50.5000000000004,2.493,4.287,7.522
50.6000000000004,2.503,4.295,7.534
50.7000000000005,2.503,4.302,7.547
50.8000000000005,2.503,4.309,7.560
50.9000000000005,2.503,4.317,7.573
51.0000000000005,2.503,4.324,7.586
51.1000000000005,2.503,4.331,7.598
51.2000000000005,2.503,4.338,7.611
51.3000000000005,2.503,4.345,7.623
51.4000000000005,2.503,4.353,7.636
51.5000000000005,2.503,4.360,7.648
51.6000000000005,2.503,4.367,7.661
51.7000000000005,2.503,4.374,7.673
51.8000000000005,2.503,4.381,7.686
51.9000000000005,2.503,4.388,7.698
52.0000000000005,2.503,4.395,7.710
52.1000000000005,2.503,4.402,7.723
52.2000000000005,2.503,4.409,7.735
52.3000000000005,2.493,4.416,7.747
52.4000000000005,2.503,4.423,7.759
52.5000000000005,2.503,4.429,7.771
52.6000000000005,2.493,4.436,7.783
52.7000000000005,2.503,4.443,7.794
52.8000000000005,2.503,4.449,7.806
52.9000000000005,2.493,4.456,7.818
53.0000000000005,2.503,4.462,7.829
53.1000000000005,2.503,4.469,7.840
53.2000000000005,2.503,4.475,7.852
53.3000000000005,2.503,4.482,7.863
53.4000000000005,2.503,4.488,7.874
53.5000000000005,2.503,4.495,7.885
53.6000000000005,2.503,4.501,7.897
53.7000000000005,2.503,4.507,7.908
53.8000000000005,2.503,4.514,7.919
53.9000000000005,2.503,4.520,7.930
54.0000000000005,2.503,4.526,7.941
54.1000000000005,2.503,4.533,7.952
54.2000000000005,2.503,4.539,7.963
54.3000000000005,2.503,4.545,7.974
54.4000000000005,2.503,4.551,7.985
54.5000000000005,2.503,4.558,7.996
54.6000000000005,2.503,4.564,8.007
54.7000000000005,2.503,4.570,8.017
54.8000000000005,2.493,4.576,8.028
54.9000000000005,2.503,4.582,8.039
55.0000000000005,2.503,4.588,8.049
55.1000000000005,2.503,4.594,8.060
55.2000000000005,2.503,4.600,8.070
55.3000000000005,2.503,4.606,8.081
55.4000000000005,2.503,4.612,8.091
55.5000000000005,2.503,4.618,8.102
55.6000000000005,2.493,4.624,8.112
55.7000000000005,2.503,4.630,8.122
55.8000000000005,2.503,4.635,8.132
55.9000000000005,2.503,4.641,8.143
56.0000000000005,2.503,4.647,8.153
56.1000000000005,2.503,4.653,8.163
56.2000000000005,2.503,4.658,8.173
56.3000000000005,2.503,4.664,8.183
56.4000000000005,2.503,4.670,8.193
56.5000000000005,2.503,4.676,8.203
56.6000000000005,2.503,4.681,8.213
56.7000000000005,2.503,4.687,8.223
56.8000000000005,2.503,4.693,8.233
56.9000000000005,2.503,4.698,8.242
57.0000000000005,2.503,4.704,8.252
57.1000000000005,2.503,4.709,8.262
57.2000000000005,2.503,4.715,8.272
57.3000000000005,2.503,4.721,8.282
57.4000000000005,2.493,4.726,8.292
57.5000000000005,2.503,4.732,8.301
57.6000000000005,2.503,4.737,8.311
57.7000000000005,2.503,4.742,8.320
57.8000000000006,2.493,4.748,8.330
57.9000000000006,2.503,4.753,8.339
58.0000000000006,2.503,4.759,8.348
58.1000000000006,2.503,4.764,8.358
58.2000000000006,2.503,4.769,8.367
58.3000000000006,2.503,4.774,8.376
58.4000000000006,2.503,4.780,8.385
58.5000000000006,2.503,4.785,8.394
58.6000000000006,2.503,4.790,8.404
58.7000000000006,2.493,4.795,8.413
58.8000000000006,2.503,4.800,8.422
58.9000000000006,2.493,4.805,8.431
59.0000000000006,2.503,4.810,8.439
59.1000000000006,2.503,4.815,8.448
59.2000000000006,2.503,4.820,8.457
59.3000000000006,2.503,4.825,8.466
59.4000000000006,2.493,4.830,8.474
59.5000000000006,2.493,4.835,8.483
59.6000000000006,2.493,4.840,8.491
59.7000000000006,2.503,4.845,8.499
59.8000000000006,2.503,4.849,8.507
59.9000000000006,2.503,4.854,8.515
60.0000000000006,2.493,4.858,8.524
60.1000000000006,2.503,4.863,8.532
60.2000000000006,2.503,4.867,8.539
60.3000000000006,2.503,4.872,8.547
60.4000000000006,2.503,4.876,8.555
60.5000000000006,2.493,4.881,8.563
60.6000000000006,2.493,4.885,8.571
60.7000000000006,2.503,4.890,8.578
60.8000000000006,2.503,4.894,8.586
60.9000000000006,2.503,4.898,8.593
61.0000000000006,2.503,4.902,8.601
61.1000000000006,2.493,4.907,8.608
61.2000000000006,2.503,4.911,8.616
61.3000000000006,2.493,4.915,8.623
61.4000000000006,2.503,4.919,8.630
61.5000000000006,2.493,4.923,8.637
61.6000000000006,2.503,4.927,8.644
61.7000000000006,2.493,4.931,8.651
61.8000000000006,2.493,4.935,8.658
61.9000000000006,2.493,4.939,8.665
62.0000000000006,2.503,4.942,8.671
62.1000000000006,2.503,4.946,8.677
62.2000000000006,2.503,4.950,8.684
62.3000000000006,2.503,4.953,8.690
62.4000000000006,2.503,4.957,8.697
62.5000000000006,2.503,4.961,8.703
62.6000000000006,2.493,4.965,8.710
62.7000000000006,2.503,4.968,8.716
62.8000000000006,2.503,4.972,8.722
62.9000000000006,2.493,4.975,8.728
63.0000000000006,2.503,4.979,8.735
63.1000000000006,2.503,4.982,8.741
63.2000000000006,2.503,4.986,8.747
63.3000000000006,2.493,4.989,8.753
63.4000000000006,2.503,4.993,8.759
63.5000000000006,2.503,4.996,8.765
63.6000000000006,2.493,4.999,8.771
63.7000000000006,2.493,5.003,8.777
63.8000000000006,2.503,5.006,8.782
63.9000000000006,2.503,5.009,8.788
64.0000000000006,2.503,5.012,8.793
64.1000000000006,2.503,5.015,8.799
64.2000000000006,2.503,5.019,8.805
64.3000000000006,2.493,5.022,8.810
64.4000000000006,2.503,5.025,8.816
64.5000000000006,2.493,5.028,8.821
64.6000000000006,2.503,5.031,8.827
64.7000000000006,2.493,5.034,8.832
64.8000000000006,2.503,5.037,8.837
64.9000000000006,2.503,5.040,8.842
65.0000000000006,2.503,5.043,8.847
65.1000000000006,2.503,5.046,8.853
65.2000000000006,2.503,5.049,8.858
65.3000000000006,2.503,5.052,8.863
65.4000000000006,2.503,5.055,8.868
65.5000000000006,2.493,5.058,8.874
65.6000000000005,2.503,5.061,8.879
65.7000000000005,2.503,5.064,8.884
65.8000000000005,2.493,5.067,8.889
65.9000000000005,2.503,5.069,8.894
66.0000000000005,2.503,5.072,8.899
66.1000000000005,2.503,5.075,8.904
66.2000000000005,2.493,5.078,8.909
66.3000000000005,2.503,5.081,8.913
66.4000000000005,2.493,5.083,8.918
66.5000000000005,2.503,5.086,8.923
66.6000000000005,2.493,5.089,8.927
66.7000000000005,2.503,5.091,8.932
66.8000000000005,2.493,5.094,8.937
66.9000000000005,2.503,5.096,8.941
67.0000000000005,2.503,5.099,8.945
67.1000000000005,2.493,5.101,8.950
67.2000000000005,2.493,5.104,8.954
67.3000000000005,2.503,5.106,8.958
67.4000000000004,2.503,5.108,8.962
67.5000000000004,2.503,5.111,8.966
67.6000000000004,2.503,5.113,8.970
67.7000000000004,2.493,5.115,8.975
67.8000000000004,2.503,5.118,8.979
67.9000000000004,2.503,5.120,8.983
68.0000000000004,2.503,5.122,8.987
68.1000000000004,2.503,5.125,8.991
68.2000000000004,2.503,5.127,8.995
68.3000000000004,2.503,5.129,8.999
68.4000000000004,2.503,5.132,9.003
68.5000000000004,2.493,5.134,9.007
68.6000000000004,2.503,5.136,9.011
68.7000000000004,2.493,5.138,9.015
68.8000000000004,2.493,5.141,9.019
68.9000000000004,2.493,5.143,9.022
69.0000000000004,2.503,5.145,9.026
69.1000000000003,2.493,5.147,9.029
69.2000000000003,2.493,5.149,9.033
69.3000000000003,2.503,5.151,9.036
69.4000000000003,2.493,5.152,9.039
69.5000000000003,2.503,5.154,9.042
69.6000000000003,2.493,5.156,9.046
69.7000000000003,2.503,5.158,9.049
69.8000000000003,2.503,5.159,9.052
69.9000000000003,2.503,5.161,9.055
70.0000000000003,2.503,5.163,9.058
70.1000000000003,2.503,5.165,9.061
70.2000000000003,2.503,5.166,9.064
70.3000000000003,2.503,5.168,9.067
70.4000000000003,2.493,5.170,9.070
70.5000000000003,2.493,5.172,9.073
70.6000000000003,2.493,5.173,9.076
70.7000000000003,2.493,5.175,9.079
70.8000000000003,2.493,5.176,9.081
70.9000000000002,2.503,5.178,9.084
71.0000000000002,2.503,5.179,9.086
71.1000000000002,2.503,5.181,9.089
71.2000000000002,2.493,5.182,9.091
71.3000000000002,2.503,5.183,9.094
71.4000000000002,2.493,5.185,9.096
71.5000000000002,2.503,5.186,9.098
71.6000000000002,2.493,5.187,9.101
71.7000000000002,2.493,5.189,9.103
71.8000000000002,2.503,5.190,9.105
71.9000000000002,2.493,5.191,9.107
72.0000000000002,2.503,5.192,9.109
72.1000000000002,2.503,5.193,9.111
72.2000000000002,2.503,5.194,9.113
72.3000000000002,2.503,5.195,9.115
72.4000000000002,2.503,5.197,9.117
72.5000000000002,2.503,5.198,9.119
72.6000000000002,2.493,5.199,9.121
72.7000000000001,2.503,5.200,9.123
72.8000000000001,2.503,5.201,9.125
72.9000000000001,2.493,5.202,9.127
73.0000000000001,2.493,5.203,9.129
73.1000000000001,2.503,5.204,9.131
73.2000000000001,2.493,5.205,9.132
73.3000000000001,2.493,5.206,9.134
73.4000000000001,2.503,5.207,9.136
73.5000000000001,2.493,5.208,9.137
73.6000000000001,2.493,5.209,9.139
73.7000000000001,2.493,5.210,9.140
73.8000000000001,2.493,5.210,9.141
73.9000000000001,2.493,5.211,9.142
74.0000000000001,2.493,5.211,9.143
74.1000000000001,2.493,5.212,9.144
74.2000000000001,2.503,5.212,9.144
74.3000000000001,2.493,5.213,9.145
74.4,2.493,5.213,9.145
74.5,2.503,5.213,9.146
74.6,2.503,5.213,9.146
74.7,2.503,5.214,9.147
74.8,2.493,5.214,9.147
74.9,2.493,5.214,9.148
75,2.493,5.214,9.148
75.1,2.503,5.214,9.148
75.2,2.503,5.215,9.148
75.3,2.493,5.215,9.149
75.4,2.503,5.215,9.149
75.5,2.493,5.215,9.149
75.6,2.503,5.215,9.149
75.7,2.493,5.215,9.149
75.8,2.503,5.215,9.149
75.9,2.493,5.215,9.149
76,2.503,5.215,9.149
76.1,2.503,5.215,9.149
76.1999999999999,2.503,5.215,9.149
76.2999999999999,2.503,5.215,9.149
76.3999999999999,2.493,5.215,9.149
76.4999999999999,2.503,5.215,9.149
76.5999999999999,2.493,5.215,9.149
76.6999999999999,2.493,5.215,9.149
76.7999999999999,2.503,5.214,9.148
76.8999999999999,2.493,5.214,9.148
76.9999999999999,2.493,5.214,9.148
77.0999999999999,2.503,5.214,9.147
77.1999999999999,2.493,5.214,9.147
77.2999999999999,2.493,5.213,9.146
77.3999999999999,2.503,5.213,9.146
77.4999999999999,2.503,5.213,9.145
77.5999999999999,2.493,5.212,9.144
77.6999999999999,2.493,5.212,9.144
77.7999999999999,2.493,5.211,9.143
77.8999999999998,2.503,5.211,9.142
77.9999999999998,2.503,5.210,9.141
78.0999999999998,2.493,5.210,9.140
78.1999999999998,2.493,5.209,9.139
78.2999999999998,2.503,5.209,9.138
78.3999999999998,2.503,5.208,9.137
78.4999999999998,2.493,5.208,9.136
78.5999999999998,2.493,5.207,9.135
78.6999999999998,2.493,5.206,9.134
78.7999999999998,2.493,5.206,9.133
78.8999999999998,2.503,5.205,9.131
78.9999999999998,2.493,5.204,9.130
79.0999999999998,2.503,5.203,9.129
79.1999999999998,2.493,5.203,9.127
79.2999999999998,2.503,5.202,9.126
79.3999999999998,2.503,5.201,9.124
79.4999999999998,2.493,5.200,9.123
79.5999999999998,2.503,5.199,9.121
79.6999999999997,2.503,5.198,9.120
79.7999999999997,2.503,5.197,9.118
79.8999999999997,2.503,5.197,9.117
79.9999999999997,2.493,5.196,9.116
80.0999999999997,2.503,5.195,9.114
80.1999999999997,2.493,5.194,9.113
80.2999999999997,2.503,5.193,9.111
80.3999999999997,2.503,5.193,9.110
80.4999999999997,2.503,5.192,9.109
80.5999999999997,2.493,5.191,9.107
80.6999999999997,2.493,5.190,9.106
80.7999999999997,2.503,5.189,9.104
80.8999999999997,2.503,5.189,9.103
80.9999999999997,2.503,5.188,9.101
81.0999999999997,2.493,5.187,9.100
81.1999999999997,2.493,5.186,9.098
81.2999999999997,2.493,5.185,9.097
81.3999999999997,2.503,5.184,9.095
