Time(s),Input(v),Output(v),Output(m)
11.4,2.512,0.000,0.000
11.5,2.512,0.000,0.000
11.6,2.512,0.000,0.000
11.7,2.522,0.000,0.000
11.8,2.512,0.000,0.000
11.9,2.522,0.000,0.000
12,2.522,0.000,0.000
12.1,2.512,0.000,0.000
12.2,2.512,0.000,0.000
12.3,2.512,0.000,0.000
12.4,2.512,0.000,0.000
12.5,2.512,0.000,0.000
12.6,2.522,0.000,0.000
12.7,2.522,0.000,0.000
12.8,2.522,0.000,0.000
12.9,2.512,0.000,0.000
13,2.522,0.000,0.000
13.1,2.522,0.000,0.000
13.2,2.512,0.000,0.000
13.3,2.522,0.000,0.000
13.4,2.522,0.000,0.000
13.5,2.512,0.000,0.000
13.6,2.522,0.000,0.000
13.7,2.522,0.000,0.000
13.8,2.522,0.000,0.000
13.9,2.522,0.000,0.000
14,2.512,0.000,0.000
14.1,2.512,0.000,0.000
14.2,2.512,0.000,0.001
14.3,2.522,0.001,0.001
14.4,2.512,0.001,0.002
14.5,2.522,0.002,0.003
14.6,2.512,0.003,0.005
14.7,2.512,0.004,0.007
14.8,2.512,0.005,0.009
14.9,2.522,0.006,0.011
15,2.522,0.008,0.014
15.1,2.522,0.009,0.016
15.2,2.522,0.011,0.020
15.3,2.522,0.013,0.023
15.4,2.512,0.016,0.027
15.5,2.512,0.018,0.031
15.6,2.512,0.020,0.036
15.7,2.512,0.023,0.040
15.8,2.512,0.026,0.045
15.9,2.522,0.028,0.050
16,2.522,0.031,0.055
16.1,2.522,0.035,0.061
16.2,2.512,0.038,0.066
16.3,2.512,0.041,0.073
16.4,2.522,0.045,0.079
16.5,2.522,0.049,0.085
16.6,2.522,0.053,0.092
16.7,2.512,0.057,0.100
16.8,2.522,0.061,0.107
16.9,2.512,0.065,0.115
17,2.512,0.070,0.123
17.1,2.512,0.074,0.131
17.2,2.512,0.079,0.139
17.3,2.522,0.084,0.147
17.4,2.512,0.089,0.156
17.5,2.522,0.094,0.165
17.6,2.522,0.099,0.174
17.7,2.522,0.104,0.183
17.8,2.522,0.110,0.193
17.9,2.512,0.116,0.203
18,2.522,0.122,0.213
18.1,2.512,0.128,0.224
18.2,2.522,0.134,0.234
18.3,2.512,0.140,0.245
18.4,2.512,0.146,0.256
18.5,2.522,0.153,0.268
18.6,2.512,0.159,0.279
18.7,2.522,0.166,0.291
18.8,2.512,0.173,0.303
18.9,2.522,0.180,0.315
19,2.512,0.187,0.327
19.1,2.512,0.194,0.340
19.2,2.512,0.201,0.352
19.3,2.512,0.208,0.365
19.4,2.512,0.216,0.378
19.5,2.512,0.223,0.391
19.6,2.522,0.230,0.404
19.7,2.512,0.238,0.418
19.8,2.512,0.246,0.431
19.9,2.522,0.254,0.445
20,2.512,0.261,0.459
20.1,2.512,0.269,0.473
20.2,2.512,0.278,0.487
20.3,2.512,0.286,0.501
20.4,2.512,0.294,0.516
20.5,2.522,0.302,0.530
20.6,2.512,0.311,0.545
20.7,2.522,0.319,0.560
20.8,2.512,0.328,0.575
20.9,2.522,0.336,0.590
21,2.512,0.345,0.606
21.1,2.512,0.354,0.621
21.2,2.512,0.363,0.637
21.3,2.512,0.372,0.653
21.4,2.512,0.381,0.669
21.5,2.512,0.390,0.685
21.6,2.512,0.400,0.701
21.7,2.522,0.409,0.717
21.8,2.522,0.418,0.734
21.9,2.522,0.428,0.750
22,2.512,0.437,0.767
22.1,2.512,0.447,0.785
22.2,2.512,0.457,0.802
22.3,2.512,0.467,0.819
22.4,2.512,0.477,0.837
22.5,2.512,0.487,0.854
22.6000000000001,2.512,0.497,0.872
22.7000000000001,2.512,0.507,0.889
22.8000000000001,2.512,0.517,0.907
22.9000000000001,2.512,0.527,0.925
23.0000000000001,2.512,0.537,0.943
23.1000000000001,2.512,0.548,0.961
23.2000000000001,2.522,0.558,0.979
23.3000000000001,2.512,0.568,0.997
23.4000000000001,2.512,0.579,1.016
23.5000000000001,2.512,0.589,1.034
23.6000000000001,2.512,0.600,1.053
23.7000000000001,2.512,0.611,1.071
23.8000000000001,2.512,0.621,1.090
23.9000000000001,2.512,0.632,1.109
24.0000000000001,2.512,0.643,1.128
24.1000000000001,2.512,0.654,1.147
24.2000000000001,2.512,0.665,1.166
24.3000000000001,2.512,0.676,1.185
24.4000000000001,2.512,0.687,1.204
24.5000000000001,2.512,0.698,1.224
24.6000000000001,2.512,0.709,1.243
24.7000000000001,2.512,0.720,1.263
24.8000000000001,2.512,0.731,1.282
24.9000000000001,2.512,0.742,1.302
25.0000000000001,2.512,0.753,1.321
25.1000000000001,2.512,0.764,1.341
25.2000000000001,2.512,0.776,1.361
25.3000000000001,2.512,0.787,1.381
25.4000000000001,2.512,0.799,1.401
25.5000000000001,2.522,0.810,1.421
25.6000000000001,2.512,0.822,1.441
25.7000000000001,2.512,0.833,1.462
25.8000000000001,2.512,0.845,1.482
25.9000000000001,2.512,0.856,1.503
26.0000000000001,2.512,0.868,1.523
26.1000000000001,2.512,0.880,1.544
26.2000000000001,2.512,0.892,1.564
26.3000000000001,2.512,0.904,1.585
26.4000000000001,2.512,0.915,1.606
26.5000000000001,2.512,0.927,1.627
26.6000000000001,2.512,0.939,1.648
26.7000000000001,2.512,0.951,1.669
26.8000000000001,2.512,0.963,1.690
26.9000000000001,2.512,0.975,1.711
27.0000000000001,2.512,0.988,1.733
27.1000000000001,2.512,1.000,1.754
27.2000000000001,2.512,1.012,1.775
27.3000000000001,2.512,1.024,1.797
27.4000000000001,2.512,1.036,1.818
27.5000000000001,2.512,1.049,1.840
27.6000000000001,2.512,1.061,1.861
27.7000000000001,2.512,1.073,1.883
27.8000000000001,2.512,1.086,1.905
27.9000000000001,2.512,1.098,1.926
28.0000000000001,2.512,1.110,1.948
28.1000000000001,2.512,1.123,1.970
28.2000000000001,2.512,1.135,1.992
28.3000000000001,2.512,1.148,2.014
28.4000000000001,2.512,1.161,2.036
28.5000000000001,2.512,1.173,2.058
28.6000000000001,2.512,1.186,2.081
28.7000000000001,2.512,1.199,2.103
28.8000000000001,2.512,1.211,2.125
28.9000000000001,2.512,1.224,2.147
29.0000000000001,2.512,1.237,2.170
29.1000000000001,2.512,1.250,2.192
29.2000000000001,2.512,1.262,2.215
29.3000000000001,2.512,1.275,2.237
29.4000000000001,2.512,1.288,2.260
29.5000000000001,2.512,1.301,2.283
29.6000000000002,2.512,1.314,2.306
29.7000000000002,2.512,1.327,2.328
29.8000000000002,2.512,1.340,2.351
29.9000000000002,2.512,1.353,2.374
30.0000000000002,2.512,1.366,2.397
30.1000000000002,2.512,1.379,2.420
30.2000000000002,2.512,1.393,2.443
30.3000000000002,2.512,1.406,2.466
30.4000000000002,2.512,1.419,2.489
30.5000000000002,2.512,1.432,2.513
30.6000000000002,2.512,1.445,2.536
30.7000000000002,2.512,1.459,2.559
30.8000000000002,2.512,1.472,2.582
30.9000000000002,2.512,1.485,2.606
31.0000000000002,2.512,1.499,2.629
31.1000000000002,2.512,1.512,2.653
31.2000000000002,2.512,1.526,2.676
31.3000000000002,2.512,1.539,2.700
31.4000000000002,2.512,1.552,2.724
31.5000000000002,2.512,1.566,2.747
31.6000000000002,2.512,1.579,2.771
31.7000000000002,2.512,1.593,2.795
31.8000000000002,2.522,1.607,2.819
31.9000000000002,2.512,1.620,2.843
32.0000000000002,2.512,1.634,2.867
32.1000000000002,2.512,1.648,2.891
32.2000000000002,2.512,1.662,2.915
32.3000000000002,2.512,1.675,2.939
32.4000000000002,2.512,1.689,2.963
32.5000000000002,2.512,1.703,2.988
32.6000000000002,2.512,1.717,3.012
32.7000000000002,2.512,1.731,3.036
32.8000000000002,2.512,1.745,3.061
32.9000000000002,2.512,1.759,3.085
33.0000000000002,2.512,1.773,3.110
33.1000000000002,2.512,1.787,3.134
33.2000000000002,2.512,1.801,3.159
33.3000000000002,2.512,1.815,3.184
33.4000000000002,2.512,1.829,3.208
33.5000000000002,2.512,1.843,3.233
33.6000000000002,2.512,1.857,3.258
33.7000000000002,2.512,1.871,3.282
33.8000000000002,2.512,1.885,3.307
33.9000000000002,2.512,1.899,3.332
34.0000000000002,2.512,1.913,3.357
34.1000000000002,2.512,1.928,3.382
34.2000000000002,2.512,1.942,3.407
34.3000000000002,2.503,1.956,3.432
34.4000000000002,2.512,1.970,3.457
34.5000000000002,2.512,1.985,3.482
34.6000000000002,2.503,1.999,3.507
34.7000000000002,2.512,2.013,3.531
34.8000000000002,2.512,2.027,3.556
34.9000000000002,2.512,2.041,3.581
35.0000000000002,2.512,2.056,3.606
35.1000000000002,2.512,2.070,3.631
35.2000000000002,2.503,2.084,3.656
35.3000000000002,2.512,2.098,3.681
35.4000000000002,2.512,2.112,3.706
35.5000000000002,2.512,2.127,3.731
35.6000000000002,2.503,2.141,3.756
35.7000000000002,2.503,2.155,3.781
35.8000000000002,2.512,2.169,3.806
35.9000000000002,2.512,2.183,3.830
36.0000000000002,2.512,2.197,3.855
36.1000000000002,2.512,2.212,3.880
36.2000000000002,2.512,2.226,3.905
36.3000000000002,2.503,2.240,3.930
36.4000000000002,2.512,2.254,3.955
36.5000000000002,2.503,2.268,3.979
36.6000000000003,2.512,2.282,4.004
36.7000000000003,2.512,2.296,4.029
36.8000000000003,2.512,2.311,4.054
36.9000000000003,2.512,2.325,4.078
37.0000000000003,2.503,2.339,4.103
37.1000000000003,2.503,2.353,4.128
37.2000000000003,2.512,2.367,4.153
37.3000000000003,2.512,2.381,4.177
37.4000000000003,2.512,2.395,4.202
37.5000000000003,2.512,2.409,4.227
37.6000000000003,2.512,2.423,4.251
37.7000000000003,2.503,2.437,4.276
37.8000000000003,2.512,2.452,4.301
37.9000000000003,2.503,2.466,4.326
38.0000000000003,2.512,2.480,4.350
38.1000000000003,2.512,2.494,4.375
38.2000000000003,2.503,2.508,4.400
38.3000000000003,2.512,2.522,4.424
38.4000000000003,2.503,2.536,4.449
38.5000000000003,2.503,2.550,4.473
38.6000000000003,2.512,2.564,4.497
38.7000000000003,2.512,2.577,4.522
38.8000000000003,2.512,2.591,4.546
38.9000000000003,2.503,2.605,4.571
39.0000000000003,2.512,2.619,4.595
39.1000000000003,2.503,2.633,4.619
39.2000000000003,2.503,2.647,4.644
39.3000000000003,2.512,2.661,4.668
39.4000000000003,2.512,2.674,4.692
39.5000000000003,2.512,2.688,4.716
39.6000000000003,2.503,2.702,4.740
39.7000000000003,2.503,2.716,4.764
39.8000000000003,2.512,2.729,4.788
39.9000000000003,2.503,2.743,4.812
40.0000000000003,2.512,2.757,4.836
40.1000000000003,2.503,2.770,4.860
40.2000000000003,2.503,2.784,4.884
40.3000000000003,2.512,2.797,4.908
40.4000000000003,2.512,2.811,4.932
40.5000000000003,2.512,2.825,4.955
40.6000000000003,2.503,2.838,4.979
40.7000000000003,2.503,2.852,5.003
40.8000000000003,2.503,2.865,5.027
40.9000000000003,2.503,2.879,5.050
41.0000000000003,2.503,2.892,5.073
41.1000000000003,2.512,2.905,5.097
41.2000000000003,2.503,2.918,5.120
41.3000000000003,2.512,2.932,5.143
41.4000000000003,2.503,2.945,5.166
41.5000000000003,2.503,2.958,5.189
41.6000000000003,2.512,2.971,5.212
41.7000000000003,2.503,2.984,5.236
41.8000000000003,2.512,2.997,5.258
41.9000000000003,2.503,3.010,5.281
42.0000000000003,2.503,3.023,5.304
42.1000000000003,2.512,3.036,5.327
42.2000000000003,2.512,3.049,5.350
42.3000000000003,2.503,3.062,5.373
42.4000000000003,2.512,3.075,5.395
42.5000000000003,2.503,3.088,5.418
42.6000000000003,2.503,3.101,5.441
42.7000000000003,2.503,3.114,5.463
42.8000000000003,2.503,3.127,5.486
42.9000000000003,2.503,3.140,5.508
43.0000000000003,2.503,3.152,5.530
43.1000000000003,2.503,3.165,5.553
43.2000000000003,2.503,3.178,5.575
43.3000000000003,2.512,3.190,5.596
43.4000000000003,2.503,3.203,5.618
43.5000000000003,2.503,3.215,5.640
43.6000000000003,2.503,3.227,5.662
43.7000000000004,2.503,3.240,5.684
43.8000000000004,2.503,3.252,5.705
43.9000000000004,2.503,3.264,5.727
44.0000000000004,2.512,3.276,5.748
44.1000000000004,2.503,3.288,5.769
44.2000000000004,2.503,3.301,5.791
44.3000000000004,2.503,3.313,5.812
44.4000000000004,2.503,3.325,5.833
44.5000000000004,2.503,3.337,5.854
44.6000000000004,2.503,3.349,5.875
44.7000000000004,2.512,3.360,5.895
44.8000000000004,2.503,3.372,5.916
44.9000000000004,2.503,3.384,5.937
45.0000000000004,2.503,3.396,5.958
45.1000000000004,2.503,3.407,5.978
45.2000000000004,2.503,3.419,5.998
45.3000000000004,2.503,3.431,6.019
45.4000000000004,2.503,3.442,6.039
45.5000000000004,2.512,3.454,6.059
45.6000000000004,2.503,3.465,6.079
45.7000000000004,2.512,3.477,6.099
45.8000000000004,2.503,3.488,6.120
45.9000000000004,2.503,3.500,6.140
46.0000000000004,2.503,3.511,6.160
46.1000000000004,2.503,3.522,6.180
46.2000000000004,2.503,3.534,6.199
46.3000000000004,2.512,3.545,6.219
46.4000000000004,2.503,3.556,6.239
46.5000000000004,2.503,3.567,6.259
46.6000000000004,2.512,3.579,6.278
46.7000000000004,2.503,3.590,6.298
46.8000000000004,2.512,3.601,6.317
46.9000000000004,2.503,3.612,6.337
47.0000000000004,2.503,3.623,6.357
47.1000000000004,2.503,3.634,6.376
47.2000000000004,2.503,3.645,6.395
47.3000000000004,2.503,3.656,6.415
47.4000000000004,2.503,3.667,6.434
47.5000000000004,2.503,3.678,6.453
47.6000000000004,2.503,3.689,6.472
47.7000000000004,2.503,3.700,6.491
47.8000000000004,2.503,3.711,6.510
47.9000000000004,2.503,3.721,6.528
48.0000000000004,2.503,3.732,6.547
48.1000000000004,2.493,3.742,6.566
48.2000000000004,2.503,3.753,6.584
48.3000000000004,2.503,3.763,6.602
48.4000000000004,2.503,3.774,6.620
48.5000000000004,2.503,3.784,6.638
48.6000000000004,2.503,3.794,6.656
48.7000000000004,2.503,3.804,6.674
48.8000000000004,2.512,3.815,6.692
48.9000000000004,2.503,3.825,6.710
49.0000000000004,2.503,3.835,6.728
49.1000000000004,2.503,3.845,6.746
49.2000000000004,2.503,3.855,6.763
49.3000000000004,2.493,3.865,6.781
49.4000000000004,2.503,3.875,6.798
49.5000000000004,2.503,3.885,6.816
49.6000000000004,2.503,3.895,6.833
49.7000000000004,2.503,3.904,6.850
49.8000000000004,2.503,3.914,6.867
49.9000000000004,2.493,3.924,6.884
50.0000000000004,2.503,3.933,6.901
50.1000000000004,2.493,3.943,6.917
50.2000000000004,2.503,3.952,6.934
50.3000000000004,2.503,3.962,6.950
50.4000000000004,2.503,3.971,6.966
50.5000000000004,2.503,3.980,6.983
50.6000000000004,2.503,3.989,6.999
50.7000000000005,2.503,3.998,7.015
50.8000000000005,2.493,4.008,7.031
50.9000000000005,2.503,4.016,7.046
51.0000000000005,2.503,4.025,7.062
51.1000000000005,2.503,4.034,7.078
51.2000000000005,2.503,4.043,7.093
51.3000000000005,2.503,4.052,7.109
51.4000000000005,2.503,4.061,7.124
51.5000000000005,2.503,4.070,7.140
51.6000000000005,2.503,4.078,7.155
51.7000000000005,2.503,4.087,7.170
51.8000000000005,2.503,4.096,7.185
51.9000000000005,2.503,4.104,7.201
52.0000000000005,2.503,4.113,7.216
52.1000000000005,2.503,4.121,7.231
52.2000000000005,2.503,4.130,7.246
52.3000000000005,2.503,4.138,7.261
52.4000000000005,2.503,4.147,7.275
52.5000000000005,2.503,4.155,7.290
52.6000000000005,2.503,4.164,7.305
52.7000000000005,2.503,4.172,7.319
52.8000000000005,2.503,4.180,7.334
52.9000000000005,2.512,4.189,7.349
53.0000000000005,2.503,4.197,7.363
