Time(s),Input(v),Output(v),Output(m)
0,2.483,0,0
0.1,5,0.008,0.013
0.2,5,0.039,0.069
0.3,5,0.095,0.167
0.4,5,0.175,0.307
0.5,5,0.278,0.488
0.6,5,0.405,0.711
0.7,5,0.556,0.975
0.8,5,0.729,1.28
0.9,5,0.926,1.625
1,5,1.146,2.01
1.1,5,1.388,2.435
1.2,5,1.653,2.9
1.3,5,1.94,3.404
1.4,5,2.25,3.948
1.5,5,2.582,4.53
1.6,5,2.936,5.15
1.7,5,3.311,5.809
1.8,5,3.708,6.506
1.9,5,4.127,7.241
2,5,4.567,8.013
2.1,5,5.029,8.822
2.2,5,5.511,9.668
2.3,5,6.014,10.551
2.4,5,6.538,11.471
2.5,5,7.083,12.426
2.6,5,7.648,13.418
2.7,5,8.234,14.445
2.8,5,8.84,15.508
2.9,5,9.465,16.606
3,5,10,17.739
3.1,5,10,18.906
3.2,5,10,20.108
3.3,5,10,21.344
3.4,5,10,22.614
3.5,5,10,23.918
3.6,5,10,25.256
3.7,5,10,26.626
3.8,5,10,28.03
3.9,5,10,29.467
4,5,10,30.936
4.1,5,10,32.437
4.2,5,10,33.971
4.3,5,10,35.537
4.4,5,10,37.134
4.5,5,10,38.763
4.6,5,10,40.422
4.7,5,10,42.113
4.8,5,10,43.835
4.9,5,10,45.588
5,5,10,47.37
5.1,5,10,49.183
5.2,5,10,51.026
5.3,5,10,52.899
5.4,5,10,54.801
5.5,5,10,56.733
5.6,5,10,58.693
5.7,5,10,60.683
5.8,5,10,62.701
5.9,5,10,64.748
6,5,10,66.823
6.1,5,10,68.926
6.2,5,10,71.058
6.3,5,10,73.217
6.4,5,10,75.403
6.5,5,10,77.617
6.6,5,10,79.858
6.7,5,10,82.126
6.8,5,10,84.421
6.9,5,10,86.743
7,5,10,89.091
7.1,5,10,91.465
7.2,5,10,93.865
7.3,5,10,96.291
7.4,5,10,98.743
7.5,5,10,101.22
7.6,5,10,103.722
7.7,5,10,106.25
7.8,5,10,108.803
7.9,5,10,111.38
8,5,10,113.982
8.1,5,10,116.609
8.2,5,10,119.26
8.3,5,10,121.935
8.4,5,10,124.634
8.5,5,10,127.357
8.6,5,10,130.103
8.7,5,10,132.873
8.8,5,10,135.666
8.9,5,10,138.482
9,5,10,141.322
9.1,5,10,144.184
9.2,5,10,147.068
9.3,5,10,149.976
9.4,5,10,152.905
9.5,5,10,155.857
9.6,5,10,158.831
9.7,5,10,161.826
9.8,5,10,164.843
9.9,5,10,167.882
10,5,10,170.943
10.1,5,10,174.024
10.2,5,10,177.127
10.3,5,10,180.251
10.4,5,10,183.395
10.5,5,10,186.56
10.6,5,10,189.746
10.7,5,10,192.952
10.8,5,10,196.179
10.9,5,10,199.425
11,5,10,202.692
11.1,5,10,205.978
11.2,5,10,209.284
11.3,5,10,212.609
11.4,5,10,215.954
11.5,5,10,219.319
11.6,5,10,222.702
11.7,5,10,226.104
11.8,5,10,229.526
11.9,5,10,232.966
12,5,10,236.424
12.1,5,10,239.902
12.2,5,10,243.397
12.3,5,10,246.911
12.4,5,10,250.443
12.5,5,10,253.993
12.6,5,10,257.56
12.7,5,10,261.146
12.8,5,10,264.749
12.9,5,10,268.37
13,5,10,272.008
13.1,5,10,275.663
13.2,5,10,279.335
13.3,5,10,283.024
13.4,5,10,286.73
13.5,5,10,290.453
13.6,5,10,294.193
13.7,5,10,297.949
13.8,5,10,301.722
13.9,5,10,305.511
14,5,10,309.316
14.1,5,10,313.137
14.2,5,10,316.974
14.3,5,10,320.827
14.4,5,10,324.696
14.5,5,10,328.58
14.6,5,10,332.48
14.7,5,10,336.395
14.8,5,10,340.326
14.9,5,10,344.272
15,5,10,348.232
15.1,5,10,352.208
15.2,5,10,356.199
15.3,5,10,360.205
15.4,5,10,364.225
15.5,5,10,368.26
15.6,5,10,372.309
15.7,5,10,376.373
15.8,5,10,380.451
15.9,5,10,384.543
16,5,10,388.649
16.1,5,10,392.769
16.2,5,10,396.904
16.3,5,10,401.051
16.4,5,10,405.213
16.5,5,10,409.388
16.6,5,10,413.577
16.7,5,10,417.779
16.8,5,10,421.994
16.9,5,10,426.223
17,5,10,430.465
17.1,5,10,434.719
17.2,5,10,438.987
17.3,5,10,443.268
17.4,5,10,447.561
17.5,5,10,451.867
17.6,5,10,456.186
17.7,5,10,460.517
17.8,5,10,464.86
17.9,5,10,469.216
18,5,10,473.584
18.1,5,10,477.964
18.2,5,10,482.357
18.3,5,10,486.761
18.4,5,10,491.177
18.5,5,10,495.605
18.6,5,10,500.045
18.7,5,10,504.497
18.8,5,10,508.96
18.9,5,10,513.434
19,5,10,517.92
19.1,5,10,522.417
19.2,5,10,526.926
19.3,5,10,531.445
19.4,5,10,535.976
19.5,5,10,540.518
19.6,5,10,545.071
19.7,5,10,549.634
19.8,5,10,554.209
19.9,5,10,558.794
20,5,10,563.39
20.1,5,10,567.996
20.2,5,10,572.613
20.3,5,10,577.24
20.4,5,10,581.878
20.5,5,10,586.525
20.6,5,10,591.184
20.7,5,10,595.852
20.8,5,10,600.53
20.9,5,10,605.218
21,5,10,609.917
21.1,5,10,614.625
21.2,5,10,619.343
21.3,5,10,624.07
21.4,5,10,628.807
21.5,5,10,633.554
21.6,5,10,638.31
21.7,5,10,643.076
21.8,5,10,647.851
21.9,5,10,652.636
22,5,10,657.43
22.1,5,10,662.233
22.2,5,10,667.045
22.3,5,10,671.866
22.4,5,10,676.696
22.5,5,10,681.535
22.6,5,10,686.383
22.7,5,10,691.24
22.8,5,10,696.105
22.9,5,10,700.979
23,5,10,705.862
23.1,5,10,710.753
23.2,5,10,715.653
23.3,5,10,720.562
23.4,5,10,725.478
23.5,5,10,730.403
23.6,5,10,735.337
23.7,5,10,740.278
23.8,5,10,745.228
23.9,5,10,750.186
24,5,10,755.152
24.1,5,10,760.125
24.2,5,10,765.107
24.3,5,10,770.097
24.4,5,10,775.094
24.5,5,10,780.1
24.6,5,10,785.113
24.7,5,10,790.133
24.8,5,10,795.162
24.9,5,10,800.197
25,5,10,805.241
25.1,5,10,810.291
25.2,5,10,815.35
25.3,5,10,820.415
25.4,5,10,825.488
25.5,5,10,830.568
25.6,5,10,835.655
25.7,5,10,840.749
25.8,5,10,845.851
25.9,5,10,850.959
26,5,10,856.075
26.1,5,10,861.197
26.2,5,10,866.327
26.3,5,10,871.463
26.4,5,10,876.606
26.5,5,10,881.756
26.6,5,10,886.912
26.7,5,10,892.075
26.8,5,10,897.245
26.9,5,10,902.422
27,5,10,907.604
27.1,5,10,912.794
27.2,5,10,917.99
27.3,5,10,923.192
27.4,5,10,928.4
27.5,5,10,933.615
27.6,5,10,938.836
27.7,5,10,944.063
27.8,5,10,949.297
27.9,5,10,954.536
28,5,10,959.782
28.1,5,10,965.034
28.2,5,10,970.291
28.3,5,10,975.555
28.4,5,10,980.825
28.5,5,10,986.1
28.6,5,10,991.381
28.7,5,10,996.668
28.8,5,10,1001.961
28.9,5,10,1007.26
29,5,10,1012.564
29.1,5,10,1017.874
29.2,5,10,1023.189
29.3,5,10,1028.51
29.4,5,10,1033.837
29.5,5,10,1039.168
29.6,5,10,1044.506
29.7,5,10,1049.849
29.8,5,10,1055.197
29.9,5,10,1060.55
30,5,10,1065.909
30.1,5,10,1071.273
30.2,5,10,1076.642
30.3,5,10,1082.017
30.4,5,10,1087.396
30.5,5,10,1092.781
30.6,5,10,1098.171
30.7,5,10,1103.566
30.8,5,10,1108.965
30.9,5,10,1114.37
31,5,10,1119.78
31.1,5,10,1125.195
31.2,5,10,1130.614
31.3,5,10,1136.038
31.4,5,10,1141.467
31.5,5,10,1146.901
31.6,5,10,1152.34
31.7,5,10,1157.783
31.8,5,10,1163.231
31.9,5,10,1168.684
32,5,10,1174.141
32.1,5,10,1179.602
32.2,5,10,1185.069
32.3,5,10,1190.539
32.4,5,10,1196.015
32.5,5,10,1201.494
32.6,5,10,1206.978
32.7,5,10,1212.467
32.8,5,10,1217.96
32.9,5,10,1223.457
33,5,10,1228.958
33.1,5,10,1234.464
33.2,5,10,1239.974
33.3,5,10,1245.488
33.4,5,10,1251.006
33.5,5,10,1256.529
33.6,5,10,1262.055
33.7,5,10,1267.586
33.8,5,10,1273.121
33.9,5,10,1278.659
34,5,10,1284.202
34.1,5,10,1289.749
34.2,5,10,1295.299
34.3,5,10,1300.854
34.4,5,10,1306.412
34.5,5,10,1311.974
34.6,5,10,1317.541
34.7,5,10,1323.11
34.8,5,10,1328.684
34.9,5,10,1334.262
35,5,10,1339.843
35.1,5,10,1345.428
35.2,5,10,1351.016
35.3,5,10,1356.608
35.4,5,10,1362.204
35.5,5,10,1367.804
35.6,5,10,1373.407
35.7,5,10,1379.013
35.8,5,10,1384.623
35.9,5,10,1390.237
36,5,10,1395.854
36.1,5,10,1401.475
36.2,5,10,1407.099
36.3,5,10,1412.726
36.4,5,10,1418.357
36.5,5,10,1423.991
36.6,5,10,1429.628
