Time(s),Input(v),Output(v),Output(m)
0,2.532,0,0
0.1,5,0.344,0.604
0.2,5,0.387,0.679
0.3,5,0.453,0.796
0.4,5,0.544,0.954
0.5,5,0.658,1.155
0.6,5,0.796,1.396
0.7,5,0.957,1.679
0.8,5,1.141,2.002
0.9,5,1.348,2.365
1,5,1.578,2.768
1.1,5,1.831,3.212
1.2,5,2.106,3.694
1.3,5,2.403,4.216
1.4,5,2.723,4.777
1.5,5,3.065,5.377
1.6,5,3.428,6.015
1.7,5,3.814,6.691
1.8,5,4.221,7.405
1.9,5,4.649,8.157
2,5,5.099,8.946
2.1,5,5.57,9.772
2.2,5,6.062,10.635
2.3,5,6.575,11.535
2.4,5,7.108,12.47
2.5,5,7.662,13.442
2.6,5,8.237,14.45
2.7,5,8.831,15.493
2.8,5,9.446,16.572
2.9,5,10,17.686
3,5,10,18.835
3.1,5,10,20.018
3.2,5,10,21.235
3.3,5,10,22.487
3.4,5,10,23.772
3.5,5,10,25.092
3.6,5,10,26.444
3.7,5,10,27.83
3.8,5,10,29.248
3.9,5,10,30.7
4,5,10,32.184
4.1,5,10,33.7
4.2,5,10,35.248
4.3,5,10,36.828
4.4,5,10,38.439
4.5,5,10,40.082
4.6,5,10,41.756
4.7,5,10,43.461
4.8,5,10,45.197
4.9,5,10,46.963
5,5,10,48.76
5.1,5,10,50.586
5.2,5,10,52.443
5.3,5,10,54.329
5.4,5,10,56.244
5.5,5,10,58.189
5.6,5,10,60.163
5.7,5,10,62.166
5.8,5,10,64.197
5.9,5,10,66.257
6,5,10,68.345
6.1,5,10,70.461
6.2,5,10,72.605
6.3,5,10,74.776
6.4,5,10,76.975
6.5,5,10,79.201
6.6,5,10,81.455
6.7,5,10,83.735
6.8,5,10,86.042
6.9,5,10,88.375
7,5,10,90.735
7.1,5,10,93.121
7.2,5,10,95.533
7.3,5,10,97.971
7.4,5,10,100.434
7.5,5,10,102.923
7.6,5,10,105.437
7.7,5,10,107.976
7.8,5,10,110.54
7.9,5,10,113.129
8,5,10,115.742
8.1,5,10,118.38
8.2,5,10,121.041
8.3,5,10,123.727
8.4,5,10,126.437
8.5,5,10,129.171
8.6,5,10,131.928
8.7,5,10,134.708
8.8,5,10,137.512
8.9,5,10,140.339
9,5,10,143.188
9.1,5,10,146.061
9.2,5,10,148.955
9.3,5,10,151.873
9.4,5,10,154.812
9.5,5,10,157.774
9.6,5,10,160.758
9.7,5,10,163.763
9.8,5,10,166.79
9.9,5,10,169.839
10,5,10,172.909
10.1,5,10,176
10.2,5,10,179.112
10.3,5,10,182.246
10.4,5,10,185.4
10.5,5,10,188.574
10.6,5,10,191.769
10.7,5,10,194.984
10.8,5,10,198.22
10.9,5,10,201.476
11,5,10,204.751
11.1,5,10,208.046
11.2,5,10,211.361
11.3,5,10,214.696
11.4,5,10,218.049
11.5,5,10,221.422
11.6,5,10,224.814
11.7,5,10,228.225
11.8,5,10,231.655
11.9,5,10,235.104
12,5,10,238.571
12.1,5,10,242.056
12.2,5,10,245.56
12.3,5,10,249.082
12.4,5,10,252.622
12.5,5,10,256.18
12.6,5,10,259.756
12.7,5,10,263.35
12.8,5,10,266.961
12.9,5,10,270.589
13,5,10,274.235
13.1,5,10,277.898
13.2,5,10,281.578
13.3,5,10,285.275
13.4,5,10,288.989
13.5,5,10,292.719
13.6,5,10,296.466
13.7,5,10,300.23
13.8,5,10,304.01
13.9,5,10,307.806
14,5,10,311.618
14.1,5,10,315.447
14.2,5,10,319.291
14.3,5,10,323.151
14.4,5,10,327.027
14.5,5,10,330.919
14.6,5,10,334.825
14.7,5,10,338.748
14.8,5,10,342.685
14.9,5,10,346.638
15,5,10,350.606
15.1,5,10,354.588
15.2,5,10,358.586
15.3,5,10,362.598
15.4,5,10,366.625
15.5,5,10,370.666
15.6,5,10,374.722
15.7,5,10,378.792
15.8,5,10,382.877
15.9,5,10,386.975
16,5,10,391.088
16.1,5,10,395.214
16.2,5,10,399.355
16.3,5,10,403.509
16.4,5,10,407.677
16.5,5,10,411.858
16.6,5,10,416.053
16.7,5,10,420.261
16.8,5,10,424.482
16.9,5,10,428.717
17,5,10,432.965
17.1,5,10,437.225
17.2,5,10,441.499
17.3,5,10,445.785
17.4,5,10,450.084
17.5,5,10,454.396
17.6,5,10,458.72
17.7,5,10,463.057
17.8,5,10,467.406
17.9,5,10,471.768
18,5,10,476.141
18.1,5,10,480.527
18.2,5,10,484.925
18.3,5,10,489.334
18.4,5,10,493.756
18.5,5,10,498.189
18.6,5,10,502.634
18.7,5,10,507.091
18.8,5,10,511.559
18.9,5,10,516.039
19,5,10,520.53
19.1,5,10,525.032
19.2,5,10,529.546
19.3,5,10,534.071
19.4,5,10,538.607
19.5,5,10,543.153
19.6,5,10,547.711
19.7,5,10,552.28
19.8,5,10,556.859
19.9,5,10,561.449
20,5,10,566.049
20.1,5,10,570.66
20.2,5,10,575.282
20.3,5,10,579.914
20.4,5,10,584.556
20.5,5,10,589.209
20.6,5,10,593.872
20.7,5,10,598.544
20.8,5,10,603.227
20.9,5,10,607.92
21,5,10,612.623
21.1,5,10,617.335
21.2,5,10,622.057
21.3,5,10,626.789
21.4,5,10,631.531
21.5,5,10,636.282
21.6,5,10,641.043
21.7,5,10,645.813
21.8,5,10,650.592
21.9,5,10,655.381
22,5,10,660.179
22.1,5,10,664.986
22.2,5,10,669.802
22.3,5,10,674.627
22.4,5,10,679.461
22.5,5,10,684.305
22.6,5,10,689.156
22.7,5,10,694.017
22.8,5,10,698.887
22.9,5,10,703.765
23,5,10,708.651
23.1,5,10,713.547
23.2,5,10,718.45
23.3,5,10,723.363
23.4,5,10,728.283
23.5,5,10,733.212
23.6,5,10,738.149
23.7,5,10,743.094
23.8,5,10,748.048
23.9,5,10,753.009
24,5,10,757.979
24.1,5,10,762.956
24.2,5,10,767.941
24.3,5,10,772.935
24.4,5,10,777.936
24.5,5,10,782.944
24.6,5,10,787.961
24.7,5,10,792.985
24.8,5,10,798.017
24.9,5,10,803.056
25,5,10,808.103
25.1,5,10,813.157
25.2,5,10,818.218
25.3,5,10,823.287
25.4,5,10,828.363
25.5,5,10,833.446
25.6,5,10,838.537
25.7,5,10,843.634
25.8,5,10,848.739
25.9,5,10,853.851
26,5,10,858.97
26.1,5,10,864.095
26.2,5,10,869.228
26.3,5,10,874.367
26.4,5,10,879.513
26.5,5,10,884.666
26.6,5,10,889.825
26.7,5,10,894.992
26.8,5,10,900.164
26.9,5,10,905.344
27,5,10,910.529
27.1,5,10,915.722
27.2,5,10,920.92
27.3,5,10,926.125
27.4,5,10,931.337
27.5,5,10,936.554
27.6,5,10,941.778
27.7,5,10,947.008
27.8,5,10,952.245
27.9,5,10,957.487
28,5,10,962.735
28.1,5,10,967.99
28.2,5,10,973.25
28.3,5,10,978.516
28.4,5,10,983.789
28.5,5,10,989.067
28.6,5,10,994.351
28.7,5,10,999.64
28.8,5,10,1004.936
28.9,5,10,1010.237
29,5,10,1015.544
29.1,5,10,1020.856
29.2,5,10,1026.174
29.3,5,10,1031.497
29.4,5,10,1036.826
29.5,5,10,1042.161
29.6,5,10,1047.501
29.7,5,10,1052.846
29.8,5,10,1058.196
29.9,5,10,1063.552
30,5,10,1068.914
30.1,5,10,1074.28
30.2,5,10,1079.652
30.3,5,10,1085.028
30.4,5,10,1090.41
30.5,5,10,1095.797
30.6,5,10,1101.189
30.7,5,10,1106.586
30.8,5,10,1111.988
30.9,5,10,1117.395
31,5,10,1122.807
31.1,5,10,1128.224
31.2,5,10,1133.646
31.3,5,10,1139.072
31.4,5,10,1144.504
31.5,5,10,1149.94
31.6,5,10,1155.38
31.7,5,10,1160.826
31.8,5,10,1166.276
31.9,5,10,1171.73
32,5,10,1177.19
32.1,5,10,1182.653
32.2,5,10,1188.122
32.3,5,10,1193.594
32.4,5,10,1199.072
32.5,5,10,1204.553
32.6,5,10,1210.039
32.7,5,10,1215.53
32.8,5,10,1221.025
32.9,5,10,1226.524
33,5,10,1232.027
33.1,5,10,1237.535
33.2,5,10,1243.047
33.3,5,10,1248.563
33.4,5,10,1254.083
33.5,5,10,1259.607
33.6,5,10,1265.135
33.7,5,10,1270.668
33.8,5,10,1276.204
33.9,5,10,1281.745
34,5,10,1287.289
34.1,5,10,1292.838
34.2,5,10,1298.39
34.3,5,10,1303.947
34.4,5,10,1309.507
34.5,5,10,1315.071
34.6,5,10,1320.639
34.7,5,10,1326.21
34.8,5,10,1331.786
34.9,5,10,1337.365
35,5,10,1342.948
35.1,5,10,1348.534
35.2,5,10,1354.124
35.3,5,10,1359.718
35.4,5,10,1365.316
35.5,5,10,1370.917
35.6,5,10,1376.521
35.7,5,10,1382.13
35.8,5,10,1387.741
35.9,5,10,1393.356
36,5,10,1398.975
36.1,5,10,1404.597
36.2,5,10,1410.223
36.3,5,10,1415.852
36.4,5,10,1421.484
36.5,5,10,1427.119
36.6,5,10,1432.758
36.7,5,10,1438.401
36.8,5,10,1444.046
36.9,5,10,1449.695
37,5,10,1455.347
37.1,5,10,1461.002
37.2,5,10,1466.66
37.3,5,10,1472.322
37.4,5,10,1477.987
37.5,5,10,1483.655
37.6,5,10,1489.325
37.7,5,10,1494.999
37.8,5,10,1500.676
37.9,5,10,1506.357
38,5,10,1512.04
38.1,5,10,1517.726
38.2,5,10,1523.415
38.3,5,10,1529.107
38.4,5,10,1534.802
38.5,5,10,1540.5
38.6,5,10,1546.2
38.7,5,10,1551.904
38.8,5,10,1557.61
38.9,5,10,1563.32
39,5,10,1569.032
39.1,5,10,1574.747
39.2,5,10,1580.464
39.3,5,10,1586.185
39.4,5,10,1591.908
39.5,5,10,1597.634
39.6,5,10,1603.362
39.7,5,10,1609.094
39.8,5,10,1614.827
39.9,5,10,1620.564
40,5,10,1626.303
40.1,5,10,1632.045
40.2,5,10,1637.789
40.3,5,10,1643.536
40.4,5,10,1649.286
40.5,5,10,1655.037
40.6,5,10,1660.792
40.7,5,10,1666.549
